CNBC_Matches_Reported_EPS,Q_Report_Date,Q_Date,Q_EPS_Diluted,Q_EPS_Adjusted,Q_EPS_Projections_Date_0,Q_EPS_Projections_1,Q_EPS_Projections_Date_1,Q_EPS_Projections_2,Q_EPS_Projections_Date_2,Q_EPS_Projections_2,Q_EPS_Projections_Date_2,,
,,12/26/2014,0.348529457,,,0.76,,0.75,,0.7,,,
,,9/30/2014,0.013090574,,,0.54,,0.55,,0.49,,,
,,6/30/2014,0.158421964,,,0.3,,0.29,,0.27,,,
,,3/31/2014,0.195243628,,,0.32,,0.48,,0.51,,,
,,12/31/2013,0.634867213,,,0.77,,0.69,,0.64,,,
,,9/30/2013,0.504604915,,,0.6,,0.54,,0.5,,,
,,6/28/2013,0.311869221,,,0.49,,0.5,,0.63,,,
,,3/28/2013,0.392624147,,,0.81,,0.89,,1.01,,,
,,12/28/2012,0.985420962,,,1.41,,0.66,,,,,
,,9/28/2012,0.512216972,,,0.65,,,,,,,
,,6/29/2012,0.101081294,,,0.16,,,,,,,
,,3/30/2012,0.748413411,,,0.3,,,,,,,
,,12/30/2011,0.249757423,,,nan,,,,,,,
,,9/23/2011,0.167204341,,,nan,,,,,,,
,,6/24/2011,0.130286039,,,nan,,,,,,,
,,3/25/2011,1.808607131,,,nan,,,,,,,
,,12/23/2010,0.343413069,,,nan,,,,,,,
,,9/24/2010,0.423639507,,,nan,,,,,,,
,,6/25/2010,0.248773938,,,nan,,,,,,,
,,3/26/2010,0.310212416,,,nan,,,,,,,
,,12/24/2009,0.168439176,,,nan,,,,,,,
,,9/25/2009,0.103309761,,,nan,,,,,,,
,,6/25/2009,0.003382256,,,nan,,,,,,,
,,3/26/2009,-0.12,,,nan,,,,,,,
,,12/24/2008,0.04,,,nan,,,,,,,
,,9/25/2008,0.1,,,nan,,,,,,,
,,6/25/2008,0.03,,,nan,,,,,,,
,,3/26/2008,-0.16,,,nan,,,,,,,
,,12/24/2007,0.05,,,nan,,,,,,,
,,9/25/2007,0,,,nan,,,,,,,
,,6/25/2007,0.04,,,nan,,,,,,,
,,3/26/2007,0.08,,,nan,,,,,,,
,,12/22/2006,0.04,,,nan,,,,,,,
,,9/25/2006,0.11,,,nan,,,,,,,
,,6/23/2006,0.09,,,nan,,,,,,,
,,3/24/2006,0.17,,,nan,,,,,,,
,,12/23/2005,0.14,,,nan,,,,,,,
,,9/23/2005,-0.01,,,nan,,,,,,,
,,6/24/2005,0.3,,,nan,,,,,,,
,,3/31/2005,0.03,,,nan,,,,,,,
,,12/31/2004,0.02,,,nan,,,,,,,
,,9/30/2004,-0.18,,,nan,,,,,,,
,,6/30/2004,-0.03,,,nan,,,,,,,
,,3/31/2004,0.12,,,nan,,,,,,,
,,12/31/2003,0.46,,,nan,,,,,,,
,,9/30/2003,0.25,,,nan,,,,,,,
,,6/30/2003,-0.29,,,nan,,,,,,,
,,3/31/2003,-1.82,,,nan,,,,,,,
,,12/31/2002,-0.15,,,nan,,,,,,,
,,9/30/2002,-0.22,,,nan,,,,,,,
,,6/28/2002,-0.19,,,nan,,,,,,,
,,3/28/2002,-0.98,,,nan,,,,,,,
,,12/31/2001,-1.08,,,nan,,,,,,,
,,9/28/2001,-0.23,,,nan,,,,,,,
,,6/29/2001,-0.31,,,nan,,,,,,,
,,3/30/2001,0.05,,,nan,,,,,,,
,,12/29/2000,0.3,,,nan,,,,,,,
,,9/29/2000,0.23,,,nan,,,,,,,
,,6/30/2000,1.26,,,nan,,,,,,,
,,3/31/2000,0.82,,,nan,,,,,,,
,,12/31/1999,0.4,,,nan,,,,,,,
,,9/30/1999,-0.15,,,nan,,,,,,,
,,6/30/1999,-2.12,,,nan,,,,,,,
,,3/31/1999,-3.55,,,nan,,,,,,,
,,12/31/1998,-1.5,,,nan,,,,,,,
,,9/30/1998,-1.9,,,nan,,,,,,,
,,6/30/1998,0.01,,,nan,,,,,,,
,,3/31/1998,0.18,,,nan,,,,,,,
,,12/31/1997,0.18,,,nan,,,,,,,
,,9/30/1997,0.13,,,nan,,,,,,,
,,6/30/1997,0.04,,,nan,,,,,,,
,,3/31/1997,-0.79,,,nan,,,,,,,
,,12/31/1996,0.15,,,nan,,,,,,,
,,9/30/1996,0.04,,,nan,,,,,,,
,,6/28/1996,-0.12,,,nan,,,,,,,
,,3/29/1996,-1.38,,,nan,,,,,,,
,,12/29/1995,-0.06,,,nan,,,,,,,
,,9/29/1995,0.47,,,nan,,,,,,,
,,6/30/1995,0.34,,,nan,,,,,,,
,,3/31/1995,0.29,,,nan,,,,,,,
,,12/30/1994,0.23,,,nan,,,,,,,
,,9/30/1994,0.2,,,nan,,,,,,,
,,6/30/1994,0.24,,,nan,,,,,,,
,,3/31/1994,0.24,,,nan,,,,,,,
,,12/31/1993,0.35,,,nan,,,,,,,
,,9/30/1993,0.12,,,nan,,,,,,,
