CNBC_Matches_Reported_EPS,Q_Report_Date,Q_Date,Q_EPS_Diluted,Q_EPS_Adjusted,Q_EPS_Projections_Date_0,Q_EPS_Projections_1,Q_EPS_Projections_Date_1,Q_EPS_Projections_2,Q_EPS_Projections_Date_2,Q_EPS_Projections_3,Q_EPS_Projections_Date_3,Unnamed: 9,Unnamed: 10,Unnamed: 11,Unnamed: 12,Unnamed: 13,Unnamed: 14,Unnamed: 15,Unnamed: 16,Unnamed: 17,Unnamed: 18,Unnamed: 19,Unnamed: 20,Unnamed: 21
Adjusted,,12/31/2027,,0.83,6/28/2026,0.82,4/3/2026,0.82,4/2/2026,,,,,,,,,,,,,,,
,,9/30/2027,,0.85,,0.85,,0.85,,,,,,,,,,,,,,,,
,,6/30/2027,,0.85,,0.88,,0.88,,,,,,,,,,,,,,,,
,,3/30/2027,,0.74,,0.69,,0.69,,,,,,,,,,,,,,,,
,,12/31/2026,,0.74,,0.73,,0.73,,,,,,,,,,,,,,,,
,,9/30/2026,,0.76,,0.75,,0.75,,,,,,,,,,,,,,,,
,,6/30/2026,,0.77,,0.78,,0.78,,,,,,,,,,,,,,,,
,5/1/2026,3/30/2026,0.59,0.69,,0.66,,0.66,,,,,,,,,,,,,,,,
,2/13/2026,12/31/2025,0.58,0.66,,0.66,,,,,,,,,,,,,,,,,,
,11/7/2025,9/30/2025,0.66,0.69,,0.69,,,,,,,,,,,,,,,,,,
,8/8/2025,6/30/2025,0.72,0.75,,0.75,,,,,,,,,,,,,,,,,,
,5/2/2025,3/30/2025,0.54,0.63,,0.63,,,,,,,,,,,,,,,,,,
,2/21/2025,12/31/2024,0.48,0.58,,0.58,,,,,,,,,,,,,,,,,,
,11/8/2024,9/30/2024,0.52,0.61,,0.61,,,,,,,,,,,,,,,,,,
,8/2/2024,6/30/2024,0.67,0.71,,0.71,,,,,,,,,,,,,,,,,,
,5/3/2024,3/30/2024,0.54,0.6,,0.6,,,,,,,,,,,,,,,,,,
,2/14/2024,12/31/2023,0.42,0.42,,0.42,,,,,,,,,,,,,,,,,,
,11/3/2023,9/30/2023,0.45,0.52,,0.52,,,,,,,,,,,,,,,,,,
,8/9/2023,6/30/2023,0.55,0.63,,0.63,,,,,,,,,,,,,,,,,,
,,3/30/2023,0.63,0.67,,0.67,,,,,,,,,,,,,,,,,,
,,12/31/2022,0.43,0.49,,0.49,,,,,,,,,,,,,,,,,,
,,9/30/2022,0.61,0.62,,0.62,,,,,,,,,,,,,,,,,,
,,6/30/2022,0.59,0.6,,0.6,,,,,,,,,,,,,,,,,,
,,3/31/2022,0.42,0.42,,0.42,,,,,,,,,,,,,,,,,,
,,12/31/2021,0.52,0.52,,0.52,,,,,,,,,,,,,,,,,,
,,9/30/2021,0.52,0.52,,0.52,,,,,,,,,,,,,,,,,,
,,6/30/2021,0.5,0.5,,0.5,,,,,,,,,,,,,,,,,,
,,3/31/2021,0.5,0.5,,0.5,,,,,,,,,,,,,,,,,,
