CNBC_Matches_Reported_EPS,Q_Report_Date,Q_Date,Q_EPS_Diluted,Q_EPS_Adjusted,Q_EPS_Projections_Date_0,Q_EPS_Projections_1,Q_EPS_Projections_Date_1,Q_EPS_Projections_2,Q_EPS_Projections_Date_2,Q_EPS_Projections_2,Q_EPS_Projections_Date_2,,,,
N,,12/31/2026,,0.06,1/4/2026,0.41,11/8/2025,0.35,9/15/2025,0.34,8/6/2025,0.31,7/1/2025,0.31,5/16/2025
,,9/30/2026,,0.44,,0.47,,0.64,,0.64,,0.69,,0.69,
,,6/30/2026,,0.64,,0.67,,0.84,,0.84,,0.82,,0.81,
,,3/30/2026,,0.51,,0.54,,0.68,,0.68,,0.68,,0.68,
,,12/31/2025,,-0.02,1/22/2025,0.07,1/22/2025,0.32,1/22/2025,0.32,1/22/2025,0.27,1/22/2025,0.26,1/22/2025
,11/4/2025,9/30/2025,0.48,0.51,,0.57,,0.58,,0.63,,0.63,,,
,8/4/2025,6/30/2025,0.71,0.73,,0.71,,0.71,,0.78,,,,,
,5/8/2025,3/30/2025,0.56,0.61,,0.6,,0.6,,0.62,,,,,
,2/24/2025,12/31/2024,0.09,0.09,4/12/2024,0.04,4/12/2024,0.04,4/12/2024,0.05,4/12/2024,,,,
,10/28/2024,9/30/2024,0.37,0.37,,0.32,,0.33,,0.48,,,,,
,8/6/2024,6/30/2024,0.8,0.8,,0.78,,0.76,,0.75,,,,,
,5/9/2024,3/30/2024,0.82,0.82,,0.71,,0.7,,0.56,,,,,
,2/26/2024,12/31/2023,0.2,0.2,4/9/2023,0.19,4/9/2023,0.19,4/9/2023,0.19,4/9/2023,,,,
,10/30/2023,9/30/2023,0.6,0.6,,0.48,,0.48,,0.38,,,,,
,7/31/2023,6/30/2023,0.71,0.71,,0.53,,0.53,,0.47,,,,,
,5/8/2023,3/30/2023,0.38,0.38,,0.33,,0.34,,0.36,,,,,
,2/27/2023,12/31/2022,0.09,0.09,,0.22,,0.22,,0.24,,,,,
,10/31/2022,9/30/2022,0.13,0.13,,0.14,,0.17,,0.64,,,,,
,8/8/2022,6/30/2022,0.79,0.79,,0.67,,0.67,,0.67,,,,,
,5/9/2022,3/31/2022,0.62,0.62,,0.54,,0.54,,0.57,,,,,
,2/28/2022,12/31/2021,0.22,0.6,,0.53,,0.53,,0.52,,,,,
,11/8/2021,9/30/2021,0.64,0.64,,0.58,,0.59,,0.59,,,,,
,8/2/2021,6/30/2021,0.53,0.53,,0.53,,0.53,,0.5,,,,,
,5/10/2021,3/31/2021,0.42,0.42,,0.38,,0.39,,0.4,,,,,
,2/22/2021,12/31/2020,0.37,0.37,,0.36,,0.36,,0.3,,,,,
,11/2/2020,9/30/2020,0.37,0.41,,0.37,,0.75,,0.71,,,,,
,8/3/2020,6/30/2020,0.81,0.82,,0.59,,0.56,,0.56,,,,,
,5/4/2020,3/31/2020,0.727011228,0.74,,0.61,,0.62,,0.73,,,,,
,2/24/2020,12/31/2019,0.606654282,0.62,,0.51,,0.53,,0.52,,,,,
,10/28/2019,9/30/2019,0.716244007,0.72,,0.68,,0.69,,0.68,,,,,
,7/29/2019,6/28/2019,0.608476689,0.64,,0.64,,0.68,,0.81,,,,,
,4/29/2019,3/29/2019,0.536383502,0.54,,0.59,,0.6,,0.68,,,,,
,2/14/2019,12/31/2018,0.427084642,0.44,,0.36,,0.35,,0.37,,,,,
,10/29/2018,9/28/2018,0.498797333,0.5,,0.52,,0.45,,0.46,,,,,
,7/30/2018,6/29/2018,0.725130828,0.73,,0.65,,0.645,,0.59,,,,,
,5/7/2018,3/29/2018,0.626862111,0.63,,0.595,,0.56,,0.535,,,,,
,2/21/2018,12/29/2017,0.308988556,,,0.27,,0.25,,0.245,,,,,
,10/30/2017,9/29/2017,0.339726372,,,0.275,,0.265,,0.26,,,,,
,7/31/2017,6/30/2017,0.486998187,,,0.44,,0.46,,0.455,,,,,
,5/4/2017,3/31/2017,0.472727853,,,0.445,,0.44,,0.45,,,,,
,,12/30/2016,0.240910402,,,0.205,,0.18,,0.15,,,,,
,,9/30/2016,0.117083326,,,0.21,,0.17,,0.18,,,,,
,,6/30/2016,0.395580523,,,0.355,,,,,,,,,
,,3/31/2016,0.391852443,,,0.335,,,,,,,,,
,,12/31/2015,0.130559677,,,0.11,,,,,,,,,
