CNBC_Matches_Reported_EPS,Q_Report_Date,Q_Date,Q_EPS_Diluted,Q_EPS_Adjusted,Q_EPS_Projections_Date_0,Q_EPS_Projections_1,Q_EPS_Projections_Date_1,Q_EPS_Projections_2,Q_EPS_Projections_Date_2,Q_EPS_Projections_3,Q_EPS_Projections_Date_3,Unnamed: 9,Unnamed: 10,Unnamed: 11,Unnamed: 12,Unnamed: 13,Unnamed: 14,Unnamed: 15,Unnamed: 16,Unnamed: 17,Unnamed: 18,Unnamed: 19,Unnamed: 20,Unnamed: 21
Non-GAAP,,12/31/2026,,0.07,12/12/2025,0.07,12/11/2025,,,,,,,,,,,,,,,,,
,,9/30/2026,,0.19,,0.19,,,,,,,,,,,,,,,,,,
,,6/30/2026,,0.23,,0.23,,,,,,,,,,,,,,,,,,
,,3/30/2026,,0.34,,0.34,,,,,,,,,,,,,,,,,,
,,12/31/2025,,0.4,,0.4,,,,,,,,,,,,,,,,,,
,11/10/2025,9/30/2025,0.16,0.16,,0.16,,,,,,,,,,,,,,,,,,
,8/12/2025,6/30/2025,0.14,0.14,,0.14,,,,,,,,,,,,,,,,,,
,5/13/2025,3/30/2025,0.15,0.15,,0.15,,,,,,,,,,,,,,,,,,
,3/6/2025,12/31/2024,0.33,0.33,,0.33,,,,,,,,,,,,,,,,,,
,,9/30/2024,-0.15,-0.15,,-0.15,,,,,,,,,,,,,,,,,,
,,6/30/2024,0.12,0.12,,0.12,,,,,,,,,,,,,,,,,,
,,3/30/2024,0.25,0.25,,0.25,,,,,,,,,,,,,,,,,,
,,12/31/2023,-0.02,-0.02,,-0.02,,,,,,,,,,,,,,,,,,
,,9/30/2023,0.42,0.42,,0.42,,,,,,,,,,,,,,,,,,
,,6/30/2023,0.42,0.42,,0.42,,,,,,,,,,,,,,,,,,
,,3/30/2023,0.42,0.42,,0.42,,,,,,,,,,,,,,,,,,
,,12/31/2022,0.24,0.24,,0.24,,,,,,,,,,,,,,,,,,
,,9/30/2022,0.24,0.24,,0.24,,,,,,,,,,,,,,,,,,
,,6/30/2022,0.23,0.23,,0.23,,,,,,,,,,,,,,,,,,
,,3/31/2022,0.23,0.23,,0.23,,,,,,,,,,,,,,,,,,
