CNBC_Matches_Reported_EPS,Q_Report_Date,Q_Date,Q_EPS_Diluted,Q_EPS_Adjusted,Q_EPS_Projections_Date_0,Q_EPS_Projections_1,Q_EPS_Projections_Date_1,Q_EPS_Projections_2,Q_EPS_Projections_Date_2,Q_EPS_Projections_3,Q_EPS_Projections_Date_3,Unnamed: 9,Unnamed: 10,Unnamed: 11,Unnamed: 12,Unnamed: 13
Non-GAAP,,9/30/2027,,1.35,12/19/2025,1.32,11/5/2025,1.19,10/21/2025,1.19,9/8/2025,1.19,8/3/2025,1.2,6/19/2025,
,,6/30/2027,,1.28,,1.27,,1.15,,1.15,,1.15,,1.14,,
,,3/30/2027,,1.23,,1.21,,1.09,,1.09,,1.08,,1.08,,
,,12/30/2026,,1.2,,1.19,,1.07,,1.08,,1.08,,1.08,,
,,9/30/2026,,1.2,10/21/2025,1.2,10/21/2025,1.19,10/21/2025,1.19,9/8/2025,1.19,8/3/2025,1.2,6/19/2025,
,,6/30/2026,,1.15,,1.14,,1.15,,1.15,,1.15,,1.14,,
,,3/30/2026,,1.1,,1.08,,1.09,,1.09,,1.08,,1.08,,
,,12/30/2025,,1.08,,1.07,,1.07,,1.08,,1.08,,1.08,,
,11/3/2025,9/30/2025,0.83,1.13,12/17/2024,1.1,12/17/2024,1.09,12/17/2024,1.07,12/17/2024,,,,,
,7/30/2025,6/30/2025,0.86,1.08,,1.05,,1.06,,,,,,,,
,5/1/2025,3/30/2025,-0.08,1.03,,1.02,,1.02,,,,,,,,
,2/5/2025,12/30/2024,0.87,1.03,,1.01,,1.02,,,,,,,,
,11/4/2024,9/30/2024,0.76,1.01,1/2/2024,1.01,1/2/2024,1.01,1/2/2024,,,,,,,
,7/29/2024,6/30/2024,0.82,1.06,,1.02,,1.02,,,,,,,,
,5/2/2024,3/30/2024,0.72,1.03,,0.98,,0.98,,,,,,,,
,2/1/2024,12/30/2023,1.03,0.98,,0.94,,0.94,,,,,,,,
,11/9/2023,9/30/2023,0.37,0.89,,0.85,,0.84,,,,,,,,
,8/2/2023,6/30/2023,-0.16,0.93,,0.89,,0.89,,,,,,,,
,5/2/2023,3/30/2023,0.87,1.06,,0.88,,0.88,,,,,,,,
,2/1/2023,12/30/2022,0.75,1.07,,0.89,,0.86,,,,,,,,
,10/31/2022,9/30/2022,0.47,0.82,,0.63,,0.62,,,,,,,,
,7/27/2022,6/30/2022,0.9,0.95,,0.7,,0.7,,,,,,,,
,4/27/2022,3/31/2022,1.8,2.07,,1.6,,1.57,,,,,,,,
,2/2/2022,12/31/2021,1.95,2.17,,1.21,,1.21,,,,,,,,
,11/1/2021,9/30/2021,1.28,1.61,,0.98,,0.98,,,,,,,,
,7/28/2021,6/30/2021,1.04,1.33,,1.11,,1.11,,,,,,,,
,4/28/2021,3/31/2021,2.38,2.59,,2.57,,2.57,,,,,,,,
,1/27/2021,12/31/2020,2.5,2.86,,2.15,,2.15,,,,,,,,
,11/4/2020,9/30/2020,1.88,2.07,,1.2,,1.12,,,,,,,,
,7/29/2020,6/30/2020,0.528257364,0.75,,0.39,,0.37,,,,,,,,
,4/29/2020,3/31/2020,0.364074917,0.57,,0.57,,0.61,,,,,,,,
,1/29/2020,12/31/2019,1.431479195,0.61,,0.61,,0.64,,,,,,,,
,11/6/2019,9/30/2019,-0.46,0.65,,0.65,,0.66,,,,,,,,
,7/31/2019,6/28/2019,0.346764455,0.63,,0.61,,0.62,,,,,,,,
,5/1/2019,3/29/2019,-1.012498375,0.58,,0.57,,0.58,,,,,,,,
,1/30/2019,12/31/2018,0.362004905,0.58,,0.57,,0.58,,,,,,,,
,11/7/2018,9/28/2018,0.183649052,0.58,,0.58,,0.6,,,,,,,,
,7/31/2018,6/29/2018,0.409697753,0.58,,0.56,,0.57,,,,,,,,
,5/2/2018,3/29/2018,-2.458649655,0.53,,0.53,,0.52,,,,,,,,
,2/8/2018,12/29/2017,1.448351507,0.55,,0.5,,0.52,,,,,,,,
,11/8/2017,9/29/2017,0.290439382,,,0.49,,,,,,,,,,
,8/2/2017,6/30/2017,0.20685723,,,0.49,,,,,,,,,,
,5/10/2017,3/31/2017,1.84189364,,,0.46,,,,,,,,,,
,2/1/2017,12/30/2016,0.304337424,,,0.51,,,,,,,,,,
,,9/23/2016,0.326024624,,,0.5,,,,,,,,,,
,,6/24/2016,0.300741759,,,0.48,,,,,,,,,,
,,3/24/2016,0.239354957,,,0.46,,,,,,,,,,
,,12/24/2015,0.290782304,,,0.42,,,,,,,,,,
,,9/30/2015,0.09,,,0.42,,,,,,,,,,
,,6/30/2015,0.1,,,0.39,,,,,,,,,,
,,3/31/2015,0.17,,,0.39,,,,,,,,,,
,,12/31/2014,0.1,,,0.36,,,,,,,,,,
,,9/30/2014,0.1,,,0.37,,,,,,,,,,
,,6/30/2014,0.04,,,0.34,,,,,,,,,,
,,3/31/2014,-0.06,,,0.33,,,,,,,,,,
,,12/31/2013,-0.02,,,0.31,,,,,,,,,,
,,9/30/2013,-4.11,,,nan,,,,,,,,,,
,,6/28/2013,-0.04,,,nan,,,,,,,,,,
,,3/28/2013,-0.19,,,nan,,,,,,,,,,
,,12/31/2012,0.01,,,nan,,,,,,,,,,
,,9/28/2012,-0.29,,,nan,,,,,,,,,,
,,6/29/2012,0.09,,,nan,,,,,,,,,,
,,3/30/2012,-0.15,,,nan,,,,,,,,,,
,,12/30/2011,0.08,,,nan,,,,,,,,,,
,,9/30/2011,0.1,,,nan,,,,,,,,,,
,,6/30/2011,0.14,,,nan,,,,,,,,,,
,,3/31/2011,0.31,,,nan,,,,,,,,,,
,,12/31/2010,0.04,,,nan,,,,,,,,,,
,,9/30/2010,-0.53,,,nan,,,,,,,,,,
,,6/30/2010,0.1,,,nan,,,,,,,,,,
,,3/31/2010,0.08,,,nan,,,,,,,,,,
,,12/31/2009,0.1,,,nan,,,,,,,,,,
,,9/30/2009,0.09,,,nan,,,,,,,,,,
,,6/30/2009,0.12,,,nan,,,,,,,,,,
,,3/31/2009,-9.01,,,nan,,,,,,,,,,
,,12/31/2008,0.15,,,nan,,,,,,,,,,
,,9/30/2008,-0.56,,,nan,,,,,,,,,,
,,6/30/2008,0.24,,,nan,,,,,,,,,,
,,3/31/2008,0.22,,,nan,,,,,,,,,,
,,12/31/2007,-1.65,,,nan,,,,,,,,,,
,,9/28/2007,0.29,,,nan,,,,,,,,,,
,,6/29/2007,0.225,,,nan,,,,,,,,,,
,,3/30/2007,0.2,,,nan,,,,,,,,,,
,,12/29/2006,0.15,,,nan,,,,,,,,,,
,,9/29/2006,-0.015,,,nan,,,,,,,,,,
,,6/30/2006,0.125,,,nan,,,,,,,,,,
,,3/31/2006,0.12,,,nan,,,,,,,,,,
,,12/30/2005,0.06,,,nan,,,,,,,,,,
,,9/30/2005,0.1,,,nan,,,,,,,,,,
,,6/30/2005,0.09,,,nan,,,,,,,,,,
,,3/31/2005,0.065,,,nan,,,,,,,,,,
,,12/31/2004,0.055,,,nan,,,,,,,,,,
,,9/30/2004,0.06,,,nan,,,,,,,,,,
,,6/30/2004,0.0375,,,nan,,,,,,,,,,
,,3/31/2004,0.03,,,nan,,,,,,,,,,
,,12/31/2003,0.0125,,,nan,,,,,,,,,,
,,9/30/2003,0.0325,,,nan,,,,,,,,,,
,,6/30/2003,0.0125,,,nan,,,,,,,,,,
,,3/31/2003,0.005,,,nan,,,,,,,,,,
,,12/31/2002,-0.015,,,nan,,,,,,,,,,
,,9/30/2002,-0.0375,,,nan,,,,,,,,,,
,,6/28/2002,0.005,,,nan,,,,,,,,,,
,,3/28/2002,0.055,,,nan,,,,,,,,,,
,,12/31/2001,-0.025,,,nan,,,,,,,,,,
,,9/28/2001,-0.08,,,nan,,,,,,,,,,
,,6/29/2001,-0.02,,,nan,,,,,,,,,,
,,3/30/2001,-0.1275,,,nan,,,,,,,,,,
,,12/29/2000,-0.11,,,nan,,,,,,,,,,
,,9/29/2000,-0.18,,,nan,,,,,,,,,,
,,6/30/2000,-0.0425,,,nan,,,,,,,,,,
,,3/31/2000,-0.035,,,nan,,,,,,,,,,
,,12/31/1999,-0.0475,,,nan,,,,,,,,,,
,,9/30/1999,-0.0575,,,nan,,,,,,,,,,
,,6/30/1999,-0.0275,,,nan,,,,,,,,,,
,,3/31/1999,-0.02,,,nan,,,,,,,,,,
,,12/31/1998,0.0375,,,nan,,,,,,,,,,
,,9/30/1998,0.0225,,,nan,,,,,,,,,,
,,6/30/1998,0.0775,,,nan,,,,,,,,,,
,,3/31/1998,0.05,,,nan,,,,,,,,,,
,,12/31/1997,0.0375,,,nan,,,,,,,,,,
,,9/30/1997,0.0725,,,nan,,,,,,,,,,
,,6/30/1997,0.0875,,,nan,,,,,,,,,,
,,3/31/1997,0.085,,,nan,,,,,,,,,,
,,12/31/1996,0.08,,,nan,,,,,,,,,,
,,9/30/1996,0.0375,,,nan,,,,,,,,,,
,,6/28/1996,0.0775,,,nan,,,,,,,,,,
,,3/29/1996,0.07,,,nan,,,,,,,,,,
