CNBC_Matches_Reported_EPS,Q_Report_Date,Q_Date,Q_EPS_Diluted,Q_EPS_Adjusted,Q_EPS_Projections_Date_0,Q_EPS_Projections_1,Q_EPS_Projections_Date_1,Q_EPS_Projections_2,Q_EPS_Projections_Date_2,Q_EPS_Projections_2,Q_EPS_Projections_Date_2,,,,
Y,,12/31/2026,,0.57,11/28/2025,0.57,10/25/2025,0.66,10/6/2025,0.66,8/29/2025,0.69,7/25/2025,0.8,7/11/2025
,,9/30/2026,,0.6,,0.6,,0.66,,0.66,,0.68,,0.78,
,,6/30/2026,,0.46,,0.46,,0.54,,0.54,,0.54,,0.62,
,,3/30/2026,,0.2,,0.2,,0.35,,0.35,,0.35,,0.43,
,,12/31/2025,,0.3,1/10/2025,0.3,1/10/2025,0.43,1/10/2025,0.43,1/10/2025,0.46,1/10/2025,0.59,1/10/2025
,10/25/2025,9/30/2025,0.43,0.43,,0.43,,0.43,,0.45,,0.58,,,
,7/23/2025,6/30/2025,0.41,0.41,,0.4,,0.4,,0.42,,,,,
,4/23/2025,3/30/2025,0.17,0.17,,0.36,,0.37,,0.55,,,,,
,1/29/2025,12/31/2024,0.53,0.53,3/30/2024,0.55,3/30/2024,0.55,3/30/2024,0.64,3/30/2024,,,,
,10/22/2024,9/30/2024,0.64,0.64,,0.62,,0.62,,0.81,,,,,
,7/24/2024,6/30/2024,0.66,0.66,,0.71,,0.73,,0.8,,,,,
,4/25/2024,3/30/2024,0.61,0.61,,0.61,,0.61,,0.78,,,,,
,1/30/2024,12/31/2023,0.83,0.83,4/15/2023,0.82,4/15/2023,0.82,4/15/2023,0.78,4/15/2023,,,,
,10/24/2023,9/30/2023,0.9,0.9,,0.81,,0.87,,1.16,,,,,
,7/25/2023,6/30/2023,1,1,,1.13,,1.15,,1.25,,,,,
,4/26/2023,3/30/2023,1.14,1.14,,1.14,,1.14,,1.14,,,,,
,1/26/2023,12/30/2022,1.37,1.37,,1.36,,1.36,,1.39,,,,,
,10/20/2022,9/30/2022,1.53,1.53,,1.64,,1.64,,1.63,,,,,
,7/21/2022,6/30/2022,1.6,1.6,,1.59,,1.59,,1.59,,,,,
,4/26/2022,3/31/2022,1.52,1.52,,1.46,,1.46,,1.23,,,,,
,1/27/2022,12/31/2021,1.51,1.51,,1.3,,0.78,,0.77,,,,,
,10/21/2021,9/30/2021,1.53,1.53,,1.4,,0.7,,0.67,,,,,
,7/22/2021,6/30/2021,1.333464416,1.33,,1.05,,0.65,,0.57,,,,,
,4/21/2021,3/31/2021,0.983146067,0.98,,0.79,,0.62,,0.59,,,,,
,1/28/2021,12/31/2020,0.835834639,0.84,,0.65,,0.68,,0.9,,,,,
,10/22/2020,9/30/2020,0.667813506,0.67,,0.58,,0.55,,0.86,,,,,
,7/23/2020,6/30/2020,0.408412231,0.41,,0.37,,0.73,,1.03,,,,,
,4/23/2020,3/31/2020,0.789580003,0.79,,0.77,,0.85,,0.94,,,,,
,1/30/2020,12/31/2019,0.982048023,0.98,,0.98,,1.01,,1.02,,,,,
,10/23/2019,9/30/2019,1.01149584,1.01,,1,,1.01,,1,,,,,
,7/23/2019,6/28/2019,0.979690225,0.98,,0.98,,0.99,,0.98,,,,,
,4/23/2019,3/29/2019,0.93075971,0.93,,0.95,,0.9,,0.87,,,,,
,1/29/2019,12/31/2018,0.947543199,0.95,,0.91,,0.92,,0.85,,,,,
,10/23/2018,9/28/2018,0.948939008,0.95,,0.91,,0.87,,0.77,,,,,
,7/24/2018,6/29/2018,0.894060588,0.89,,0.85,,0.73,,0.75,,,,,
,4/24/2018,3/29/2018,0.78256447,0.8,,0.74,,0.66,,0.64,,,,,
,,12/29/2017,0.379769621,,,0.67,,0.68,,0.7,,,,,
,,9/29/2017,0.681964573,,,0.72,,0.73,,0.74,,,,,
,,6/30/2017,0.641993861,,,0.66,,0.7,,0.73,,,,,
,,3/31/2017,0.621121992,,,0.58,,0.6,,0.65,,,,,
