CNBC_Matches_Reported_EPS,Q_Report_Date,Q_Date,Q_EPS_Diluted,Q_EPS_Adjusted,Q_EPS_Projections_Date_0,Q_EPS_Projections_1,Q_EPS_Projections_Date_1,Q_EPS_Projections_2,Q_EPS_Projections_Date_2,Q_EPS_Projections_3,Q_EPS_Projections_Date_3,Unnamed: 9,Unnamed: 10,Unnamed: 11,Unnamed: 12,Unnamed: 13,Unnamed: 14,Unnamed: 15,Unnamed: 16,Unnamed: 17,Unnamed: 18,Unnamed: 19,Unnamed: 20,Unnamed: 21
Non-GAAP,,12/31/2025,,0.1,8/9/2024,0.1,6/16/2024,0.1,6/14/2024,,,,,,,,,,,,,,,
,,9/30/2025,,0.1,,0.09,,0.09,,,,,,,,,,,,,,,,
,,6/30/2025,,0.09,,0.09,,0.09,,,,,,,,,,,,,,,,
,,3/30/2025,,0.08,,0.08,,0.08,,,,,,,,,,,,,,,,
,,12/31/2024,,0.08,,0.04,,0.04,,,,,,,,,,,,,,,,
,,9/30/2024,,0.05,,0.03,,0.03,,,,,,,,,,,,,,,,
,8/5/2024,6/30/2024,0.06,0.06,,0.04,,0.04,,,,,,,,,,,,,,,,
,5/6/2024,3/30/2024,0.05,0.05,,0.05,,,,,,,,,,,,,,,,,,
,2/26/2024,12/31/2023,0.01,0.01,,0.01,,,,,,,,,,,,,,,,,,
,11/6/2023,9/30/2023,-0.04,-0.04,,-0.04,,,,,,,,,,,,,,,,,,
,8/7/2023,6/30/2023,-0.03,-0.03,,-0.03,,,,,,,,,,,,,,,,,,
,5/8/2023,3/30/2023,-0.05,-0.05,,-0.05,,,,,,,,,,,,,,,,,,
,2/27/2023,12/31/2022,-0.05,-0.05,,-0.05,,,,,,,,,,,,,,,,,,
,11/7/2022,9/30/2022,-0.09,-0.09,,-0.09,,,,,,,,,,,,,,,,,,
,8/8/2022,6/30/2022,-0.1,-0.1,,-0.1,,,,,,,,,,,,,,,,,,
,5/9/2022,3/31/2022,-0.08,-0.08,,-0.08,,,,,,,,,,,,,,,,,,
,2/22/2022,12/31/2021,-0.15,-0.15,,-0.15,,,,,,,,,,,,,,,,,,
,11/10/2021,9/30/2021,-0.08,-0.08,,-0.08,,,,,,,,,,,,,,,,,,
,8/11/2021,6/30/2021,-0.05,-0.03,,-0.03,,,,,,,,,,,,,,,,,,
,5/17/2021,3/31/2021,-0.34,-0.3,,-0.3,,,,,,,,,,,,,,,,,,
,,12/31/2020,-0.15,-0.15,,-0.15,,,,,,,,,,,,,,,,,,
,,9/30/2020,-0.16,-0.16,,-0.16,,,,,,,,,,,,,,,,,,
,,6/30/2020,-0.03,-0.03,,-0.03,,,,,,,,,,,,,,,,,,
,,3/31/2020,-0.17,-0.17,,-0.17,,,,,,,,,,,,,,,,,,
