CNBC_Matches_Reported_EPS,Q_Report_Date,Q_Date,Q_EPS_Diluted,Q_EPS_Adjusted,Q_EPS_Projections_Date_0,Q_EPS_Projections_1,Q_EPS_Projections_Date_1,Q_EPS_Projections_2,Q_EPS_Projections_Date_2,Q_EPS_Projections_3,Q_EPS_Projections_Date_3,Unnamed: 9,Unnamed: 10,Unnamed: 11,Unnamed: 12,Unnamed: 13,Unnamed: 14,Unnamed: 15,Unnamed: 16,Unnamed: 17,Unnamed: 18,Unnamed: 19,Unnamed: 20,Unnamed: 21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Adjusted,,12/31/2026,,2.64,2/15/2025,2.4,1/19/2025,2.35,12/11/2024,2.47,10/31/2024,2.57,9/16/2024,2.68,8/3/2024,2.9,6/23/2024,2.93,5/4/2024,2.65,4/5/2024,2.54,2/17/2024,2.35,1/23/2024,2.37,12/25/2023,2.32,11/2/2023,2.33,9/19/2023,2.5,8/3/2023,2.5,6/13/2023,2.61,5/3/2023,,3/25/2023,2.26,2/16/2023,2.17,1/15/2023,2.17,12/7/2022,2.5,11/2/2022,2.5,10/12/2022,2.53,9/10/2022,2.53,8/6/2022,2.37,7/14/2022,2.37,6/12/2022,2.32,5/11/2022,2.32,4/20/2022,,3/18/2022,2.26,2/17/2022,2.27,1/12/2022,2.27,12/8/2021,2.32,11/3/2021,2.55,10/14/2021,2.5,9/11/2021,2.2,8/7/2021,1.77,7/14/2021,1.77,6/15/2021,1.77,5/19/2021,1.77,4/20/2021,1.58,3/19/2021,1.4,2/18/2021,1.4,2/2/2021,1.4,12/28/2020,1.4,11/27/2020,1.34,10/27/2020,1.34,10/13/2020,1.34,10/11/2020
,,9/30/2026,,3.28,,3.05,,2.96,,2.71,,2.71,,2.81,,2.93,,2.95,,2.75,,2.73,,2.72,,2.73,,2.51,,2.5,,2.47,,2.46,,2.49,,,,2.3,,2.28,,2.28,,2.24,,2.24,,2.21,,2.21,,2.39,,2.39,,2.32,,2.32,,,,2.18,,2.19,,2.19,,2.19,,2.15,,2.19,,2.02,,1.69,,1.68,,1.68,,1.68,,1.5,,1.44,,1.44,,1.44,,1.44,,1.22,,1.22,,1.22,
,,6/30/2026,,3.02,,2.85,,2.81,,2.85,,2.89,,2.76,,2.61,,2.59,,2.53,,2.6,,2.57,,2.58,,2.66,,2.66,,2.37,,2.37,,2.28,,,,2.38,,2.27,,2.27,,2.35,,2.35,,2.35,,2.35,,2.3,,2.3,,2.41,,2.41,,,,2.47,,2.45,,2.45,,2.38,,2.26,,2.26,,1.95,,1.67,,1.67,,1.67,,1.67,,1.41,,1.29,,1.29,,1.29,,1.29,,1.27,,1.27,,1.27,
,,3/30/2026,,2.4,,2.28,,2.23,,2.26,,2.35,,2.32,,2.38,,2.31,,1.88,,2.06,,2.33,,2.33,,2.36,,2.36,,2.41,,2.41,,2.22,,,,2.31,,2.25,,2.25,,2.34,,2.34,,2.33,,2.33,,2.33,,2.33,,2.26,,2.26,,,,2.13,,2.08,,2.08,,1.96,,1.88,,1.89,,1.7,,1.54,,1.53,,1.53,,1.53,,1.37,,1.23,,1.23,,1.23,,1.23,,1.25,,1.25,,1.25,
,,12/31/2025,,2.4,1/19/2025,2.4,1/19/2025,2.35,12/11/2024,2.47,10/31/2024,2.57,9/16/2024,2.68,8/3/2024,2.9,6/23/2024,2.93,5/4/2024,2.65,4/5/2024,2.54,2/17/2024,2.35,1/23/2024,2.37,12/25/2023,2.32,11/2/2023,2.33,9/19/2023,2.5,8/3/2023,2.5,6/13/2023,2.61,5/3/2023,,3/25/2023,2.26,2/16/2023,2.17,1/15/2023,2.17,12/7/2022,2.5,11/2/2022,2.5,10/12/2022,2.53,9/10/2022,2.53,8/6/2022,2.37,7/14/2022,2.37,6/12/2022,2.32,5/11/2022,2.32,4/20/2022,,3/18/2022,2.26,2/17/2022,2.27,1/12/2022,2.27,12/8/2021,2.32,11/3/2021,2.55,10/14/2021,2.5,9/11/2021,2.2,8/7/2021,1.77,7/14/2021,1.77,6/15/2021,1.77,5/19/2021,1.77,4/20/2021,1.58,3/19/2021,1.4,2/18/2021,1.4,2/2/2021,1.4,12/28/2020,1.4,11/27/2020,1.34,10/27/2020,1.34,10/13/2020,1.34,10/11/2020
,,9/30/2025,,2.96,,3.05,,2.96,,2.71,,2.71,,2.81,,2.93,,2.95,,2.75,,2.73,,2.72,,2.73,,2.51,,2.5,,2.47,,2.46,,2.49,,,,2.3,,2.28,,2.28,,2.24,,2.24,,2.21,,2.21,,2.39,,2.39,,2.32,,2.32,,,,2.18,,2.19,,2.19,,2.19,,2.15,,2.19,,2.02,,1.69,,1.68,,1.68,,1.68,,1.5,,1.44,,1.44,,1.44,,1.44,,1.22,,1.22,,1.22,
,,6/30/2025,,2.8,,2.85,,2.81,,2.85,,2.89,,2.76,,2.61,,2.59,,2.53,,2.6,,2.57,,2.58,,2.66,,2.66,,2.37,,2.37,,2.28,,,,2.38,,2.27,,2.27,,2.35,,2.35,,2.35,,2.35,,2.3,,2.3,,2.41,,2.41,,,,2.47,,2.45,,2.45,,2.38,,2.26,,2.26,,1.95,,1.67,,1.67,,1.67,,1.67,,1.41,,1.29,,1.29,,1.29,,1.29,,1.27,,1.27,,1.27,
,,3/30/2025,,2.2,,2.28,,2.23,,2.26,,2.35,,2.32,,2.38,,2.31,,1.88,,2.06,,2.33,,2.33,,2.36,,2.36,,2.41,,2.41,,2.22,,,,2.31,,2.25,,2.25,,2.34,,2.34,,2.33,,2.33,,2.33,,2.33,,2.26,,2.26,,,,2.13,,2.08,,2.08,,1.96,,1.88,,1.89,,1.7,,1.54,,1.53,,1.53,,1.53,,1.37,,1.23,,1.23,,1.23,,1.23,,1.25,,1.25,,1.25,
,2/12/2025,12/31/2024,2.04,2.25,4/5/2024,2.08,4/5/2024,2.08,4/5/2024,2.17,4/5/2024,2.31,4/5/2024,2.4,4/5/2024,2.63,4/5/2024,2.6,4/5/2024,2.65,4/5/2024,2.54,2/17/2024,2.35,1/23/2024,2.37,12/25/2023,2.32,11/2/2023,2.33,9/19/2023,2.5,8/3/2023,2.5,6/13/2023,2.61,5/3/2023,,3/25/2023,2.26,2/16/2023,2.17,1/15/2023,2.17,12/7/2022,2.5,11/2/2022,2.5,10/12/2022,2.53,9/10/2022,2.53,8/6/2022,2.37,7/14/2022,2.37,6/12/2022,2.32,5/11/2022,2.32,4/20/2022,,3/18/2022,2.26,2/17/2022,2.27,1/12/2022,2.27,12/8/2021,2.32,11/3/2021,2.55,10/14/2021,2.5,9/11/2021,2.2,8/7/2021,1.77,7/14/2021,1.77,6/15/2021,1.77,5/19/2021,1.77,4/20/2021,1.58,3/19/2021,1.4,2/18/2021,1.4,2/2/2021,1.4,12/28/2020,1.4,11/27/2020,1.34,10/27/2020,1.34,10/13/2020,1.34,10/11/2020
,10/29/2024,9/30/2024,2.68,2.84,,2.43,,2.52,,2.68,,2.67,,2.75,,2.73,,2.72,,2.73,,2.51,,2.5,,2.47,,2.46,,2.49,,,,2.3,,2.28,,2.28,,2.24,,2.24,,2.21,,2.21,,2.39,,2.39,,2.32,,2.32,,,,2.18,,2.19,,2.19,,2.19,,2.15,,2.19,,2.02,,1.69,,1.68,,1.68,,1.68,,1.5,,1.44,,1.44,,1.44,,1.44,,1.22,,1.22,,1.22,,,,,,,
,7/30/2024,6/30/2024,2.66,2.81,,2.43,,2.45,,2.53,,2.6,,2.57,,2.58,,2.66,,2.66,,2.37,,2.37,,2.28,,,,2.38,,2.27,,2.27,,2.35,,2.35,,2.35,,2.35,,2.3,,2.3,,2.41,,2.41,,,,2.47,,2.45,,2.45,,2.38,,2.26,,2.26,,1.95,,1.67,,1.67,,1.67,,1.67,,1.41,,1.29,,1.29,,1.29,,1.29,,1.27,,1.27,,1.27,,,,,,,,,,,
,4/30/2024,3/30/2024,2.1,2.38,,1.88,,2.06,,2.33,,2.33,,2.36,,2.36,,2.41,,2.41,,2.22,,,,2.31,,2.25,,2.25,,2.34,,2.34,,2.33,,2.33,,2.33,,2.33,,2.26,,2.26,,,,2.13,,2.08,,2.08,,1.96,,1.88,,1.89,,1.7,,1.54,,1.53,,1.53,,1.53,,1.37,,1.23,,1.23,,1.23,,1.23,,1.25,,1.25,,1.25,,,,,,,,,,,,,,,
,2/14/2024,12/31/2023,2.33,2.33,3/25/2023,2.17,3/25/2023,2.19,3/25/2023,2.1,3/25/2023,2.1,3/25/2023,2.28,3/25/2023,2.32,3/25/2023,2.51,3/25/2023,2.51,3/25/2023,2.26,2/16/2023,2.17,1/15/2023,2.17,12/7/2022,2.5,11/2/2022,2.5,10/12/2022,2.53,9/10/2022,2.53,8/6/2022,2.37,7/14/2022,2.37,6/12/2022,2.32,5/11/2022,2.32,4/20/2022,,3/18/2022,2.26,2/17/2022,2.27,1/12/2022,2.27,12/8/2021,2.32,11/3/2021,2.55,10/14/2021,2.5,9/11/2021,2.2,8/7/2021,1.77,7/14/2021,1.77,6/15/2021,1.77,5/19/2021,1.77,4/20/2021,1.58,3/19/2021,1.4,2/18/2021,1.4,2/2/2021,1.4,12/28/2020,1.4,11/27/2020,1.34,10/27/2020,1.34,10/13/2020,1.34,10/11/2020,,,,,,,,,,,,,,,,,,
,10/31/2023,9/30/2023,2.63,2.69,,2.27,,2.25,,2.25,,2.32,,2.32,,2.3,,2.28,,2.28,,2.24,,2.24,,2.21,,2.21,,2.39,,2.39,,2.32,,2.32,,,,2.18,,2.19,,2.19,,2.19,,2.15,,2.19,,2.02,,1.69,,1.68,,1.68,,1.68,,1.5,,1.44,,1.44,,1.44,,1.44,,1.22,,1.22,,1.22,,,,,,,,,,,,,,,,,,,,,,,,,
,8/1/2023,6/30/2023,2.54,2.54,,2.14,,2.27,,2.27,,2.38,,2.27,,2.27,,2.35,,2.35,,2.35,,2.35,,2.3,,2.3,,2.41,,2.41,,,,2.47,,2.45,,2.45,,2.38,,2.26,,2.26,,1.95,,1.67,,1.67,,1.67,,1.67,,1.41,,1.29,,1.29,,1.29,,1.29,,1.27,,1.27,,1.27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,5/2/2023,3/30/2023,2.4,2.4,,2.19,,2.31,,2.25,,2.25,,2.34,,2.34,,2.33,,2.33,,2.33,,2.33,,2.26,,2.26,,,,2.13,,2.08,,2.08,,1.96,,1.88,,1.89,,1.7,,1.54,,1.53,,1.53,,1.53,,1.37,,1.23,,1.23,,1.23,,1.23,,1.25,,1.25,,1.25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,2/15/2023,12/31/2022,2.23,2.33,,2.09,,2.09,,2.34,,2.34,,2.35,,2.35,,2.33,,2.33,,2.26,,2.23,,2.23,,2.26,2/17/2022,2.27,1/12/2022,2.27,12/8/2021,2.32,11/3/2021,2.55,10/14/2021,2.5,9/11/2021,2.2,8/7/2021,1.77,7/14/2021,1.77,6/15/2021,1.77,5/19/2021,1.77,4/20/2021,1.58,3/19/2021,1.4,2/18/2021,1.4,2/2/2021,1.4,12/28/2020,1.4,11/27/2020,1.34,10/27/2020,1.34,10/13/2020,1.34,10/11/2020,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,11/1/2022,9/30/2022,2.35,2.38,,2.13,,2.1,,2.1,,2.3,,2.3,,2.23,,2.23,,2.23,,2.18,,2.19,,2.19,,2.19,,2.15,,2.19,,2.02,,1.69,,1.68,,1.68,,1.68,,1.5,,1.44,,1.44,,1.44,,1.44,,1.22,,1.22,,1.22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,8/6/2022,6/30/2022,2.24,2.24,,2.05,,2.05,,2.19,,2.29,,2.29,,2.47,,2.45,,2.45,,2.38,,2.26,,2.26,,1.95,,1.67,,1.67,,1.67,,1.67,,1.41,,1.29,,1.29,,1.29,,1.29,,1.27,,1.27,,1.27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,5/3/2022,3/30/2022,3.53,2.28,,2.1,,2.1,,2.13,,2.08,,2.08,,1.96,,1.88,,1.89,,1.7,,1.54,,1.53,,1.53,,1.53,,1.37,,1.23,,1.23,,1.23,,1.23,,1.25,,1.25,,1.25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,2/16/2022,12/31/2021,2.07,2.31,,2.02,,2.02,,2.21,,2.24,,2.24,,1.76,,1.64,,1.64,,1.64,,1.58,,1.58,3/19/2021,1.4,2/18/2021,1.4,2/2/2021,1.4,12/28/2020,1.4,11/27/2020,1.34,10/27/2020,1.34,10/13/2020,1.34,10/11/2020,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,11/2/2021,9/30/2021,1.75,1.97,,1.67,,1.73,,1.67,,1.53,,1.52,,1.52,,1.5,,1.5,,1.44,,1.44,,1.44,,1.44,,1.22,,1.22,,1.22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,8/3/2021,6/30/2021,1.96,2.01,,1.51,,1.51,,1.51,,1.41,,1.41,,1.29,,1.29,,1.29,,1.29,,1.27,,1.27,,1.27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
