CNBC_Matches_Reported_EPS,Q_Report_Date,Q_Date,Q_EPS_Diluted,Q_EPS_Adjusted,Q_EPS_Projections_Date_0,Q_EPS_Projections_1,Q_EPS_Projections_Date_1,Q_EPS_Projections_2,Q_EPS_Projections_Date_2,Q_EPS_Projections_3,Q_EPS_Projections_Date_3,Unnamed: 9,Unnamed: 10,Unnamed: 11,Unnamed: 12,Unnamed: 13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Non-GAAP,,12/31/2026,,0.38,8/3/2025,0.41,7/18/2025,0.41,6/13/2025,0.43,5/3/2025,0.46,3/18/2025,0.46,2/10/2025,0.48,1/24/2025,0.48,12/13/2024,0.48,11/2/2024,0.51,10/15/2024,0.51,9/10/2024,0.46,7/30/2024,0.46,6/21/2024,0.46,5/4/2024,0.35,3/31/2024,0.35,2/10/2024,0.38,12/28/2023,0.4,11/3/2023,0.39,9/22/2023,0.38,8/5/2023,0.38,6/14/2023,0.39,5/4/2023,,3/19/2023,0.28,2/11/2023,0.33,1/6/2023,0.33,12/1/2022,0.36,10/29/2022,0.51,10/5/2022,0.52,9/2/2022,0.51,7/31/2022,0.55,7/2/2022,0.55,6/1/2022,0.55,5/1/2022,0.55,4/12/2022,,3/11/2022,0.49,2/3/2022,0.49,1/4/2022,0.49,12/4/2021,0.49,10/29/2021,0.49,10/5/2021,0.49,8/31/2021,0.49,7/31/2021,0.48,6/27/2021,0.48,5/28/2021,0.48,4/30/2021,0.48,4/4/2021
,,9/30/2026,,0.38,,0.4,,0.4,,0.44,,0.48,,0.48,,0.45,,0.45,,0.44,,0.47,,0.47,,0.44,,0.43,,0.43,,0.28,,0.28,,0.32,,0.32,,0.33,,0.32,,0.33,,0.33,,,,0.21,,0.25,,0.25,,0.28,,0.5,,0.51,,0.5,,0.52,,0.52,,0.52,,0.52,,,,0.45,,0.44,,0.44,,0.44,,0.44,,0.44,,0.44,,0.45,,0.45,,0.45,,0.45,
,,6/30/2026,,0.35,,0.36,,0.36,,0.38,,0.42,,0.42,,0.39,,0.39,,0.43,,0.43,,0.43,,0.4,,0.39,,0.39,,0.22,,0.22,,0.26,,0.27,,0.29,,0.28,,0.28,,0.28,,,,0.16,,0.14,,0.14,,0.22,,0.45,,0.46,,0.45,,0.51,,0.51,,0.51,,0.51,,,,0.44,,0.43,,0.43,,0.43,,0.43,,0.43,,0.43,,0.43,,0.43,,0.43,,0.43,
,,3/30/2026,,0.28,,0.32,,0.32,,0.32,,0.37,,0.37,,0.33,,0.33,,0.34,,0.38,,0.38,,0.36,,0.35,,0.36,,0.19,,0.19,,0.22,,0.21,,0.25,,0.24,,0.23,,0.23,,,,0.13,,0.07,,0.07,,0.14,,0.38,,0.41,,0.38,,0.49,,0.48,,0.48,,0.48,,,,0.4,,0.4,,0.4,,0.4,,0.39,,0.39,,0.39,,0.39,,0.39,,0.39,,0.39,
,,12/31/2025,,0.35,1/24/2025,0.37,1/24/2025,0.37,1/24/2025,0.39,1/24/2025,0.44,1/24/2025,0.45,1/24/2025,0.48,1/24/2025,0.48,12/13/2024,0.48,11/2/2024,0.51,10/15/2024,0.51,9/10/2024,0.46,7/30/2024,0.46,6/21/2024,0.46,5/4/2024,0.35,3/31/2024,0.35,2/10/2024,0.38,12/28/2023,0.4,11/3/2023,0.39,9/22/2023,0.38,8/5/2023,0.38,6/14/2023,0.39,5/4/2023,,3/19/2023,0.28,2/11/2023,0.33,1/6/2023,0.33,12/1/2022,0.36,10/29/2022,0.51,10/5/2022,0.52,9/2/2022,0.51,7/31/2022,0.55,7/2/2022,0.55,6/1/2022,0.55,5/1/2022,0.55,4/12/2022,,3/11/2022,0.49,2/3/2022,0.49,1/4/2022,0.49,12/4/2021,0.49,10/29/2021,0.49,10/5/2021,0.49,8/31/2021,0.49,7/31/2021,0.48,6/27/2021,0.48,5/28/2021,0.48,4/30/2021,0.48,4/4/2021
,,9/30/2025,,0.3,,0.34,,0.34,,0.35,,0.4,,0.4,,0.45,,0.45,,0.44,,0.47,,0.47,,0.44,,0.43,,0.43,,0.28,,0.28,,0.32,,0.32,,0.33,,0.32,,0.33,,0.33,,,,0.21,,0.25,,0.25,,0.28,,0.5,,0.51,,0.5,,0.52,,0.52,,0.52,,0.52,,,,0.45,,0.44,,0.44,,0.44,,0.44,,0.44,,0.44,,0.45,,0.45,,0.45,,0.45,
,7/30/2025,6/30/2025,0.12,0.27,,0.3,,0.3,,0.3,,0.29,,0.31,,0.39,,0.39,,0.43,,0.43,,0.43,,0.4,,0.39,,0.39,,0.22,,0.22,,0.26,,0.27,,0.29,,0.28,,0.28,,0.28,,,,0.16,,0.14,,0.14,,0.22,,0.45,,0.46,,0.45,,0.51,,0.51,,0.51,,0.51,,,,0.44,,0.43,,0.43,,0.43,,0.43,,0.43,,0.43,,0.43,,0.43,,0.43,,0.43,
,4/30/2025,3/30/2025,0.08,0.23,,0.19,,0.21,,0.33,,0.33,,0.34,,0.38,,0.38,,0.36,,0.35,,0.36,,0.19,,0.19,,0.22,,0.21,,0.25,,0.24,,0.23,,0.23,,,,0.13,,0.07,,0.07,,0.14,,0.38,,0.41,,0.38,,0.49,,0.48,,0.48,,0.48,,,,0.4,,0.4,,0.4,,0.4,,0.39,,0.39,,0.39,,0.39,,0.39,,0.39,,0.39,,,,,,,
,2/5/2025,12/31/2024,0.12,0.27,3/31/2024,0.29,3/31/2024,0.29,3/31/2024,0.31,3/31/2024,0.34,3/31/2024,0.34,3/31/2024,0.34,3/31/2024,0.34,3/31/2024,0.35,3/31/2024,0.35,3/31/2024,0.35,2/10/2024,0.38,12/28/2023,0.4,11/3/2023,0.39,9/22/2023,0.38,8/5/2023,0.38,6/14/2023,0.39,5/4/2023,,3/19/2023,0.28,2/11/2023,0.33,1/6/2023,0.33,12/1/2022,0.36,10/29/2022,0.51,10/5/2022,0.52,9/2/2022,0.51,7/31/2022,0.55,7/2/2022,0.55,6/1/2022,0.55,5/1/2022,0.55,4/12/2022,,3/11/2022,0.49,2/3/2022,0.49,1/4/2022,0.49,12/4/2021,0.49,10/29/2021,0.49,10/5/2021,0.49,8/31/2021,0.49,7/31/2021,0.48,6/27/2021,0.48,5/28/2021,0.48,4/30/2021,0.48,4/4/2021,,,,,,,,,,
,10/30/2024,9/30/2024,0.24,0.35,,0.31,,0.31,,0.31,,0.31,,0.31,,0.28,,0.28,,0.32,,0.32,,0.33,,0.32,,0.33,,0.33,,,,0.21,,0.25,,0.25,,0.28,,0.5,,0.51,,0.5,,0.52,,0.52,,0.52,,0.52,,,,0.45,,0.44,,0.44,,0.44,,0.44,,0.44,,0.44,,0.45,,0.45,,0.45,,0.45,,,,,,,,,,,,,,,,,
,7/31/2024,6/30/2024,0.25,0.35,,0.31,,0.31,,0.28,,0.22,,0.22,,0.26,,0.27,,0.29,,0.28,,0.28,,0.28,,,,0.16,,0.14,,0.14,,0.22,,0.45,,0.46,,0.45,,0.51,,0.51,,0.51,,0.51,,,,0.44,,0.43,,0.43,,0.43,,0.43,,0.43,,0.43,,0.43,,0.43,,0.43,,0.43,,,,,,,,,,,,,,,,,,,,,
,5/1/2024,3/30/2024,0.28,0.18,,0.19,,0.19,,0.22,,0.21,,0.25,,0.24,,0.23,,0.23,,,,0.13,,0.07,,0.07,,0.14,,0.38,,0.41,,0.38,,0.49,,0.48,,0.48,,0.48,,,,0.4,,0.4,,0.4,,0.4,,0.39,,0.39,,0.39,,0.39,,0.39,,0.39,,0.39,,,,,,,,,,,,,,,,,,,,,,,,,,,
,2/7/2024,12/31/2023,0.97,0.2,3/19/2023,0.22,3/19/2023,0.19,3/19/2023,0.2,3/19/2023,0.21,3/19/2023,0.21,3/19/2023,0.23,3/19/2023,0.28,3/19/2023,0.28,2/11/2023,0.33,1/6/2023,0.33,12/1/2022,0.36,10/29/2022,0.51,10/5/2022,0.52,9/2/2022,0.51,7/31/2022,0.55,7/2/2022,0.55,6/1/2022,0.55,5/1/2022,0.55,4/12/2022,,3/11/2022,0.49,2/3/2022,0.49,1/4/2022,0.49,12/4/2021,0.49,10/29/2021,0.49,10/5/2021,0.49,8/31/2021,0.49,7/31/2021,0.48,6/27/2021,0.48,5/28/2021,0.48,4/30/2021,0.48,4/4/2021,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,11/1/2023,9/30/2023,0.06,0.22,,0.17,,0.17,,0.16,,0.18,,0.2,,0.21,,0.25,,0.25,,0.28,,0.5,,0.51,,0.5,,0.52,,0.52,,0.52,,0.52,,,,0.45,,0.44,,0.44,,0.44,,0.44,,0.44,,0.44,,0.45,,0.45,,0.45,,0.45,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,8/2/2023,6/30/2023,0.01,0.14,,0.14,,0.14,,0.16,,0.16,,0.14,,0.14,,0.22,,0.45,,0.46,,0.45,,0.51,,0.51,,0.51,,0.51,,,,0.44,,0.43,,0.43,,0.43,,0.43,,0.43,,0.43,,0.43,,0.43,,0.43,,0.43,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,5/3/2023,3/30/2023,0.02,0.16,,0.13,,0.13,,0.07,,0.07,,0.14,,0.38,,0.41,,0.38,,0.49,,0.48,,0.48,,0.48,,,,0.4,,0.4,,0.4,,0.4,,0.39,,0.39,,0.39,,0.39,,0.39,,0.39,,0.39,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
