CNBC_Matches_Reported_EPS,Q_Report_Date,Q_Date,Q_EPS_Diluted,Q_EPS_Adjusted,Q_EPS_Projections_Date_0,Q_EPS_Projections_1,Q_EPS_Projections_Date_1,Q_EPS_Projections_2,Q_EPS_Projections_Date_2,Q_EPS_Projections_3,Q_EPS_Projections_Date_3,Unnamed: 9,Unnamed: 10,Unnamed: 11,Unnamed: 12,Unnamed: 13,Unnamed: 14,Unnamed: 15,Unnamed: 16,Unnamed: 17,Unnamed: 18,Unnamed: 19,Unnamed: 20,Unnamed: 21
Y/N,,12/31/2026,,9.06,1/9/2026,8.66,11/10/2025,9.05,9/22/2025,9.11,8/17/2025,9.11,6/28/2025,9.1,5/14/2025,,,,,,,,,
,,9/30/2026,,6.33,,5.94,,5.88,,5.66,,5.66,,5.38,,,,,,,,,,
,,6/30/2026,,4.58,,4.23,,4.27,,3.88,,3.28,,2.89,,,,,,,,,,
,,3/30/2026,,4.4,,4.33,,4.64,,4.5,,4.33,,4.28,,,,,,,,,,
,,12/31/2025,,3.73,12/22/2024,3.88,12/22/2024,3.87,12/22/2024,3.68,12/22/2024,3.75,12/22/2024,4.1,12/22/2024,,,,,,,,,
,11/6/2025,9/30/2025,2.14,2.14,,2.53,,2.59,,2.75,,2.89,,,,,,,,,,,,
,8/7/2025,6/30/2025,3.06,3.51,,2.81,,2.77,,2.84,,,,,,,,,,,,,,
,5/8/2025,3/30/2025,3.37,3.37,,3.24,,3.5,,3.67,,,,,,,,,,,,,,
,2/27/2025,12/31/2024,7.56,7.56,4/12/2024,8.11,4/12/2024,9.22,4/12/2024,10.89,4/12/2024,,,,,,,,,,,,,
,11/7/2024,9/30/2024,5.27,5.27,,5.5,,6.24,,6.62,,,,,,,,,,,,,,
,8/8/2024,6/30/2024,3.54,3.54,,4.24,,4.26,,4.51,,,,,,,,,,,,,,
,5/9/2024,3/30/2024,5.16,5.16,,3.96,,4.64,,4.92,,,,,,,,,,,,,,
,2/28/2024,12/31/2023,3.32,3.32,4/10/2023,4.06,4/10/2023,4.29,4/10/2023,4.47,4/10/2023,,,,,,,,,,,,,
,11/8/2023,9/30/2023,0.7,0.7,,1.51,,2.59,,3.17,,,,,,,,,,,,,,
,8/8/2023,6/30/2023,2.64,2.64,,2.38,,2.6,,2.89,,,,,,,,,,,,,,
,5/9/2023,3/30/2023,2.97,2.97,,3.07,,4.13,,4.42,,,,,,,,,,,,,,
,2/28/2023,12/31/2022,5.3,5.3,,8.38,,8.38,,8.82,,,,,,,,,,,,,,
,11/8/2022,9/30/2022,7.3,7.3,,5.31,,5.31,,5.29,,,,,,,,,,,,,,
,8/4/2022,6/30/2022,5.56,5.56,,5.05,,5.04,,4.92,,,,,,,,,,,,,,
,5/10/2022,3/31/2022,5.99,5.99,,4.89,,5,,5.08,,,,,,,,,,,,,,
