CNBC_Matches_Reported_EPS,Q_Report_Date,Q_Date,Q_EPS_Diluted,Q_EPS_Adjusted,Q_EPS_Projections_Date_0,Q_EPS_Projections_1,Q_EPS_Projections_Date_1,Q_EPS_Projections_2,Q_EPS_Projections_Date_2,Q_EPS_Projections_3,Q_EPS_Projections_Date_3,,,,
Adjusted,,12/31/2026,,3.02,11/2/2025,2.93,9/7/2025,3.46,8/1/2025,5.07,7/1/2025,5.85,5/16/2025,7.64,4/19/2025
,,9/30/2026,,3.73,,3.61,,4.36,,6.07,,6.52,,8.1,
,,6/30/2026,,4.42,,4.33,,4.8,,5.95,,6.32,,7.92,
,,3/30/2026,,6.38,,6.67,,6.7,,7.77,,8.08,,8.36,
,,12/31/2025,,2.08,12/24/2024,2.07,12/24/2024,2.53,12/24/2024,4.47,12/24/2024,5.22,12/24/2024,7.01,12/24/2024
,10/28/2025,9/30/2025,2.59,2.92,,2.84,,3.4,,5.15,,5.77,,7.29,
,7/29/2025,6/30/2025,3.74,4.08,,4.95,,7.08,,7.08,,,,,
,4/17/2025,3/30/2025,6.85,7.2,,7.28,,7.34,,7.35,,,,,
,1/16/2025,12/31/2024,5.98,6.81,3/9/2024,6.73,3/9/2024,6.73,3/9/2024,6.73,3/9/2024,,,,
,10/15/2024,9/30/2024,6.51,7.15,,7.03,,7.06,,7.2,,,,,
,7/16/2024,6/30/2024,4.54,6.8,,6.71,,6.73,,6.91,,,,,
,4/16/2024,3/30/2024,-1.53,6.91,,6.69,,6.86,,6.87,,,,,
,1/12/2024,12/31/2023,5.83,5.98,,5.98,,5.98,,6.07,,,,,
,10/13/2023,9/30/2023,6.24,6.56,,6.32,,6.47,,6.52,,,,,
,7/14/2023,6/30/2023,5.82,6.14,,6.06,,6.11,,6.22,,,,,
,4/14/2023,3/30/2023,5.95,6.26,,6.13,,6.13,,6.13,,,,,
,1/13/2023,12/31/2022,5.03,5.34,,5.17,,5.16,,5.34,,,,,
,10/14/2022,9/30/2022,5.55,5.79,,5.42,,5.43,,5.53,,,,,
,7/15/2022,6/30/2022,5.34,5.57,,5.2,,5.2,,5.24,,,,,
,4/14/2022,3/31/2022,5.27,5.49,,5.37,,5.37,,5.44,,,,,
,1/19/2022,12/31/2021,4.26,4.48,,4.31,,4.31,,4.35,,,,,
,10/14/2021,9/30/2021,4.28,4.52,,4.4,,4.41,,4.43,,,,,
,7/15/2021,6/30/2021,4.46,4.7,,4.43,,4.45,,4.45,,,,,
,4/15/2021,3/31/2021,5.08,5.31,,4.36,,4.34,,4.36,,,,,
,1/20/2021,12/31/2020,2.3,2.52,,2.41,,2.4,,2.49,,,,,
,10/14/2020,9/30/2020,3.3,3.51,,3.07,,3.11,,3.55,,,,,
,7/15/2020,6/30/2020,6.91,7.12,,5.14,,5.04,,4.93,,,,,
,4/15/2020,3/31/2020,3.52,3.72,,3.59,,3.59,,3.61,,,,,
,1/15/2020,12/31/2019,3.680873181,3.9,,3.78,,3.77,,3.75,,,,,
,10/15/2019,9/30/2019,3.673935618,3.88,,3.75,,3.87,,3.86,,,,,
,7/18/2019,6/28/2019,3.415975104,3.6,,3.46,,3.45,,3.46,,,,,
,4/16/2019,3/29/2019,3.555897436,3.73,,3.6,,3.59,,3.48,,,,,
,1/15/2019,12/31/2018,3.095723014,3.28,,3.21,,3.24,,3.26,,,,,
,10/16/2018,9/28/2018,3.243133266,3.41,,3.29,,3.31,,3.34,,,,,
,7/17/2018,6/29/2018,2.975560081,3.14,,3.04,,3.02,,2.8,,,,,
,4/17/2018,3/29/2018,2.873353597,3.04,,2.89,,2.91,,2.65,,,,,
,1/16/2018,12/29/2017,3.649848638,,,2.52,,2.49,,2.47,,,,,
,10/17/2017,9/29/2017,2.512639029,,,2.56,,2.55,,2.46,,,,,
,7/18/2017,6/30/2017,2.318781726,,,2.38,,2.32,,2.33,,,,,
,4/18/2017,3/31/2017,2.227692308,,,2.17,,2.07,,2.04,,,,,
,1/17/2017,12/30/2016,1.736082474,,,2.07,,2.04,,1.99,,,,,
,10/18/2016,9/30/2016,2.030959752,,,2.08,,2.14,,2.11,,,,,
,7/19/2016,6/30/2016,1.813857291,,,1.89,,1.91,,1.93,,,,,
,4/19/2016,3/31/2016,1.665977249,,,1.72,,1.78,,1.8,,,,,
,,12/31/2015,1.259565667,,,1.38,,1.37,,1.6,,,,,
,,9/30/2015,1.651499483,,,1.64,,1.63,,1.51,,,,,
,,6/30/2015,1.640786749,,,1.59,,1.58,,1.51,,,,,
,,3/31/2015,1.458204334,,,1.35,,1.33,,1.25,,,,,
,,12/31/2014,1.551901336,,,1.5,,1.54,,1.56,,,,,
,,9/30/2014,1.631364562,,,1.53,,1.62,,1.63,,,,,
,,6/30/2014,1.420787084,,,1.26,,1.25,,1.33,,,,,
,,3/31/2014,1.103413655,,,1.09,,1.1,,1.19,,,,,
,,1/8/2014,1.40729783,,,1.4,,1.52,,1.46,,,,,
,,10/7/2013,1.533203125,,,1.25,,1.54,,1.27,,,,,
,,7/8/2013,1.399610136,,,1.14,,1.25,,1.3,,,,,
,,4/5/2013,1.15840622,,,1.2,,1.14,,1.17,,,,,
,,1/8/2013,1.199614272,,,1.35,,1.22,,1.34,,,,,
,,10/5/2012,1.498556304,,,1.32,,,,,,,,,
,,7/9/2012,1.274547188,,,1.19,,,,,,,,,
,,4/9/2012,1.309433962,,,1.16,,,,,,,,,
,,1/9/2012,1.170232558,,,,,,,,,,,,
,,10/7/2011,1.173591874,,,,,,,,,,,,
,,7/8/2011,1.158135283,,,,,,,,,,,,
,,4/7/2011,1.224749773,,,,,,,,,,,,
,,1/7/2011,0.92219275,,,,,,,,,,,,
,,10/7/2010,1.136120996,,,,,,,,,,,,
,,7/8/2010,0.989427313,,,,,,,,,,,,
,,4/8/2010,1.030276817,,,,,,,,,,,,
,,1/8/2010,0.800678541,,,,,,,,,,,,
,,10/7/2009,0.889175258,,,,,,,,,,,,
,,7/8/2009,0.727966102,,,,,,,,,,,,
,,4/7/2009,0.81322314,,,,,,,,,,,,
,,1/8/2009,0.6,,,,,,,,,,,,
,,10/7/2008,0.75,,,,,,,,,,,,
,,7/8/2008,0.27,,,,,,,,,,,,
,,4/7/2008,0.78,,,,,,,,,,,,
