CNBC_Matches_Reported_EPS,Q_Report_Date,Q_Date,Q_EPS_Diluted,Q_EPS_Adjusted,Q_EPS_Projections_Date_0,Q_EPS_Projections_1,Q_EPS_Projections_Date_1,Q_EPS_Projections_2,Q_EPS_Projections_Date_2,Q_EPS_Projections_2,Q_EPS_Projections_Date_2,,,,,,
 Collect Euro from 6K,,12/31/2026,,7.0606,10/19/2025,7.8285,9/28/2025,7.9292,8/25/2025,7.8604,7/18/2025,7.769,7/2/2025,,,,
See 99.2,,9/30/2026,,6.5102,,6.794,,6.8026,,6.8972,,7.2165,,,,,
Convert USD to EUR,,6/30/2026,,5.7706,,5.59,,5.5556,,5.5556,,6.154,,,,,
from CNBC projections,,3/30/2026,,5.5642,,5.332,,5.1686,,5.1342,,5.508,,,,,
,,12/29/2025,,7.1294,12/25/2024,6.837,12/25/2024,6.8886,12/25/2024,6.7252,12/25/2024,6.664,12/25/2024,,,,
,10/15/2025,9/29/2025,5.4868,5.4868,,5.6502,,5.6674,,5.8738,,6.0945,,,,,
,7/16/2025,6/30/2025,5.9,5.8996,,5.3465,,5.92,,5.64,,5.66,,,,,
,4/16/2025,3/31/2025,6,6.84,,5.43,,5.33,,5.24,,5.33,,,USD from CNBC,Exchange,EUR to paste
,1/29/2025,12/29/2024,6.84,7.13,3/16/2024,6.73,3/16/2024,6.78,3/16/2024,6.78,3/16/2024,6.74,,,8.21,0.86,7.0606
,10/15/2024,9/29/2024,5.28,5.28,,5.15,,5.1,,5.18,,5.38,,,7.57,0.86,6.5102
,7/17/2024,6/30/2024,4.01,4.01,,3.72,,3.96,,4.26,,4.35,,,6.71,0.86,5.7706
,4/17/2024,3/31/2024,3.11,3.11,,3.39,,3.52,,4.14,,4.32,,,6.47,0.86,5.5642
,1/24/2024,12/29/2023,5.2,5.2,4/22/2023,4.81,4/22/2023,4.81,4/22/2023,5.31,4/22/2023,5.32,,,8.29,0.86,7.1294
,10/18/2023,9/29/2023,4.81,4.81,,5.15,,5.1,,5.04,,5.31,,,6.38,0.86,5.4868
,7/19/2023,6/30/2023,4.93,5.35,,4.95,,5.02,,5.11,,4.81,,,,,
,4/19/2023,3/31/2023,4.95,4.47,,4.47,,4.54,,5.13,,5.01,,,,,
,1/25/2023,12/30/2022,4.6,4.7,,4.45,,4.58,,4.75,,4.95,,,,,
,10/19/2022,9/30/2022,4.29,4.32,,4.02,,4.05,,4.06,,5.55,,,,,
,7/20/2022,6/30/2022,3.54,3.77,,3.98,,4.25,,4.57,,4.81,,,,,
,4/20/2022,4/4/2022,1.73,1.94,,1.79,,1.5769523,,3.8116708,,3.8622682,,,,,
,1/19/2022,12/31/2021,4.378765432,5.01,,3.5924154,,3.6683115,,3.7020431,,3.8201037,,,,,
,10/20/2021,10/1/2021,4.258932942,5.02,,4.047792,,4.0140604,,4.0646578,,4.2839132,,,,,
,7/21/2021,7/2/2021,2.519902913,3.04,,2.4708397,,3.83,,3.68,,1.803254237,,,,,
,4/21/2021,3/31/2021,3.202020202,3.86,,2.5467358,,3.06,,1.702372881,,,,,,,
,1/20/2021,12/31/2020,3.227772467,3.85,,2.5720345,,1.56,,2.831535022,,2.592250373,,,,,
,10/4/2020,9/24/2020,2.532204198,2.96,,0.9866493,,1.56,,3.084113264,,2.392846498,,,,,
,7/15/2020,6/30/2020,1.792362768,1.97,,1.2396363,,1.45,,1.43,,3.123994039,,,,,
,4/15/2020,3/31/2020,0.930664761,1.03,,1.1384415,,3.323397914,,2.24661699,,2.055172414,,,,,
,1/22/2020,12/31/2019,2.663425047,2.98,,2.2515843,,2.2515843,,1.6444155,,1.671696,,,,,
,10/16/2019,9/30/2019,1.486364714,1.66,,1.3661298,,1.517922,,1.517922,,1.4926233,,,,,
,7/18/2019,6/28/2019,1.128496918,1.27,,0.9529177,,1.4757575,,1.4841904,,1.6444155,,,,,
,4/17/2019,3/29/2019,0.841183432,0.99,,1.4251601,,1.5347878,,1.6697142,,1.6781471,,,,,
,,12/31/2018,1.859065156,,,1.7793419,,1.6697142,,1.6781471,,1.6697142,,,,,
,,9/28/2018,1.597558112,,,1.5263549,,1.5347878,,1.4673246,,1.3576969,,,,,
,,6/29/2018,1.365762395,,,1.1974718,,1.2733679,,1.1384415,,1.1890389,,,,,
,,4/2/2018,1.551584804,,,nan,,,,,,,,,,,
,,3/29/2018,1.258335276,,,1.13,,1.23,,1.29,,1.28,,,,,
,,12/29/2017,1.494306298,,,1.3,,1.22,,1.21,,1.23,,,,,
,,9/29/2017,1.321759259,,,1.29,,1.22,,1.21,,1.16,,,,,
,,6/30/2017,1.07839963,,,1.03,,0.97,,0.96,,1,,,,,
,,3/31/2017,1.045801527,,,1.01,,1,,1.01,,1.09,,,,,
,,12/30/2016,1.221342032,,,1.01,,0.87,,1.06,,0.99,,,,,
,,9/30/2016,0.929779239,,,1.05,,1.06,,1,,1.01,,,,,
,,6/30/2016,0.852236053,,,0.87,,0.88,,0.9,,0.93,,,,,
,,4/1/2016,0.461430902,,,0.46,,0.81,,1.04,,0.72,,,,,
,,12/31/2015,0.678737233,,,0.72,,0.73,,0.86,,0.79,,,,,
,,9/30/2015,0.745778395,,,0.82,,0.81,,0.73,,0.91,,,,,
,,6/30/2015,0.852236053,,,0.88,,0.86,,0.98,,1,,,,,
,,3/27/2015,0.92510912,,,1,,1.01,,1.03,,0.79,,,,,
,,12/31/2014,0.698419968,,,0.57,,0.6,,0.4,,1,,,,,
,,9/30/2014,0.555808656,,,0.7,,0.73,,1.03,,,,,,,
,,6/30/2014,0.902853261,,,1.04,,0.81,,,,,,,,,
,,3/31/2014,0.561443067,,,0.71,,1.26,,,,,,,,,
,,12/31/2013,1.079201256,,,1.31,,0.69,,,,,,,,,
,,9/30/2013,0.431670767,,,0.71,,0.64,,,,,,,,,
,,6/28/2013,0.569237918,,,0.68,,,,,,,,,,,
,,3/28/2013,0.233804189,,,0.53,,,,,,,,,,,
,,12/31/2012,0.65,,,nan,,,,,,,,,,,
,,9/28/2012,0.65,,,nan,,,,,,,,,,,
,,6/29/2012,0.71,,,nan,,,,,,,,,,,
,,3/30/2012,0.68,,,nan,,,,,,,,,,,
,,12/30/2011,0.68,,,nan,,,,,,,,,,,
,,9/23/2011,0.84,,,nan,,,,,,,,,,,
,,6/24/2011,1,,,nan,,,,,,,,,,,
,,3/25/2011,0.9,,,nan,,,,,,,,,,,
