CNBC_Matches_Reported_EPS,Q_Report_Date,Q_Date,Q_EPS_Diluted,Q_EPS_Adjusted,Q_EPS_Projections_Date_0,Q_EPS_Projections_1,Q_EPS_Projections_Date_1,Q_EPS_Projections_2,Q_EPS_Projections_Date_2,Q_EPS_Projections_2,Q_EPS_Projections_Date_2,,,,,,
Adjusted Diluted,,12/31/2026,,3.87,12/15/2025,3.91,11/4/2025,3.88,9/9/2025,3.92,8/4/2025,3.85,7/14/2025,3.84,6/5/2025,3.9,4/29/2025
,,9/30/2026,,3.7,,3.68,,3.73,,3.74,,3.68,,3.7,,3.67,
,,6/30/2026,,3.65,,3.66,,3.69,,3.75,,3.63,,3.64,,3.57,
,,3/30/2026,,3.1,,3.01,,2.99,,2.97,,2.93,,2.96,,2.94,
,,12/31/2025,,3.35,12/12/2024,3.36,12/12/2024,3.33,12/12/2024,3.35,12/12/2024,3.35,12/12/2024,3.36,12/12/2024,3.39,12/12/2024
,10/31/2025,9/30/2025,0.1,1.86,,3.28,,3.26,,3.21,,3.22,,3.22,,,
,7/31/2025,6/30/2025,0.52,2.97,,3.05,,3.23,,3.19,,,,,,,
,4/25/2025,3/30/2025,0.72,2.46,,2.51,,2.54,,2.62,,,,,,,
,1/31/2025,12/31/2024,-0.02,2.16,4/28/2024,2.97,4/28/2024,2.97,4/28/2024,2.96,4/28/2024,,,,,,
,10/30/2024,9/30/2024,0.88,3,,2.94,,2.95,,2.95,,,,,,,
,7/25/2024,6/30/2024,0.77,2.65,,3.06,,2.88,,2.8,,,,,,,
,4/26/2024,3/30/2024,0.77,2.31,,2.33,,2.49,,2.48,,,,,,,
,2/2/2024,12/31/2023,0.46,2.79,3/17/2023,2.91,3/17/2023,2.91,3/17/2023,2.84,3/17/2023,,,,,,
,10/27/2023,9/30/2023,1,2.95,,2.88,,2.87,,2.86,,,,,,,
,7/27/2023,6/30/2023,1.14,2.91,,2.88,,2.92,,2.89,,,,,,,
,4/27/2023,3/30/2023,0.13,2.46,,2.56,,2.69,,3.19,,,,,,,
,2/9/2023,12/31/2022,1.38,3.6,,3.67,,3.69,,3.72,,,,,,,
,10/28/2022,9/30/2022,2.21,3.66,,3.59,,3.6,,3.6,,,,,,,
,7/29/2022,6/30/2022,0.51,3.37,,3.41,,3.43,,3.45,,,,,,,
,4/29/2022,3/30/2022,2.51,3.16,,3.14,,3.15,,3.18,,,,,,,
,2/2/2022,12/31/2021,2.26,3.31,,3.28,,3.29,,3.31,,,,,,,
,10/29/2021,9/30/2021,1.78,3.33,,3.24,,3.24,,3.24,,,,,,,
,7/30/2021,6/30/2021,0.42,3.11,,3.08,,3.08,,3.06,,,,,,,
,4/30/2021,3/31/2021,1.99,2.95,,2.86,,2.79,,2.81,,,,,,,
,2/3/2021,12/31/2020,0.01,2.92,,2.86,,2.86,,2.9,,,,,,,
,10/30/2020,9/30/2020,1.29,2.83,,2.76,,2.76,,2.75,,,,,,,
,7/31/2020,6/30/2020,-0.46,2.34,,2.15,,2.15,,2.38,,,,,,,
,5/1/2020,3/31/2020,2.032410533,2.42,,2.25,,2.12,,2.23,,,,,,,
,2/7/2020,12/31/2019,1.886195286,2.21,,2.19,,2.21,,2.19,,,,,,,
,11/1/2019,9/30/2019,1.270397842,2.33,,2.3,,2.28,,2.24,,,,,,,
,7/26/2019,6/28/2019,0.49393531,2.26,,2.21,,2.2,,2.16,,,,,,,
,4/25/2019,3/29/2019,1.650033715,2.14,,2.05,,2.04,,2.03,,,,,,,
,1/25/2019,12/31/2018,-1.220588235,1.9,,1.94,,1.93,,1.96,,,,,,,
,11/2/2018,9/28/2018,1.805280528,2.14,,2.02,,2.01,,1.9,,,,,,,
,7/27/2018,6/29/2018,1.255089059,2,,1.97,,1.86,,1.61,,,,,,,
,4/26/2018,3/29/2018,1.736215539,1.87,,1.78,,1.49,,,,,,,,,
,1/26/2018,12/29/2017,0.032459426,,,1.44,,1.43,,1.45,,,,,,,
,10/27/2017,9/29/2017,1.017467249,,,1.39,,1.4,,1.39,,,,,,,
,7/28/2017,6/30/2017,1.196875,,,1.4,,1.38,,1.41,,,,,,,
,4/27/2017,3/31/2017,1.067373674,,,1.26,,1.25,,1.24,,,,,,,
,,12/30/2016,0.857054837,,,1.2,,1.21,,1.36,,,,,,,
,,9/30/2016,0.974390244,,,1.2,,1.19,,1.2,,,,,,,
,,6/30/2016,0.986519608,,,1.2,,1.24,,1.22,,,,,,,
,,3/31/2016,0.833230769,,,1.13,,1.15,,,,,,,,,
,,12/31/2015,0.925,,,1.12,,1.13,,,,,,,,,
,,9/30/2015,0.744591346,,,1.08,,,,,,,,,,,
,,6/30/2015,0.836497244,,,1.06,,,,,,,,,,,
,,3/31/2015,0.635572139,,,0.85,,,,,,,,,,,
,,12/31/2014,-0.507201002,,,0.86,,,,,,,,,,,
,,9/30/2014,0.314285714,,,0.77,,,,,,,,,,,
,,6/30/2014,0.682835821,,,0.76,,,,,,,,,,,
,,3/31/2014,0.609073959,,,0.68,,,,,,,,,,,
,,12/31/2013,0.701492537,,,0.82,,,,,,,,,,,
,,9/30/2013,0.6,,,0.78,,,,,,,,,,,
,,6/28/2013,0.66,,,0.79,,,,,,,,,,,
