CNBC_Matches_Reported_EPS,Q_Report_Date,Q_Date,Q_EPS_Diluted,Q_EPS_Adjusted,Q_EPS_Projections_Date_0,Q_EPS_Projections_1,Q_EPS_Projections_Date_1,Q_EPS_Projections_2,Q_EPS_Projections_Date_2,Q_EPS_Projections_2,Q_EPS_Projections_Date_2,,,,
,,9/30/2010,0.779344506,,,nan,,,,,,,,,
,,6/30/2010,0.685884711,,,nan,,,,,,,,,
,,3/31/2010,0.251379408,,,nan,,,,,,,,,
,,12/31/2009,0.498154982,,,nan,,,,,,,,,
,,9/30/2009,0.666170238,,,nan,,,,,,,,,
,,6/30/2009,0.649237111,,,nan,,,,,,,,,
,,3/31/2009,0.248005293,,,nan,,,,,,,,,
,,12/31/2008,-0.086225935,,,nan,,,,,,,,,
,,9/30/2008,0.697497671,,,nan,,,,,,,,,
,,6/30/2008,0.606251864,,,nan,,,,,,,,,
,,3/31/2008,0.165871841,,,nan,,,,,,,,,
,,12/31/2007,2,,,nan,,,,,,,,,
,,9/28/2007,0.56,,,nan,,,,,,,,,
,,6/29/2007,0.54,,,nan,,,,,,,,,
,,3/30/2007,0.11,,,nan,,,,,,,,,
,,12/29/2006,0.97,,,nan,,,,,,,,,
,,9/29/2006,0.5,,,nan,,,,,,,,,
,,6/30/2006,0.29,,,nan,,,,,,,,,
,,3/31/2006,0.07,,,nan,,,,,,,,,
,,12/30/2005,-2.76,,,nan,,,,,,,,,
,,9/30/2005,0.45,,,nan,,,,,,,,,
,,6/30/2005,0.16,,,nan,,,,,,,,,
,,3/31/2005,-0.06,,,nan,,,,,,,,,
,,12/31/2004,-0.16,,,nan,,,,,,,,,
,,9/30/2004,0.35,,,nan,,,,,,,,,
,,6/30/2004,0.22,,,nan,,,,,,,,,
,,3/31/2004,-0.1,,,nan,,,,,,,,,
,,12/31/2003,-0.33,,,nan,,,,,,,,,
,,9/30/2003,0.04,,,nan,,,,,,,,,
,,6/30/2003,0.3,,,nan,,,,,,,,,
,,3/31/2003,-0.21,,,nan,,,,,,,,,
,,12/31/2002,-1.71,,,nan,,,,,,,,,
,,9/30/2002,0.45,,,nan,,,,,,,,,
,,6/28/2002,0.48,,,nan,,,,,,,,,
,,3/28/2002,-8.5,,,nan,,,,,,,,,
,,12/31/2001,-7.3,,,nan,,,,,,,,,
,,9/28/2001,-0.1,,,nan,,,,,,,,,
,,6/29/2001,0.04,,,nan,,,,,,,,,
