CNBC_Matches_Reported_EPS,Q_Report_Date,Q_Date,Q_EPS_Diluted,Q_EPS_Adjusted,Q_EPS_Projections_Date_0,Q_EPS_Projections_1,Q_EPS_Projections_Date_1,Q_EPS_Projections_2,Q_EPS_Projections_Date_2,Q_EPS_Projections_2,Q_EPS_Projections_Date_2,,,,,,
Adjusted,,12/31/2026,,2.12,1/17/2026,2.1,12/14/2025,2.08,11/3/2025,1.91,9/21/2025,1.99,8/17/2025,2.43,6/27/2025,2.65,5/14/2025
,,9/30/2026,,3.12,,3.11,,3.09,,2.61,,2.84,,3.42,,3.63,
,,6/30/2026,,4.06,,4.05,,4.03,,3.92,,3.98,,4.02,,4.11,
,,3/30/2026,,2.52,,2.5,,2.51,,2.45,,2.49,,2.87,,2.78,
,,12/31/2025,,1.89,1/16/2025,1.89,1/16/2025,1.8,1/16/2025,1.77,1/16/2025,1.91,1/16/2025,2.32,1/16/2025,2.45,1/16/2025
,10/30/2025,9/30/2025,2.7,2.92,,2.37,,2.68,,3.3,,3.43,,,,,
,8/7/2025,6/30/2025,-8.82,4.23,,4,,4.03,,3.97,,,,,,,
,5/8/2025,3/30/2025,2.83,3,,2.48,,2.56,,2.72,,,,,,,
,2/13/2025,12/31/2024,6.36,2.52,4/7/2024,2.26,4/7/2024,2.27,4/7/2024,2.34,4/7/2024,,,,,,
,10/29/2024,9/30/2024,3.36,3.6,,3.1,,3.19,,3.33,,,,,,,
,8/1/2024,6/30/2024,3.77,4.01,,3.55,,3.56,,3.49,,,,,,,
,5/7/2024,3/30/2024,2.5,3.02,,2.23,,2.24,,2.27,,,,,,,
,2/15/2024,12/31/2023,4.16,2.58,3/26/2023,2.34,3/26/2023,2.18,3/26/2023,2.4,3/26/2023,,,,,,
,11/2/2023,9/30/2023,2.87,3.25,,3.08,,3.11,,3.13,,,,,,,
,7/27/2023,6/30/2023,3.39,3.59,,2.95,,3.01,,3.18,,,,,,,
,4/27/2023,3/30/2023,2.39,2.61,,2.15,,2.16,,2.04,,,,,,,
,2/16/2023,12/30/2022,2.2,2.65,,2.23,,2.05,,2.03,,,,,,,
,11/3/2022,9/30/2022,2.72,2.97,,2.62,,2.77,,3.13,,,,,,,
,8/4/2022,6/30/2022,2.58,3.24,,2.68,,2.7,,2.7,,,,,,,
,5/5/2022,3/31/2022,1.19,2.05,,1.55,,1.52,,1.51,,,,,,,
,2/16/2022,12/31/2021,2.57,2.15,,1.88,,1.39,,1.39,,,,,,,
,10/21/2021,9/30/2021,2.42,2.47,,1.85,,1.81,,1.65,,,,,,,
,7/22/2021,6/30/2021,4.93,2.23,,1.52,,1.52,,1.52,,,,,,,
,4/27/2021,3/31/2021,1.471966252,1.49,,0.89,,0.88,,0.5,,,,,,,
,2/23/2021,12/31/2020,2.693890146,1.06,,0.79,,0.7,,0.47,,,,,,,
,10/27/2020,9/30/2020,0.905008408,0.94,,0.7,,,,,,,,,,,
,7/30/2020,6/30/2020,0.831167877,1.01,,0.14,,,,,,,,,,,
,4/23/2020,3/31/2020,0.160232887,0.22,,0.36,,,,,,,,,,,
,2/27/2020,12/31/2019,0.285110892,0.12,,0.08,,,,,,,,,,,
,10/30/2019,9/30/2019,0.508378933,0.57,,0.43,,,,,,,,,,,
,8/1/2019,6/28/2019,0.54506014,0.59,,0.46,,,,,,,,,,,
,5/7/2019,3/29/2019,0.330016694,0.36,,0.26,,,,,,,,,,,
,2/28/2019,12/31/2018,-1.719823214,-1.72,,-0.24,,,,,,,,,,,
,11/8/2018,9/28/2018,0.074284772,0.07,,-0.02,,,,,,,,,,,
,8/7/2018,6/29/2018,0.354079505,0.35,,0.31,,,,,,,,,,,
,5/8/2018,3/29/2018,0.145518223,0.15,,0.13,,,,,,,,,,,
,,12/29/2017,-0.406967036,,,-0.33,,,,,,,,,,,
,,9/29/2017,-0.031476459,,,-0.05,,,,,,,,,,,
,,6/30/2017,0.20440648,,,0.14,,,,,,,,,,,
,,3/31/2017,0.080846555,,,0.03,,,,,,,,,,,
,,12/30/2016,-0.604807679,,,nan,,,,,,,,,,,
,,9/30/2016,-0.072823262,,,nan,,,,,,,,,,,
,,6/30/2016,0.13304958,,,nan,,,,,,,,,,,
,,3/31/2016,0.072278578,,,nan,,,,,,,,,,,
,,12/31/2015,-0.978017036,,,nan,,,,,,,,,,,
,,9/30/2015,-0.373674864,,,nan,,,,,,,,,,,
,,6/30/2015,0.106314417,,,nan,,,,,,,,,,,
,,3/31/2015,-0.076826213,,,nan,,,,,,,,,,,
,,12/31/2014,-0.66792342,,,nan,,,,,,,,,,,
,,9/30/2014,0.120849281,,,nan,,,,,,,,,,,
,,6/30/2014,0.191801729,,,nan,,,,,,,,,,,
,,3/31/2014,0.061481589,,,nan,,,,,,,,,,,
,,12/31/2013,-0.76,,,nan,,,,,,,,,,,
,,9/30/2013,0.146162325,,,nan,,,,,,,,,,,
,,6/28/2013,0.396557741,,,nan,,,,,,,,,,,
