CNBC_Matches_Reported_EPS,Q_Report_Date,Q_Date,Q_EPS_Diluted,Q_EPS_Adjusted,Q_EPS_Projections_Date_0,Q_EPS_Projections_1,Q_EPS_Projections_Date_1,Q_EPS_Projections_2,Q_EPS_Projections_Date_2,Q_EPS_Projections_2,Q_EPS_Projections_Date_2,,
N,,1/30/2027,,0.62,11/13/2025,0.62,10/6/2025,0.61,8/29/2025,0.62,7/7/2025,0.62,5/30/2025
,,10/30/2026,,0.59,,0.59,,0.59,,0.59,,0.59,
,,7/30/2026,,0.51,,0.5,,0.5,,0.5,,0.5,
,,4/30/2026,,0.43,,0.43,,0.43,,0.44,,0.44,
,,1/30/2026,,0.43,3/16/2025,0.43,3/16/2025,0.43,3/16/2025,0.44,3/16/2025,0.44,3/16/2025
,,10/30/2025,,0.45,,0.44,,0.44,,0.44,,0.44,
,8/25/2025,7/30/2025,-0.31,0.41,,0.4,,0.4,,0.39,,,
,5/27/2025,4/30/2025,0.22,0.38,,0.37,,0.37,,0.34,,,
,3/13/2025,1/30/2025,0.43,0.46,5/17/2024,0.32,5/17/2024,0.33,5/17/2024,0.32,5/17/2024,,
,11/25/2024,10/30/2024,-0.1,0.26,,0.23,,0.25,,0.21,,,
,8/27/2024,7/30/2024,-2.61,0.11,,0.1,,0.1,,0.11,,,
,6/5/2024,4/30/2024,-0.36,0.06,,0.01,,0.02,,0.02,,,
,3/28/2024,1/30/2024,-9.98,-0.06,5/15/2023,-0.03,5/15/2023,-0.03,5/15/2023,-0.04,5/15/2023,,
,12/6/2023,10/30/2023,-0.6,0.02,,-0.13,,-0.13,,-0.08,,,
,9/13/2023,7/30/2023,-5.97,0.11,,0.03,,0.03,,-0.02,,,
,6/7/2023,4/30/2023,-0.46,0.02,,-0.08,,-0.07,,0.43,,,
,3/29/2023,1/31/2023,-0.8,0.48,,0.48,,0.48,,0.47,,,
,11/30/2022,10/31/2022,0.36,0.65,,0.63,,0.63,,0.67,,,
,8/31/2022,7/29/2022,0.81,0.87,,0.85,,0.85,,0.85,,,
,6/1/2022,4/29/2022,0.59,0.8,,0.76,,0.75,,0.74,,,
,3/16/2022,1/28/2022,0.533517284,0.7,,0.69,,0.66,,0.62,,,
,12/1/2021,10/29/2021,0.527220938,0.74,,0.72,,0.67,,0.58,,,
,9/1/2021,7/30/2021,0.502149915,0.65,,0.62,,0.52,,0.51,,,
,6/2/2021,4/30/2021,0.355468159,0.53,,0.52,,0.45,,0.4975,,,
,3/17/2021,1/29/2021,0.237572823,0.51,,0.48,,0.45,,0.44,,,
,12/2/2020,10/30/2020,0.280443252,0.47,,0.46,,0.45,,0.43,,,
,8/26/2020,7/31/2020,0.243924611,0.43,,0.42,,0.4,,0.36,,,
,5/27/2020,4/24/2020,0.145072083,0.35,,0.32,,0.36,,0.39,,,
,3/11/2020,1/24/2020,0.043757737,0.4,,0.35,,0.36,,0.39,,,
,12/4/2019,10/25/2019,0.261430821,0.41,,0.4,,0.47,,0.66,,,
,8/28/2019,7/31/2019,0.032356154,0.38,,0.36,,0.61,,0.66,,,
,5/29/2019,4/26/2019,0.187536778,0.34,,0.33,,0.56,,0.61,,,
,3/13/2019,1/25/2019,0.205339984,0.55,,0.53,,0.55,,0.59,,,
,11/28/2018,10/26/2018,0.176994369,0.63,,0.61,,0.6,,0.58,,,
,8/29/2018,7/31/2018,0.3654036,0.55,,0.54,,0.53,,0.56,,,
,5/30/2018,4/27/2018,0.178943565,0.47,,0.46,,0.51,,,,,
,,1/31/2018,-0.019559644,,,0.41,,0.48,,0.46,,,
,,10/31/2017,0.19667635,,,0.5,,0.47,,0.45,,,
,,7/31/2017,0.186216096,,,0.46,,0.44,,0.41,,,
,,4/28/2017,0.175448231,,,0.41,,0.36,,,,,
,,1/27/2017,0.120122234,,,0.35,,0.33,,,,,
,,10/28/2016,0.464852128,,,0.36,,0.35,,0.39,,,
,,7/29/2016,0.13624156,,,0.33,,0.31,,0.35,,,
,,4/29/2016,0.10506163,,,0.27,,0.28,,0.24,,,
,,1/29/2016,0.019118436,,,0.16,,0.26,,0.31,,,
,,10/23/2015,0.164144318,,,0.24,,0.29,,0.46,,,
