CNBC_Matches_Reported_EPS,Q_Report_Date,Q_Date,Q_EPS_Diluted,Q_EPS_Adjusted,Q_EPS_Projections_Date_0,Q_EPS_Projections_1,Q_EPS_Projections_Date_1,Q_EPS_Projections_2,Q_EPS_Projections_Date_2,Q_EPS_Projections_3,Q_EPS_Projections_Date_3,Unnamed: 9,Unnamed: 10,Unnamed: 11,Unnamed: 12,Unnamed: 13,Unnamed: 14,Unnamed: 15,Unnamed: 16,Unnamed: 17,Unnamed: 18,Unnamed: 19,Unnamed: 20,Unnamed: 21
Adjusted Net Income,,12/31/2026,,0.71,7/21/2025,4.44,6/2/2025,,,,,,,,,,,,,,,,,
Plots Adjusted,,9/30/2026,,0.59,,,,,,,,,,,,,,,,,,,,
,,6/30/2026,,0.49,,,,,,,,,,,,,,,,,,,,
,,3/30/2026,,0.43,,,,,,,,,,,,,,,,,,,,
,,12/31/2025,,0.53,,,,,,,,,,,,,,,,,,,,
,,9/30/2025,,0.41,,,,,,,,,,,,,,,,,,,,
,,6/30/2025,,0.26,,,,,,,,,,,,,,,,,,,,
,5/6/2025,3/30/2025,-0.03,0.3,,,,,,,,,,,,,,,,,,,,
,2/11/2025,12/31/2024,-0.03,0.26,,,,,,,,,,,,,,,,,,,,
,11/7/2024,9/30/2024,-0.07,-0.06,,,,,,,,,,,,,,,,,,,,
,8/6/2024,6/30/2024,-0.62,-0.17,,,,,,,,,,,,,,,,,,,,
,5/7/2024,3/30/2024,-0.74,-0.31,,,,,,,,,,,,,,,,,,,,
,2/13/2024,12/31/2023,-0.5,-0.11,,,,,,,,,,,,,,,,,,,,
,11/7/2023,9/30/2023,-0.48,-0.05,,,,,,,,,,,,,,,,,,,,
,8/8/2023,6/30/2023,-0.34,0.06,,,,,,,,,,,,,,,,,,,,
,5/9/2023,3/30/2023,-1.58,-0.47,,,,,,,,,,,,,,,,,,,,
,2/14/2023,12/31/2022,-0.67,-0.25,,,,,,,,,,,,,,,,,,,,
,11/8/2022,9/30/2022,-0.69,-0.24,,,,,,,,,,,,,,,,,,,,
,8/8/2022,6/30/2022,-0.36,0.01,,,,,,,,,,,,,,,,,,,,
,5/9/2022,3/31/2022,0.34,0.61,,,,,,,,,,,,,,,,,,,,
,2/15/2022,12/31/2021,0.61,0.89,,,,,,,,,,,,,,,,,,,,
,11/9/2021,9/30/2021,0.3,0.6,,,,,,,,,,,,,,,,,,,,
,8/10/2021,6/30/2021,0.39,0.62,,,,,,,,,,,,,,,,,,,,
,5/11/2021,3/31/2021,0.11,0.22,,,,,,,,,,,,,,,,,,,,
,,12/31/2020,0.01,0.07,,,,,,,,,,,,,,,,,,,,
,,9/30/2020,0.1,0.16,,,,,,,,,,,,,,,,,,,,
,,6/30/2020,-0.42,-0.25,,,,,,,,,,,,,,,,,,,,
,,3/31/2020,-0.01,0.05,,,,,,,,,,,,,,,,,,,,
,,12/31/2019,0.01,0.02,,,,,,,,,,,,,,,,,,,,
,,9/30/2019,-0.01,0.01,,,,,,,,,,,,,,,,,,,,
,,6/28/2019,-0.01,0.01,,,,,,,,,,,,,,,,,,,,
,,3/29/2019,-0.02,0.01,,,,,,,,,,,,,,,,,,,,
