Q_Report_Date,Date,Q_EPS_Diluted,Unnamed: 2,Unnamed: 3,Unnamed: 4,Unnamed: 5,Unnamed: 6,Unnamed: 7,Unnamed: 8,Unnamed: 9,Unnamed: 10,Unnamed: 11
,12/31/2020,0.21,0.24,0.24,0.28,0.31,0.3,0.284473684,,,,
,9/30/2020,0.2,0.23,0.23,0.26,0.3,0.27,0.235,,,,
,6/30/2020,0.2,0.22,0.22,0.25,0.28,0.25,0.173157895,,,,
,3/31/2020,0.2,0.2,0.2,0.23,0.25,0.22,0.111315789,,,,
,12/31/2019,0.25,0.23,0.23,0.22,0.25,0.23,0.59,0.6,0.59,0.46,
,9/30/2019,0.17,0.19,0.19,0.18,0.2,0.18,0.19,0.53,0.55,0.54,0.44
,6/28/2019,0.036145155,0.13,0.14,0.48,0.52,0.41,,,,,
,3/29/2019,0.6089049120000001,0.07,0.09,0.45,0.5,0.39,,,,,
,12/31/2018,-0.013301368999999999,0.19,0.44,0.5,0.38,,,,,,
,9/28/2018,0.048567405999999994,0.47,0.37,,,,,,,,
,6/29/2018,1.353779945,0.4,0.35,,,,,,,,
,3/29/2018,0.37631041,0.36,,,,,,,,,
,12/29/2017,0.36928451700000003,0.3,,,,,,,,,
,9/29/2017,0.24095305399999997,0.23,,,,,,,,,
,6/30/2017,0.226757579,0.22,,,,,,,,,
,3/31/2017,0.217942914,0.19,,,,,,,,,
,12/30/2016,0.185640745,0.15,,,,,,,,,
,9/30/2016,0.119995765,0.1,,,,,,,,,
,6/30/2016,-0.17559703,0.08,,,,,,,,,
,3/31/2016,-0.29225096,0.03,,,,,,,,,
,12/31/2015,0.06145819,0.06,,,,,,,,,
,9/30/2015,0.080270914,0.06,,,,,,,,,
,6/30/2015,0.100363819,0.09,,,,,,,,,
,3/31/2015,0.063981132,0.05,,,,,,,,,
,12/31/2014,0.135482657,,,,,,,,,,
,9/30/2014,0.14112772699999998,,,,,,,,,,
