CNBC_Matches_Reported_EPS,Q_Report_Date,Q_Date,Q_EPS_Diluted,Q_EPS_Adjusted,Q_EPS_Projections_Date_0,Q_EPS_Projections_1,Q_EPS_Projections_Date_1,Q_EPS_Projections_2,Q_EPS_Projections_Date_2,Q_EPS_Projections_3,Q_EPS_Projections_Date_3,Unnamed: 9,Unnamed: 10,Unnamed: 11,Unnamed: 12,Unnamed: 13,Unnamed: 14,Unnamed: 15,Unnamed: 16,Unnamed: 17,Unnamed: 18,Unnamed: 19,Unnamed: 20,Unnamed: 21
Non-GAAP,,12/31/2027,,0.587,9/16/2026,0.587,9/15/2026,,,,,,,,,,,,,,,,,
,,9/30/2027,,0.547,,0.547,,,,,,,,,,,,,,,,,,
,,6/30/2027,,0.488,,0.488,,,,,,,,,,,,,,,,,,
,,3/30/2027,,0.408,,0.408,,,,,,,,,,,,,,,,,,
,,12/31/2026,,0.371,,0.371,,,,,,,,,,,,,,,,,,
,,9/30/2026,,0.371,,0.371,,,,,,,,,,,,,,,,,,
,7/28/2026,6/30/2026,0.3,0.3,,0.3,,,,,,,,,,,,,,,,,,
,4/28/2026,3/30/2026,0.27,0.27,,0.27,,,,,,,,,,,,,,,,,,
,2/24/2026,12/31/2025,0.17,0.17,,0.17,,,,,,,,,,,,,,,,,,
,10/28/2025,9/30/2025,0.23,0.23,,0.23,,,,,,,,,,,,,,,,,,
,7/29/2025,6/30/2025,0.23,0.23,,0.23,,,,,,,,,,,,,,,,,,
,4/29/2025,3/30/2025,0.11,0.11,,0.11,,,,,,,,,,,,,,,,,,
,2/25/2025,12/31/2024,-0.12,-0.12,,-0.12,,,,,,,,,,,,,,,,,,
,10/29/2024,9/30/2024,-0.18,-0.18,,-0.18,,,,,,,,,,,,,,,,,,
,7/23/2024,6/30/2024,-0.06,-0.06,,-0.06,,,,,,,,,,,,,,,,,,
,4/23/2024,3/30/2024,-0.25,-0.25,,-0.25,,,,,,,,,,,,,,,,,,
,2/28/2024,12/31/2023,0.35,0.35,,0.35,,,,,,,,,,,,,,,,,,
,10/31/2023,9/30/2023,-0.2,-0.2,,-0.2,,,,,,,,,,,,,,,,,,
,7/25/2023,6/30/2023,0.21,0.21,,0.21,,,,,,,,,,,,,,,,,,
,5/2/2023,3/30/2023,-0.18,-0.18,,-0.18,,,,,,,,,,,,,,,,,,
,2/28/2023,12/31/2022,0.06,0.06,,0.06,,,,,,,,,,,,,,,,,,
,11/1/2022,9/30/2022,3.18,3.18,,3.18,,,,,,,,,,,,,,,,,,
,8/3/2022,6/30/2022,-0.29,-0.29,,-0.29,,,,,,,,,,,,,,,,,,
,5/3/2022,3/31/2022,-0.36,-0.36,,-0.36,,,,,,,,,,,,,,,,,,
,2/22/2022,12/31/2021,-0.53,-0.53,,-0.53,,,,,,,,,,,,,,,,,,
,11/1/2021,9/30/2021,-0.44,-0.44,,-0.44,,,,,,,,,,,,,,,,,,
,8/3/2021,6/30/2021,-0.61,-0.61,,-0.61,,,,,,,,,,,,,,,,,,
,5/4/2021,3/31/2021,-0.72,-0.72,,-0.72,,,,,,,,,,,,,,,,,,
,2/23/2021,12/31/2020,-0.79,-0.79,,-0.79,,,,,,,,,,,,,,,,,,
,11/5/2020,9/30/2020,-0.66,-0.66,,-0.66,,,,,,,,,,,,,,,,,,
,7/30/2020,6/30/2020,-0.65,-0.65,,-0.65,,,,,,,,,,,,,,,,,,
,4/28/2020,3/31/2020,-0.48,-0.48,,-0.48,,,,,,,,,,,,,,,,,,
,2/26/2020,12/31/2019,-0.58,-0.58,,-0.58,,,,,,,,,,,,,,,,,,
,10/28/2019,9/30/2019,-0.49,-0.49,,-0.49,,,,,,,,,,,,,,,,,,
,8/12/2019,6/28/2019,-0.68,-0.68,,-0.68,,,,,,,,,,,,,,,,,,
,5/2/2019,3/29/2019,-1.27,-1.27,,-1.27,,,,,,,,,,,,,,,,,,
,3/7/2019,12/31/2018,-0.88,-0.88,,-0.88,,,,,,,,,,,,,,,,,,
,11/1/2018,9/28/2018,-0.51,-0.51,,-0.51,,,,,,,,,,,,,,,,,,
,8/6/2018,6/29/2018,-0.97,-0.97,,-0.97,,,,,,,,,,,,,,,,,,
,,3/29/2018,-6.45,-6.45,,-6.45,,,,,,,,,,,,,,,,,,
,,12/29/2017,-16.64,-16.64,,-16.64,,,,,,,,,,,,,,,,,,
,,9/29/2017,-8.25,-8.25,,-8.25,,,,,,,,,,,,,,,,,,
,,6/30/2017,-6.69,-6.69,,-6.69,,,,,,,,,,,,,,,,,,
