Q_Report_Date,Q_Date,Q_EPS_Diluted,Q_EPS_Projections_Date_0,Q_EPS_Projections_1,Q_EPS_Projections_Date_1,Q_EPS_Projections_2,Q_EPS_Projections_Date_2,Q_EPS_Projections_3,Q_EPS_Projections_Date_3,Unnamed: 9,Unnamed: 10,Unnamed: 11,Unnamed: 12,Unnamed: 13,Unnamed: 14,Unnamed: 15,Unnamed: 16,Unnamed: 17,Unnamed: 18,Unnamed: 19
,12/31/2020,0.89,1/11/2020,0.91,10/9/2019,0.99,,0.99,,1.05,,1.11,,1.12,,1.1554,1.132745098,,,
,9/30/2020,0.9,,0.91,,0.97,,0.97,,1.07,,1.1,,1.13,,1.1445,1.122058824,,,
,6/30/2020,0.81,,0.82,,0.87,,0.87,,0.94,,0.99,,1.02,,1.0573,1.036568627,,,
,3/31/2020,0.68,,0.71,,0.77,,0.77,,0.84,,0.87,,0.89,,1.0137,1.068627451,,,
,12/31/2019,0.66,,0.71,,0.83,,0.83,,0.98,,1.01,,1.02,,1.06,1.13,1.14,1.12,1.15
,9/30/2019,-0.4,,0.7,,0.8,,0.8,,0.94,,0.97,,0.99,,1.05,1.11,1.06,1.11,
,6/28/2019,0.397634721,,0.84,,0.86,,0.88,,0.97,,1.03,,1.04,0.99,1.05,,,,
,3/29/2019,0.8673555909999999,,0.93,,1.0,,0.95,,0.96,,0.91,,0.98,,,,,,
,12/31/2018,0.8913302590000001,,1.06,,1.07,,0.99,,1.05,,0.96,,,,,,,,
,9/28/2018,1.026369793,,0.97,,1.01,,0.92,,,,,,,,,,,,
,6/29/2018,0.96502545,,0.91,,0.87,,,,,,,,,,,,,,
,3/29/2018,0.828028251,,0.83,,0.8,,,,,,,,,,,,,,
,12/29/2017,1.8141808080000001,,0.98,,0.86,,0.35,,0.29,,0.43,,0.49,,,,,,
,9/29/2017,0.8957877040000001,,0.7,,0.35,,0.3,,0.47,,0.49,,,,,,,,
,6/30/2017,0.650805912,,0.56,,0.25,,0.28,,0.39,,0.42,,0.13,,,,,,
,3/31/2017,0.27414071,,0.37,,0.13,,0.16,,0.29,,0.38,,,,,,,,
,12/30/2016,0.032493056,,0.13,,0.26,,0.42,,0.47,,0.63,,0.65,0.69,,,,,
,9/30/2016,-0.283063251,,0.23,,0.28,,0.42,,0.48,,0.62,,0.64,0.69,,,,,
,6/30/2016,0.193171885,,0.37,,0.38,,0.47,,0.61,,0.62,,0.67,,,,,,
,3/31/2016,0.36131699700000003,,0.45,,0.56,,0.57,,0.62,,,,,,,,,,
,12/31/2015,-0.620689655,,0.56,,0.58,,0.57,,0.62,,0.76,,0.74,0.8,0.86,,,,
,9/30/2015,0.616790921,,0.6,,0.62,,0.76,,0.75,,0.79,,0.85,,,,,,
,6/30/2015,0.602346014,,0.68,,0.72,,0.71,,0.75,,0.81,,,,,,,,
,3/31/2015,0.635923926,,0.67,,0.7,,0.76,,0.69,,,,,,,,,,
,12/31/2014,0.7641246279999999,,0.7,,0.78,,0.84,,0.87,,1.02,,0.85,0.67,,,,,
,9/30/2014,0.7686717609999999,,0.67,,0.68,,0.78,,0.83,,0.82,,0.84,0.98,0.85,0.69,,,
,6/30/2014,0.60147618,,0.69,,0.7,,0.75,,0.76,,0.9,,0.85,0.66,,,,,
,3/31/2014,0.629843764,,0.66,,0.7,,0.82,,0.84,,0.85,,0.68,,,,,,
,12/31/2013,0.687919167,,0.68,,0.83,,0.85,,0.8,,,,,,,,,,
,9/30/2013,0.677279753,,0.8,,0.81,,0.93,,0.95,,0.82,,,,,,,,
,6/28/2013,0.7454977759999999,,0.83,,0.84,,0.85,,0.86,,0.87,,0.88,0.76,,,,,
,3/28/2013,0.7087965409999999,,0.76,,0.77,,0.78,,0.81,,0.88,,0.85,,,,,,
,12/28/2012,0.845974442,,0.85,,0.91,,0.82,,,,,,,,,,,,
,9/28/2012,0.836267962,,0.81,,,,,,,,,,,,,,,,
,6/29/2012,0.7675338509999999,,0.71,,,,,,,,,,,,,,,,
,3/30/2012,0.730359318,,0.61,,,,,,,,,,,,,,,,
,12/30/2011,0.658914332,,,,,,,,,,,,,,,,,,
,9/30/2011,0.695674378,,,,,,,,,,,,,,,,,,
,6/30/2011,0.54955046,,,,,,,,,,,,,,,,,,
,3/31/2011,0.6476364,,,,,,,,,,,,,,,,,,
,12/31/2010,0.5766631870000001,,,,,,,,,,,,,,,,,,
,9/30/2010,0.504710484,,,,,,,,,,,,,,,,,,
,6/30/2010,0.312882421,,,,,,,,,,,,,,,,,,
,3/31/2010,0.16903204300000002,,,,,,,,,,,,,,,,,,
,12/31/2009,0.17171265800000002,,,,,,,,,,,,,,,,,,
,9/30/2009,0.17838592600000003,,,,,,,,,,,,,,,,,,
,6/30/2009,0.186190716,,,,,,,,,,,,,,,,,,
,3/31/2009,0.220986758,,,,,,,,,,,,,,,,,,
,12/31/2008,-2.48,,,,,,,,,,,,,,,,,,
,9/30/2008,0.34,,,,,,,,,,,,,,,,,,
,6/30/2008,0.37,,,,,,,,,,,,,,,,,,
,3/31/2008,0.31,,,,,,,,,,,,,,,,,,
,12/31/2007,0.36,,,,,,,,,,,,,,,,,,
,9/28/2007,0.32,,,,,,,,,,,,,,,,,,
,6/29/2007,0.23,,,,,,,,,,,,,,,,,,
,3/30/2007,-0.19,,,,,,,,,,,,,,,,,,
,12/29/2006,0.36,,,,,,,,,,,,,,,,,,
,9/29/2006,0.21,,,,,,,,,,,,,,,,,,
,6/30/2006,0.17,,,,,,,,,,,,,,,,,,
