CNBC_Matches_Reported_EPS,Q_Report_Date,Q_Date,Q_EPS_Diluted,Q_EPS_Adjusted,Q_EPS_Projections_Date_0,Q_EPS_Projections_1,Q_EPS_Projections_Date_1,Q_EPS_Projections_2,Q_EPS_Projections_Date_2,Q_EPS_Projections_3,Q_EPS_Projections_Date_3,Unnamed: 9,Unnamed: 10,Unnamed: 11,Unnamed: 12,Unnamed: 13,Unnamed: 14,Unnamed: 15,Unnamed: 16,Unnamed: 17,Unnamed: 18,Unnamed: 19,Unnamed: 20,Unnamed: 21
Non-GAAP,,12/31/2026,,0.19,8/13/2025,0.19,7/23/2025,0.19,6/23/2025,0.19,5/11/2025,0.19,4/2/2025,0.18,2/21/2025,0.13,1/6/2025,0.13,1/5/2025,,,,,
Plots Adjusted,,9/30/2026,,0.18,,0.17,,0.17,,0.17,,0.17,,0.17,,0.15,,0.15,,,,,,
,,6/30/2026,,0.19,,0.17,,0.17,,0.17,,0.17,,0.17,,0.15,,0.15,,,,,,
,,3/30/2026,,0.16,,0.17,,0.17,,0.17,,0.16,,0.17,,0.14,,0.14,,,,,,
,,12/31/2025,,0.15,1/6/2025,0.16,1/6/2025,0.16,1/6/2025,0.16,1/6/2025,0.16,1/6/2025,0.15,1/6/2025,0.13,1/6/2025,0.13,1/5/2025,,,,,
,,9/30/2025,,0.14,,0.14,,0.14,,0.14,,0.14,,0.14,,0.15,,0.15,,,,,,
,8/5/2025,6/30/2025,-0.09,0.16,,0.13,,0.13,,0.13,,0.13,,0.14,,0.15,,0.15,,,,,,
,5/6/2025,3/30/2025,-0.05,0.14,,0.12,,0.12,,0.14,,0.14,,,,,,,,,,,,
,2/19/2025,12/31/2024,-0.1,0.07,,0.06,,0.06,,,,,,,,,,,,,,,,
,11/6/2024,9/30/2024,-0.01,0.15,,0.15,,,,,,,,,,,,,,,,,,
,8/7/2024,6/30/2024,-0.02,0.15,,0.15,,,,,,,,,,,,,,,,,,
,5/8/2024,3/30/2024,-0.05,0.13,,0.13,,,,,,,,,,,,,,,,,,
,2/27/2024,12/31/2023,-0.1,0.09,,0.09,,,,,,,,,,,,,,,,,,
,11/7/2023,9/30/2023,-1.24,0.08,,0.08,,,,,,,,,,,,,,,,,,
,,6/30/2023,0.04,0.09,,0.09,,,,,,,,,,,,,,,,,,
,,3/30/2023,0.02,0.1,,0.1,,,,,,,,,,,,,,,,,,
