CNBC_Matches_Reported_EPS,Q_Report_Date,Q_Date,Q_EPS_Diluted,Q_EPS_Adjusted,Q_EPS_Projections_Date_0,Q_EPS_Projections_1,Q_EPS_Projections_Date_1,Q_EPS_Projections_2,Q_EPS_Projections_Date_2,Q_EPS_Projections_3,Q_EPS_Projections_Date_3,Unnamed: 9,Unnamed: 10,Unnamed: 11,Unnamed: 12,Unnamed: 13,Unnamed: 14,Unnamed: 15,Unnamed: 16,Unnamed: 17,Unnamed: 18,Unnamed: 19,Unnamed: 20,Unnamed: 21
99.2 - Adj Dil,,12/31/2026,,0.35,10/28/2025,0.35,9/26/2025,0.34,8/22/2025,0.38,6/29/2025,0.38,5/16/2025,,,,,,,,,,,
,,9/30/2026,,0.44,,0.44,,0.43,,0.48,,0.49,,,,,,,,,,,,
,,6/30/2026,,0.41,,0.4,,0.4,,0.37,,0.37,,,,,,,,,,,,
,,3/30/2026,,0.34,,0.34,,0.34,,0.37,,0.34,,,,,,,,,,,,
,,12/31/2025,,0.24,1/26/2025,0.24,1/26/2025,0.23,1/26/2025,0.29,1/26/2025,0.29,1/26/2025,,,,,,,,,,,
,,9/30/2025,,0.31,,0.31,,0.31,,0.36,,0.37,,,,,,,,,,,,
,8/12/2025,6/30/2025,-0.12,-0.09,,0.28,,0.26,,0.3,,,,,,,,,,,,,,
,5/13/2025,3/30/2025,0.17,0.27,,0.27,,0.24,,0.23,,,,,,,,,,,,,,
,3/4/2025,12/31/2024,0.27,0.41,,0.19,,0.2,,0.18,,,,,,,,,,,,,,
,11/12/2024,9/30/2024,0.09,0.16,,0.2,,0.2,,,,,,,,,,,,,,,,
,8/13/2024,6/30/2024,0.09,0.14,,0.14,,,,,,,,,,,,,,,,,,
,5/14/2024,3/30/2024,0.28,0.33,,0.33,,,,,,,,,,,,,,,,,,
,3/12/2024,12/31/2023,-0.08,-0.05,,-0.05,,,,,,,,,,,,,,,,,,
,11/14/2023,9/30/2023,0.18,0.2,,0.2,,,,,,,,,,,,,,,,,,
,8/15/2023,6/30/2023,0.01,0.04,,0.04,,,,,,,,,,,,,,,,,,
,5/16/2023,3/30/2023,0.14,0.15,,0.15,,,,,,,,,,,,,,,,,,
,3/21/2023,12/31/2022,-0.6,0.02,,0.02,,,,,,,,,,,,,,,,,,
,11/16/2022,9/30/2022,0.06,0.07,,0.07,,,,,,,,,,,,,,,,,,
,8/16/2022,6/30/2022,0.15,0.14,,0.14,,,,,,,,,,,,,,,,,,
,5/17/2022,3/31/2022,0.04,0.05,,0.05,,,,,,,,,,,,,,,,,,
,,12/31/2021,-0.08,-0.04,,-0.04,,,,,,,,,,,,,,,,,,
,,9/30/2021,0.04,0.06,,0.06,,,,,,,,,,,,,,,,,,
,,6/30/2021,0.05,0.05,,0.05,,,,,,,,,,,,,,,,,,
,,3/31/2021,-0.04,0.05,,0.05,,,,,,,,,,,,,,,,,,
