CNBC_Matches_Reported_EPS,Q_Report_Date,Q_Date,Q_EPS_Diluted,Q_EPS_Adjusted,Q_EPS_Projections_Date_0,Q_EPS_Projections_1,Q_EPS_Projections_Date_1,Q_EPS_Projections_2,Q_EPS_Projections_Date_2,Q_EPS_Projections_3,Q_EPS_Projections_Date_3,Unnamed: 9,Unnamed: 10,Unnamed: 11,Unnamed: 12,Unnamed: 13,Unnamed: 14,Unnamed: 15,Unnamed: 16,Unnamed: 17,Unnamed: 18,Unnamed: 19,Unnamed: 20,Unnamed: 21
Non-GAAP,,12/31/2025,,0.62,1/22/2025,0.62,1/21/2025,,,,,,,,,,,,,,,,,
Plots Adjusted,,9/30/2025,,0.52,,0.52,,,,,,,,,,,,,,,,,,
,,6/30/2025,,0.22,,0.22,,,,,,,,,,,,,,,,,,
,,3/30/2025,,0.11,,0.11,,,,,,,,,,,,,,,,,,
,,12/31/2024,,0.43,,0.43,,,,,,,,,,,,,,,,,,
,11/6/2024,9/30/2024,-0.83,0.4,,0.4,,,,,,,,,,,,,,,,,,
,8/7/2024,6/30/2024,-1.16,0.12,,0.12,,,,,,,,,,,,,,,,,,
,5/8/2024,3/30/2024,-1.26,-0.08,,-0.08,,,,,,,,,,,,,,,,,,
,2/13/2024,12/31/2023,-0.89,0.24,,0.24,,,,,,,,,,,,,,,,,,
,11/1/2023,9/30/2023,-0.81,0.06,,0.06,,,,,,,,,,,,,,,,,,
,8/2/2023,6/30/2023,-1.17,-0.22,,-0.22,,,,,,,,,,,,,,,,,,
,5/3/2023,3/30/2023,-0.76,0.09,,0.09,,,,,,,,,,,,,,,,,,
,2/1/2023,12/31/2022,-0.07,0.64,,0.64,,,,,,,,,,,,,,,,,,
,11/2/2022,9/30/2022,0.26,0.97,,0.97,,,,,,,,,,,,,,,,,,
,8/3/2022,6/30/2022,0.57,1.11,,1.11,,,,,,,,,,,,,,,,,,
,5/4/2022,3/31/2022,0.27,0.94,,0.94,,,,,,,,,,,,,,,,,,
,2/2/2022,12/31/2021,0.9,1.32,,1.32,,,,,,,,,,,,,,,,,,
,11/3/2021,9/30/2021,0.66,1.03,,1.03,,,,,,,,,,,,,,,,,,
,8/4/2021,6/30/2021,0.1,0.46,,0.46,,,,,,,,,,,,,,,,,,
,5/4/2021,3/31/2021,-0.2,0.22,,0.22,,,,,,,,,,,,,,,,,,
,2/3/2021,12/31/2020,0.1,0.42,,0.42,,,,,,,,,,,,,,,,,,
,11/4/2020,9/30/2020,-0.04,0.23,,0.23,,,,,,,,,,,,,,,,,,
,8/5/2020,6/30/2020,-0.36,-0.14,,-0.14,,,,,,,,,,,,,,,,,,
,5/6/2020,3/31/2020,-0.34,-0.14,,-0.14,,,,,,,,,,,,,,,,,,
,2/5/2020,12/31/2019,0.05,0.16,,0.16,,,,,,,,,,,,,,,,,,
