CNBC_Matches_Reported_EPS,Q_Report_Date,Q_Date,Q_EPS_Diluted,Q_EPS_Adjusted,Q_EPS_Projections_Date_0,Q_EPS_Projections_1,Q_EPS_Projections_Date_1,Q_EPS_Projections_2,Q_EPS_Projections_Date_2,Q_EPS_Projections_2,Q_EPS_Projections_Date_2,,,,,,
N,,12/31/2026,,3.51,12/15/2025,3.52,11/4/2025,3.48,9/12/2025,3.31,8/4/2025,3.28,6/20/2025,3.23,5/4/2025,3.28,4/6/2025
,,9/30/2026,,3.73,,3.72,,3.72,,3.57,,3.51,,3.44,,3.49,
,,6/30/2026,,3.03,,3.02,,3.02,,2.92,,2.9,,2.85,,2.87,
,,3/30/2026,,2.34,,2.33,,2.29,,2.24,,2.21,,2.11,,2.12,
,,12/31/2025,,3.02,1/29/2025,3.03,1/29/2025,3.04,1/29/2025,2.95,1/29/2025,2.95,1/29/2025,2.95,1/29/2025,2.91,1/29/2025
,10/30/2025,9/30/2025,2.24,3.33,,3.27,,3.19,,3.15,,3.11,,3.06,,,
,7/31/2025,6/30/2025,1.52,2.48,,2.46,,2.47,,2.5,,,,,,,
,5/1/2025,3/30/2025,0.96,1.78,,1.74,,1.77,,1.82,,,,,,,
,2/20/2025,12/31/2024,2.03,2.94,4/9/2024,2.62,4/9/2024,2.62,4/9/2024,2.62,4/9/2024,,,,,,
,10/31/2024,9/30/2024,1.95,2.72,,2.74,,2.75,,2.71,,,,,,,
,8/1/2024,6/30/2024,1.26,1.9,,1.91,,2.01,,2.08,,,,,,,
,5/2/2024,3/30/2024,0.79,1.41,,1.32,,1.36,,1.56,,,,,,,
,2/22/2024,12/31/2023,1.42,2.04,4/8/2023,1.98,4/8/2023,1.98,4/8/2023,2.03,4/8/2023,,,,,,
,11/2/2023,9/30/2023,1.83,2.24,,2.12,,2.15,,2.2,,,,,,,
,8/3/2023,6/30/2023,1.12,1.65,,1.64,,1.66,,1.73,,,,,,,
,5/4/2023,3/30/2023,0.64,1.24,,1.18,,1.19,,1.34,,,,,,,
,2/23/2023,12/30/2022,1.1,1.68,,1.6,,1.6,,1.58,,,,,,,
,11/3/2022,9/30/2022,1.06,1.77,,1.77,,1.78,,1.84,,,,,,,
,8/4/2022,6/30/2022,0.59,1.54,,1.52,,1.54,,1.55,,,,,,,
,5/5/2022,3/31/2022,0.57,1.37,,1.26,,1.35,,1.2,,,,,,,
,2/24/2022,12/31/2021,0.71,1.54,,1.41,,1.39,,1.25,,,,,,,
,11/4/2021,9/30/2021,1.208317164,1.48,,1.46,,1.45,,1.39,,,,,,,
,8/5/2021,6/30/2021,0.809317668,1.06,,1.04,,1.03,,1.02,,,,,,,
,5/6/2021,3/31/2021,0.621411313,0.83,,0.73,,0.72,,0.63,,,,,,,
,2/25/2021,12/31/2020,1.172603779,1.22,,0.99,,1.06,,1.1,,,,,,,
,10/29/2020,9/30/2020,1.128495529,1.4,,1.1,,1.09,,1.13,,,,,,,
,8/6/2020,6/30/2020,0.515227737,0.74,,0.48,,0.47,,1,,,,,,,
,5/7/2020,3/31/2020,0.263551949,0.47,,0.46,,0.5,,0.74,,,,,,,
,2/27/2020,12/31/2019,0.797774356,0.93,,0.83,,0.85,,0.8,,,,,,,
,10/31/2019,9/30/2019,0.922882839,1.14,,1.03,,1.04,,1.02,,,,,,,
,8/1/2019,6/28/2019,0.185709144,0.31,,0.83,,0.85,,0.82,,,,,,,
,5/2/2019,3/29/2019,0.82267954,0.96,,0.83,,0.8,,0.57,,,,,,,
,2/21/2019,12/31/2018,0.368394434,0.96,,0.9,,0.77,,0.6,,,,,,,
,11/1/2018,9/28/2018,0.810419879,0.88,,0.96,,0.98,,0.76,,,,,,,
,8/2/2018,6/29/2018,0.481031081,0.59,,0.6,,0.61,,,,,,,,,
,5/3/2018,3/29/2018,0.238734164,0.4,,0.32,,0.46,,,,,,,,,
,,12/29/2017,0.716093679,,,0.44,,0.45,,0.39,,,,,,,
,,9/29/2017,0.563062665,,,0.61,,0.59,,,,,,,,,
,,6/30/2017,0.408779176,,,0.53,,0.5,,,,,,,,,
,,3/31/2017,0.311062848,,,0.4,,0.45,,0.39,,,,,,,
,,12/30/2016,0.56521206,,,0.56,,0.57,,0.49,,,,,,,
,,9/30/2016,0.475681185,,,0.55,,0.56,,0.55,,,,,,,
,,6/30/2016,0.106078268,,,0.36,,0.37,,0.43,,,,,,,
,,3/31/2016,0.125892166,,,0.26,,0.31,,0.36,,,,,,,
,,12/31/2015,-0.03102491,,,0.28,,0.48,,0.6,,,,,,,
,,9/30/2015,1.145146353,,,0.29,,0.45,,0.67,,,,,,,
,,6/30/2015,0.216414233,,,0.44,,0.45,,0.53,,,,,,,
,,3/31/2015,0.248197132,,,0.41,,0.47,,0.46,,,,,,,
,,12/31/2014,0.301970318,,,0.51,,0.54,,0.55,,,,,,,
,,9/30/2014,0.431164785,,,0.58,,0.57,,0.58,,,,,,,
,,6/30/2014,0.369155262,,,0.42,,0.41,,0.44,,,,,,,
,,3/31/2014,0.248353304,,,0.37,,0.36,,0.37,,,,,,,
,,12/31/2013,0.766994267,,,0.4,,0.43,,0.4,,,,,,,
,,9/30/2013,0.432289825,,,0.4,,0.38,,0.39,,,,,,,
,,6/28/2013,0.32764685,,,0.33,,0.34,,0.29,,,,,,,
,,3/28/2013,0.33759695,,,0.29,,0.27,,0.36,,,,,,,
,,12/28/2012,0.463960628,,,0.35,,,,,,,,,,,
,,9/28/2012,0.452059163,,,0.36,,,,,,,,,,,
,,6/29/2012,0.307564516,,,0.29,,,,,,,,,,,
,,3/30/2012,0.216014783,,,0.16,,,,,,,,,,,
,,12/30/2011,0.315474491,,,nan,,,,,,,,,,,
,,9/29/2011,0.246777286,,,nan,,,,,,,,,,,
,,6/30/2011,0.15,,,nan,,,,,,,,,,,
,,3/31/2011,-0.08,,,nan,,,,,,,,,,,
,,12/31/2010,0.16,,,nan,,,,,,,,,,,
,,9/30/2010,0.3,,,nan,,,,,,,,,,,
,,6/30/2010,0.16,,,nan,,,,,,,,,,,
,,3/31/2010,0.11,,,nan,,,,,,,,,,,
,,12/31/2009,0.21,,,nan,,,,,,,,,,,
,,9/30/2009,0.32,,,nan,,,,,,,,,,,
,,6/30/2009,0.17,,,nan,,,,,,,,,,,
,,3/31/2009,0.11,,,nan,,,,,,,,,,,
,,12/31/2008,0.24,,,nan,,,,,,,,,,,
,,9/30/2008,0.28,,,nan,,,,,,,,,,,
,,6/30/2008,0.21,,,nan,,,,,,,,,,,
,,3/31/2008,0.13,,,nan,,,,,,,,,,,
,,12/31/2007,0.18,,,nan,,,,,,,,,,,
,,9/28/2007,0.3,,,nan,,,,,,,,,,,
,,6/29/2007,0.17,,,nan,,,,,,,,,,,
,,3/30/2007,0.23,,,nan,,,,,,,,,,,
,,12/29/2006,-0.27,,,nan,,,,,,,,,,,
,,9/29/2006,0.17,,,nan,,,,,,,,,,,
,,6/30/2006,0.14,,,nan,,,,,,,,,,,
,,3/31/2006,0.07,,,nan,,,,,,,,,,,
,,12/30/2005,0.15,,,nan,,,,,,,,,,,
,,9/30/2005,0.11,,,nan,,,,,,,,,,,
,,6/30/2005,0.03,,,nan,,,,,,,,,,,
,,3/31/2005,-0.04,,,nan,,,,,,,,,,,
,,12/31/2004,-0.26,,,nan,,,,,,,,,,,
,,9/30/2004,0.17,,,nan,,,,,,,,,,,
,,6/30/2004,0.14,,,nan,,,,,,,,,,,
,,3/31/2004,0.07,,,nan,,,,,,,,,,,
,,12/31/2003,-0.23,,,nan,,,,,,,,,,,
,,9/30/2003,0.05,,,nan,,,,,,,,,,,
,,6/30/2003,-0.08,,,nan,,,,,,,,,,,
,,3/31/2003,-0.03,,,nan,,,,,,,,,,,
,,12/31/2002,-0.1,,,nan,,,,,,,,,,,
,,9/30/2002,-0.14,,,nan,,,,,,,,,,,
,,6/28/2002,-2.91,,,nan,,,,,,,,,,,
,,3/28/2002,-5.53,,,nan,,,,,,,,,,,
,,12/31/2001,0.17,,,nan,,,,,,,,,,,
,,9/28/2001,0.34,,,nan,,,,,,,,,,,
,,6/29/2001,0.21,,,nan,,,,,,,,,,,
,,3/30/2001,0.38,,,nan,,,,,,,,,,,
,,12/29/2000,0.2,,,nan,,,,,,,,,,,
,,9/29/2000,0.53,,,nan,,,,,,,,,,,
,,6/30/2000,0.42,,,nan,,,,,,,,,,,
,,3/31/2000,0.28,,,nan,,,,,,,,,,,
,,12/31/1999,0.39,,,nan,,,,,,,,,,,
,,9/30/1999,0.34,,,nan,,,,,,,,,,,
,,6/30/1999,0.1,,,nan,,,,,,,,,,,
,,3/31/1999,0.09,,,nan,,,,,,,,,,,
,,12/31/1998,0.17,,,nan,,,,,,,,,,,
,,9/30/1998,0.21,,,nan,,,,,,,,,,,
,,6/30/1998,0.12,,,nan,,,,,,,,,,,
