CNBC_Matches_Reported_EPS,Q_Report_Date,Q_Date,Q_EPS_Diluted,Q_EPS_Adjusted,Q_EPS_Projections_Date_0,Q_EPS_Projections_1,Q_EPS_Projections_Date_1,Q_EPS_Projections_2,Q_EPS_Projections_Date_2,Q_EPS_Projections_3,Q_EPS_Projections_Date_3,Unnamed: 9,Unnamed: 10,Unnamed: 11,Unnamed: 12,Unnamed: 13,Unnamed: 14,Unnamed: 15,Unnamed: 16,Unnamed: 17,Unnamed: 18,Unnamed: 19,Unnamed: 20,Unnamed: 21
Y,,12/31/2025,,0.08,9/11/2024,0.07,7/31/2024,0.07,7/30/2024,,,,,,,,,,,,,,,
,,9/30/2025,,0.07,,0.07,,0.07,,,,,,,,,,,,,,,,
,,6/30/2025,,0.06,,0.06,,0.06,,,,,,,,,,,,,,,,
,,3/30/2025,,0.04,,0.04,,0.04,,,,,,,,,,,,,,,,
,,12/31/2024,,0.03,,0.03,,0.03,,,,,,,,,,,,,,,,
,,9/30/2024,,0.04,,0.03,,0.03,,,,,,,,,,,,,,,,
,7/30/2024,6/30/2024,0.01,0.01,,0.01,,,,,,,,,,,,,,,,,,
,4/29/2024,3/30/2024,0.02,0.02,,0.02,,,,,,,,,,,,,,,,,,
,1/29/2024,12/31/2023,0.02,0.02,,0.02,,,,,,,,,,,,,,,,,,
,10/30/2023,9/30/2023,-0.29,-0.29,,-0.29,,,,,,,,,,,,,,,,,,
,7/31/2023,6/30/2023,-0.06,-0.06,,-0.06,,,,,,,,,,,,,,,,,,
,5/1/2023,3/30/2023,-0.05,-0.05,,-0.05,,,,,,,,,,,,,,,,,,
,1/30/2023,12/31/2022,-0.05,-0.05,,-0.05,,,,,,,,,,,,,,,,,,
,11/1/2022,9/30/2022,-0.09,-0.09,,-0.09,,,,,,,,,,,,,,,,,,
,8/2/2022,6/30/2022,-0.12,-0.12,,-0.12,,,,,,,,,,,,,,,,,,
,5/10/2022,3/31/2022,-0.14,-0.14,,-0.14,,,,,,,,,,,,,,,,,,
,3/1/2022,12/31/2021,-0.15,-0.15,,-0.15,,,,,,,,,,,,,,,,,,
,11/10/2021,9/30/2021,-0.05,-0.05,,-0.05,,,,,,,,,,,,,,,,,,
,8/12/2021,6/30/2021,-0.48,-0.48,,-0.48,,,,,,,,,,,,,,,,,,
,,3/31/2021,-0.32,-0.32,,-0.32,,,,,,,,,,,,,,,,,,
,,12/31/2020,-1.07,-1.07,,-1.07,,,,,,,,,,,,,,,,,,
,,9/30/2020,-1.07,-1.07,,-1.07,,,,,,,,,,,,,,,,,,
,,6/30/2020,-1.08,-1.08,,-1.08,,,,,,,,,,,,,,,,,,
,,3/31/2020,-1.08,-1.08,,-1.08,,,,,,,,,,,,,,,,,,
,,12/31/2019,-1,-1,,-1,,,,,,,,,,,,,,,,,,
,,9/30/2019,-1,-1,,-1,,,,,,,,,,,,,,,,,,
,,6/28/2019,-1.01,-1.01,,-1.01,,,,,,,,,,,,,,,,,,
,,3/29/2019,-1.02,-1.02,,-1.02,,,,,,,,,,,,,,,,,,
