CNBC_Matches_Reported_EPS,Q_Report_Date,Q_Date,Q_EPS_Diluted,Q_EPS_Adjusted,Q_EPS_Projections_Date_0,Q_EPS_Projections_1,Q_EPS_Projections_Date_1,Q_EPS_Projections_2,Q_EPS_Projections_Date_2,Q_EPS_Projections_2,Q_EPS_Projections_Date_2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Non-GAAP Diluted,,10/30/2024,,3.76,1/23/2024,3.76,12/25/2023,3.77,11/16/2023,3.79,10/12/2023,3.78,9/3/2023,3.84,8/16/2023,3.84,7/7/2023,3.84,6/3/2023,3.87,4/13/2023,3.87,3/4/2023,,2/21/2023,3.5,1/16/2023,3.49,12/10/2022,3.53,11/8/2022,3.54,10/6/2022,3.61,9/3/2022,3.9,8/15/2022,3.91,7/6/2022,4.05,6/4/2022,4.14,5/16/2022,4.14,4/10/2022,4.15,3/9/2022,4.15,2/6/2022,,1/6/2022,3.83,12/5/2021,3.86,11/12/2021,3.88,10/7/2021,3.92,9/6/2021,3.92,8/15/2021,3.92,7/9/2021,3.94,6/6/2021,3.92,5/7/2021,3.92,4/6/2021,3.94,3/4/2021,3.94,2/12/2021
,,7/30/2024,,3.65,,3.65,,3.7,,3.73,,3.74,,3.73,,3.73,,3.73,,3.7,,3.7,,,,3.33,,3.31,,3.38,,3.39,,3.47,,3.76,,3.78,,3.97,,4.07,,4.07,,4.07,,4.07,,,,3.8,,3.81,,3.84,,3.68,,3.68,,3.68,,3.62,,3.6,,3.6,,3.56,,3.56,
,,4/30/2024,,3.29,,3.29,,3.36,,3.39,,3.42,,3.49,,3.49,,3.49,,3.42,,3.42,,,,2.98,,3.01,,3.16,,3.17,,3.24,,3.51,,3.52,,3.72,,3.84,,3.84,,3.85,,3.85,,,,3.52,,3.53,,3.54,,3.56,,3.56,,3.56,,3.43,,3.38,,3.38,,3.33,,3.33,
,,1/30/2024,,3.13,,3.13,,3.23,,3.27,,3.3,,3.4,,3.4,,3.4,,3.45,,3.39,,,,2.67,,2.71,,2.99,,3,,3.07,,3.4,,3.42,,3.59,,3.71,,3.69,,3.72,,3.72,,,,3.3,,3.32,,3.32,,3.39,,3.39,,3.39,,3.38,,3.38,,3.38,,3.26,,3.26,
,12/7/2023,10/30/2023,1.7,3.47,,3.48,,3.48,,3.48,,3.49,,3.49,,3.49,,3.52,,3.51,,3.48,,3.5,,3.49,12/10/2022,3.53,11/8/2022,3.54,10/6/2022,3.61,9/3/2022,3.9,8/15/2022,3.91,7/6/2022,4.05,6/4/2022,4.14,5/16/2022,4.14,4/10/2022,4.15,3/9/2022,4.15,2/6/2022,,1/6/2022,3.83,12/5/2021,3.86,11/12/2021,3.88,10/7/2021,3.92,9/6/2021,3.92,8/15/2021,3.92,7/9/2021,3.94,6/6/2021,3.92,5/7/2021,3.92,4/6/2021,3.94,3/4/2021,3.94,2/12/2021,,
,8/30/2023,7/30/2023,1.71,3.35,,3.34,,3.34,,3.34,,3.32,,3.32,,3.3,,3.33,,3.31,,3.38,,3.39,,3.47,,3.76,,3.78,,3.97,,4.07,,4.07,,4.07,,4.07,,,,3.8,,3.81,,3.84,,3.68,,3.68,,3.68,,3.62,,3.6,,3.6,,3.56,,3.56,,,,,,,,,
,6/1/2023,4/30/2023,0.8,3.08,,3.02,,3.02,,2.99,,2.98,,3.01,,3.16,,3.17,,3.24,,3.51,,3.52,,3.72,,3.84,,3.84,,3.85,,3.85,,,,3.52,,3.53,,3.54,,3.56,,3.56,,3.56,,3.43,,3.38,,3.38,,3.33,,3.33,,,,,,,,,,,,,,,
,3/2/2023,1/30/2023,1.7,2.9,,2.69,,2.67,,2.71,,2.99,,3,,3.07,,3.4,,3.42,,3.59,,3.71,,3.69,,3.72,,3.72,,,,3.3,,3.32,,3.32,,3.39,,3.39,,3.39,,3.38,,3.38,,3.38,,3.26,,3.26,,,,,,,,,,,,,,,,,,,
,12/8/2022,10/29/2022,1.32,2.75,,3.12,,3.13,,3.16,,3.43,,3.45,,3.57,,3.71,,3.71,,3.72,,3.91,,3.92,,3.83,12/5/2021,3.86,11/12/2021,3.88,10/7/2021,3.92,9/6/2021,3.92,8/15/2021,3.92,7/9/2021,3.94,6/6/2021,3.92,5/7/2021,3.92,4/6/2021,3.94,3/4/2021,3.94,2/12/2021,,,,,,,,,,,,,,,,,,,,,,,,
,8/31/2022,7/30/2022,1.98,3.19,,3.25,,3.26,,3.51,,3.63,,3.63,,3.64,,3.76,,3.76,,3.8,,3.81,,3.84,,3.68,,3.68,,3.68,,3.62,,3.6,,3.6,,3.56,,3.56,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
