CNBC_Matches_Reported_EPS,Q_Report_Date,Q_Date,Q_EPS_Diluted,Q_EPS_Adjusted,Q_EPS_Projections_Date_0,Q_EPS_Projections_1,Q_EPS_Projections_Date_1,Q_EPS_Projections_2,Q_EPS_Projections_Date_2,Q_EPS_Projections_2,Q_EPS_Projections_Date_2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Adjusted Diluted,,12/31/2026,,0.94,4/26/2025,0.94,4/3/2025,0.95,2/23/2025,0.87,1/11/2025,0.86,12/4/2024,0.86,10/26/2024,0.93,10/4/2024,0.95,8/22/2024,1.07,7/11/2024,1.07,5/31/2024,1.07,4/26/2024,0.97,4/9/2024,0.96,2/25/2024,0.98,1/14/2024,0.97,12/6/2023,0.98,10/28/2023,1.02,10/13/2023,1.01,9/6/2023,1.02,7/28/2023,1.03,6/10/2023,1.03,4/29/2023,,4/8/2023,0.82,2/25/2023,0.95,1/9/2023,0.96,12/4/2022,0.96,10/30/2022,1,10/8/2022,1.01,9/7/2022,1,8/2/2022,0.99,7/8/2022,0.99,6/5/2022,0.97,5/2/2022,0.97,3/20/2022,,2/19/2022,0.88,1/8/2022,0.88,12/6/2021,0.87,10/31/2021,0.87,10/7/2021,0.87,9/7/2021,0.81,7/31/2021,0.8,7/6/2021,0.8,5/31/2021,0.78,5/1/2021,0.78,3/19/2021
,,9/30/2026,,1.02,,1.02,,1.01,,0.99,,0.98,,0.98,,1,,1.02,,1.18,,1.18,,1.18,,1.06,,1.06,,1.11,,1.1,,1.11,,1.16,,1.15,,1.17,,1.16,,1.16,,,,1.06,,1.05,,1.06,,1.06,,1.11,,1.12,,1.12,,1.12,,1.12,,1.13,,1.13,,,,1.04,,1.04,,0.99,,0.97,,0.97,,0.86,,0.85,,0.85,,0.84,,0.84,
,,6/30/2026,,1.02,,1.07,,1.06,,1.02,,1,,1,,1.08,,1.1,,1.16,,1.16,,1.16,,1.12,,1.12,,1.15,,1.13,,1.13,,1.21,,1.21,,1.21,,1.18,,1.18,,,,1.1,,1.11,,1.12,,1.13,,1.15,,1.15,,1.13,,1.13,,1.13,,1.15,,1.15,,,,1.06,,1.06,,1.05,,1.05,,1.05,,0.85,,0.81,,0.78,,0.78,,0.78,
,,3/30/2026,,0.91,,0.88,,0.88,,0.85,,0.83,,0.83,,0.94,,0.95,,1,,1,,1,,0.95,,0.95,,1,,0.99,,0.99,,1.1,,1.1,,1.1,,1.12,,1.12,,,,0.96,,0.99,,0.99,,0.99,,0.96,,0.98,,0.99,,1.01,,1.01,,1.02,,1.02,,,,0.99,,0.99,,0.99,,0.98,,0.98,,0.94,,0.94,,0.93,,0.76,,0.76,
,,12/31/2025,,0.87,1/11/2025,0.87,1/11/2025,0.88,1/11/2025,0.87,1/11/2025,0.86,12/4/2024,0.86,10/26/2024,0.93,10/4/2024,0.95,8/22/2024,1.07,7/11/2024,1.07,5/31/2024,1.07,4/26/2024,0.97,4/9/2024,0.96,2/25/2024,0.98,1/14/2024,0.97,12/6/2023,0.98,10/28/2023,1.02,10/13/2023,1.01,9/6/2023,1.02,7/28/2023,1.03,6/10/2023,1.03,4/29/2023,,4/8/2023,0.82,2/25/2023,0.95,1/9/2023,0.96,12/4/2022,0.96,10/30/2022,1,10/8/2022,1.01,9/7/2022,1,8/2/2022,0.99,7/8/2022,0.99,6/5/2022,0.97,5/2/2022,0.97,3/20/2022,,2/19/2022,0.88,1/8/2022,0.88,12/6/2021,0.87,10/31/2021,0.87,10/7/2021,0.87,9/7/2021,0.81,7/31/2021,0.8,7/6/2021,0.8,5/31/2021,0.78,5/1/2021,0.78,3/19/2021
,,9/30/2025,,0.95,,0.96,,0.96,,0.99,,0.98,,0.98,,1,,1.02,,1.18,,1.18,,1.18,,1.06,,1.06,,1.11,,1.1,,1.11,,1.16,,1.15,,1.17,,1.16,,1.16,,,,1.06,,1.05,,1.06,,1.06,,1.11,,1.12,,1.12,,1.12,,1.12,,1.13,,1.13,,,,1.04,,1.04,,0.99,,0.97,,0.97,,0.86,,0.85,,0.85,,0.84,,0.84,
,,6/30/2025,,0.92,,0.98,,0.97,,1.02,,1,,1,,1.08,,1.1,,1.16,,1.16,,1.16,,1.12,,1.12,,1.15,,1.13,,1.13,,1.21,,1.21,,1.21,,1.18,,1.18,,,,1.1,,1.11,,1.12,,1.13,,1.15,,1.15,,1.13,,1.13,,1.13,,1.15,,1.15,,,,1.06,,1.06,,1.05,,1.05,,1.05,,0.85,,0.81,,0.78,,0.78,,0.78,
,4/24/2025,3/30/2025,0.65,0.79,,0.78,,0.79,,0.85,,0.83,,0.83,,0.94,,0.95,,1,,1,,1,,0.95,,0.95,,1,,0.99,,0.99,,1.1,,1.1,,1.1,,1.12,,1.12,,,,0.96,,0.99,,0.99,,0.99,,0.96,,0.98,,0.99,,1.01,,1.01,,1.02,,1.02,,,,0.99,,0.99,,0.99,,0.98,,0.98,,0.94,,0.94,,0.93,,0.76,,0.76,
,2/20/2025,12/31/2024,0.6,0.8,4/9/2024,0.76,4/9/2024,0.76,4/9/2024,0.76,4/9/2024,0.86,4/9/2024,0.88,4/9/2024,0.98,4/9/2024,0.98,4/9/2024,0.98,4/9/2024,0.97,4/9/2024,0.96,2/25/2024,0.98,1/14/2024,0.97,12/6/2023,0.98,10/28/2023,1.02,10/13/2023,1.01,9/6/2023,1.02,7/28/2023,1.03,6/10/2023,1.03,4/29/2023,,4/8/2023,0.82,2/25/2023,0.95,1/9/2023,0.96,12/4/2022,0.96,10/30/2022,1,10/8/2022,1.01,9/7/2022,1,8/2/2022,0.99,7/8/2022,0.99,6/5/2022,0.97,5/2/2022,0.97,3/20/2022,,2/19/2022,0.88,1/8/2022,0.88,12/6/2021,0.87,10/31/2021,0.87,10/7/2021,0.87,9/7/2021,0.81,7/31/2021,0.8,7/6/2021,0.8,5/31/2021,0.78,5/1/2021,0.78,3/19/2021,,,,
,10/24/2024,9/30/2024,0.73,0.88,,0.89,,0.92,,1.09,,1.09,,1.09,,1.06,,1.06,,1.11,,1.1,,1.11,,1.16,,1.15,,1.17,,1.16,,1.16,,,,1.06,,1.05,,1.06,,1.06,,1.11,,1.12,,1.12,,1.12,,1.12,,1.13,,1.13,,,,1.04,,1.04,,0.99,,0.97,,0.97,,0.86,,0.85,,0.85,,0.84,,0.84,,,,,,,,,,,
