CNBC_Matches_Reported_EPS,Q_Report_Date,Q_Date,Q_EPS_Diluted,Q_EPS_Adjusted,Q_EPS_Projections_Date_0,Q_EPS_Projections_1,Q_EPS_Projections_Date_1,Q_EPS_Projections_2,Q_EPS_Projections_Date_2,Q_EPS_Projections_3,Q_EPS_Projections_Date_3,Unnamed: 9,Unnamed: 10,Unnamed: 11,Unnamed: 12,Unnamed: 13,Unnamed: 14,Unnamed: 15,Unnamed: 16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Adjusted,,3/30/2026,,1.46,9/30/2024,1.45,8/16/2024,1.27,6/26/2024,1.19,5/11/2024,1.11,4/4/2024,1.1,2/11/2024,1.08,12/28/2023,1.08,11/3/2023,1.07,9/29/2023,1.07,8/10/2023,,6/21/2023,0.94,5/13/2023,0.84,3/19/2023,0.84,2/11/2023,0.78,1/24/2023,0.78,12/17/2022,0.79,11/9/2022,0.78,9/19/2022,0.78,8/15/2022,0.81,7/20/2022,,6/20/2022,0.75,5/14/2022,0.73,4/14/2022,0.74,3/12/2022,0.74,2/9/2022,0.68,1/20/2022,0.71,12/16/2021,0.71,11/12/2021,0.75,10/18/2021,0.75,9/16/2021,0.79,8/14/2021,0.79,7/13/2021,0.86,6/14/2021,0.91,5/16/2021,0.96,4/3/2021,0.96,3/2/2021,0.94,2/2/2021,0.9,1/5/2021,0.9,1/5/2021,0.89,12/4/2020,0.89,11/6/2020,0.93,10/12/2020,0.93,9/13/2020,1.07,8/4/2020,1.213333333,8/3/2020,1.214337748
,,12/30/2025,,1.39,,1.39,,1.23,,1.2,,1.16,,1.15,,1.1,,1.1,,1.09,,1.09,,,,0.97,,0.94,,0.94,,0.86,,0.86,,0.86,,0.84,,0.84,,0.8,,,,0.77,,0.74,,0.74,,0.75,,0.69,,0.72,,0.72,,0.75,,0.75,,0.8,,0.8,,0.86,,0.96,,1,,1,,0.96,,0.96,,0.96,,0.95,,0.95,,0.97,,0.97,,1.09,,1.28,,1.281059603
,,9/30/2025,,1.29,,1.26,,1.09,,1.08,,1.08,,1.08,,1.07,,1.08,,1.06,,1.06,,,,0.9,,0.91,,0.91,,0.84,,0.83,,0.83,,0.74,,0.74,,0.62,,,,0.64,,0.64,,0.65,,0.64,,0.59,,0.61,,0.61,,0.63,,0.63,,0.67,,0.67,,0.61,,0.78,,0.88,,0.89,,0.87,,0.89,,0.89,,0.89,,0.89,,0.89,,0.89,,1.02,,0.96,,0.960794702
,,6/30/2025,,1.19,,1.2,,1,,1.01,,1.03,,1.04,,1.01,,1.02,,0.97,,0.97,,,,0.71,,0.7,,0.7,,0.64,,0.63,,0.63,,0.65,,0.65,,0.51,,,,0.59,,0.69,,0.7,,0.71,,0.73,,0.71,,0.71,,0.75,,0.75,,0.72,,0.72,,0.45,,0.64,,0.76,,0.76,,0.75,,0.77,,0.77,,0.74,,0.74,,0.84,,0.84,,0.9,,0.546666667,,0.547119205
,,3/30/2025,,1.28,6/26/2024,1.28,6/26/2024,1.27,6/26/2024,1.19,5/11/2024,1.11,4/4/2024,1.1,2/11/2024,1.08,12/28/2023,1.08,11/3/2023,1.07,9/29/2023,1.07,8/10/2023,,6/21/2023,0.94,5/13/2023,0.84,3/19/2023,0.84,2/11/2023,0.78,1/24/2023,0.78,12/17/2022,0.79,11/9/2022,0.78,9/19/2022,0.78,8/15/2022,0.81,7/20/2022,,6/20/2022,0.75,5/14/2022,0.73,4/14/2022,0.74,3/12/2022,0.74,2/9/2022,0.68,1/20/2022,0.71,12/16/2021,0.71,11/12/2021,0.75,10/18/2021,0.75,9/16/2021,0.79,8/14/2021,0.79,7/13/2021,0.86,6/14/2021,0.91,5/16/2021,0.96,4/3/2021,0.96,3/2/2021,0.94,2/2/2021,0.9,1/5/2021,0.9,1/5/2021,0.89,12/4/2020,0.89,11/6/2020,0.93,10/12/2020,0.93,9/13/2020,1.07,8/4/2020,1.213333333,8/3/2020,1.214337748
,,12/30/2024,,1.23,,1.23,,1.23,,1.2,,1.16,,1.15,,1.1,,1.1,,1.09,,1.09,,,,0.97,,0.94,,0.94,,0.86,,0.86,,0.86,,0.84,,0.84,,0.8,,,,0.77,,0.74,,0.74,,0.75,,0.69,,0.72,,0.72,,0.75,,0.75,,0.8,,0.8,,0.86,,0.96,,1,,1,,0.96,,0.96,,0.96,,0.95,,0.95,,0.97,,0.97,,1.09,,1.28,,1.281059603
,,9/30/2024,,1.08,,1.08,,1.09,,1.08,,1.08,,1.08,,1.07,,1.08,,1.06,,1.06,,,,0.9,,0.91,,0.91,,0.84,,0.83,,0.83,,0.74,,0.74,,0.62,,,,0.64,,0.64,,0.65,,0.64,,0.59,,0.61,,0.61,,0.63,,0.63,,0.67,,0.67,,0.61,,0.78,,0.88,,0.89,,0.87,,0.89,,0.89,,0.89,,0.89,,0.89,,0.89,,1.02,,0.96,,0.960794702
,8/8/2024,6/30/2024,0.74,1.02,,1,,1.01,,1.03,,1.04,,1.01,,1.02,,0.97,,0.97,,,,0.71,,0.7,,0.7,,0.64,,0.63,,0.63,,0.65,,0.65,,0.51,,,,0.59,,0.69,,0.7,,0.71,,0.73,,0.71,,0.71,,0.75,,0.75,,0.72,,0.72,,0.45,,0.64,,0.76,,0.76,,0.75,,0.77,,0.77,,0.74,,0.74,,0.84,,0.84,,0.9,,0.546666667,,0.547119205,,
,5/9/2024,3/30/2024,0.4,0.9,6/21/2023,0.89,6/21/2023,0.9,6/21/2023,0.92,6/21/2023,0.93,6/21/2023,0.93,6/21/2023,0.93,6/21/2023,0.98,6/21/2023,0.94,5/13/2023,0.84,3/19/2023,0.84,2/11/2023,0.78,1/24/2023,0.78,12/17/2022,0.79,11/9/2022,0.78,9/19/2022,0.78,8/15/2022,0.81,7/20/2022,,6/20/2022,0.75,5/14/2022,0.73,4/14/2022,0.74,3/12/2022,0.74,2/9/2022,0.68,1/20/2022,0.71,12/16/2021,0.71,11/12/2021,0.75,10/18/2021,0.75,9/16/2021,0.79,8/14/2021,0.79,7/13/2021,0.86,6/14/2021,0.91,5/16/2021,0.96,4/3/2021,0.96,3/2/2021,0.94,2/2/2021,0.9,1/5/2021,0.9,1/5/2021,0.89,12/4/2020,0.89,11/6/2020,0.93,10/12/2020,0.93,9/13/2020,1.07,8/4/2020,1.213333333,8/3/2020,1.214337748,,,,,,
,2/8/2024,12/30/2023,0.61,1.04,,0.94,,0.95,,0.94,,0.94,,0.98,,0.97,,0.94,,0.94,,0.86,,0.86,,0.86,,0.84,,0.84,,0.8,,,,0.77,,0.74,,0.74,,0.75,,0.69,,0.72,,0.72,,0.75,,0.75,,0.8,,0.8,,0.86,,0.96,,1,,1,,0.96,,0.96,,0.96,,0.95,,0.95,,0.97,,0.97,,1.09,,1.28,,1.281059603,,,,,,,,,,
