CNBC_Matches_Reported_EPS,Q_Report_Date,Q_Date,Q_EPS_Diluted,Q_EPS_Adjusted,Q_EPS_Projections_Date_0,Q_EPS_Projections_1,Q_EPS_Projections_Date_1,Q_EPS_Projections_2,Q_EPS_Projections_Date_2,Q_EPS_Projections_2,Q_EPS_Projections_Date_2,,,,
Adjusted Diluted,,12/31/2026,,0.27,11/9/2025,0.3,10/23/2025,0.3,9/15/2025,0.32,8/6/2025,0.32,7/23/2025,0.32,6/25/2025
,,9/30/2026,,0.14,,0.13,,0.13,,0.13,,0.16,,0.16,
,,6/30/2026,,0.07,,0.05,,0.05,,0.09,,0.09,,0.09,
,,3/30/2026,,0.06,,0.07,,0.07,,0.07,,0.07,,0.07,
,,12/31/2025,,0.3,2/3/2025,0.31,2/3/2025,0.31,2/3/2025,0.31,2/3/2025,0.33,2/3/2025,0.33,2/3/2025
,11/5/2025,9/30/2025,-0.24,0.15,,0.11,,0.12,,0.12,,0.14,,0.14,
,8/4/2025,6/30/2025,-0.12,0.04,,0.06,,0.06,,0.07,,,,,
,5/7/2025,3/30/2025,0.01,0.04,,0.15,,0.16,,0.17,,,,,
,2/25/2025,12/31/2024,-2.81,0.31,4/10/2024,0.3,4/10/2024,0.3,4/10/2024,0.3,4/10/2024,,,,
,11/5/2024,9/30/2024,0.09,0.13,,0.2,,0.2,,0.23,,,,,
,8/6/2024,6/30/2024,0.05,0.08,,0.1,,0.1,,0.11,,,,,
,5/8/2024,3/30/2024,-0.51,0.18,,0.21,,0.21,,0.24,,,,,
,2/27/2024,12/31/2023,0.03,0.3,4/9/2023,0.29,4/9/2023,0.3,4/9/2023,0.37,4/9/2023,,,,
,11/8/2023,9/30/2023,-1.11,0.27,,0.26,,0.27,,0.28,,,,,
,8/5/2023,6/30/2023,0.15,0.15,,0.1,,0.12,,0.16,,,,,
,5/4/2023,3/30/2023,0.05,0.27,,0.25,,0.26,,0.29,,,,,
,2/28/2023,12/31/2022,0.34,0.4,,0.22,,0.22,,0.23,,,,,
,11/9/2022,9/30/2022,-0.83,0.31,,0.34,,0.36,,0.48,,,,,
,8/4/2022,6/30/2022,0.001,0.07,,0.26,,0.26,,0.28,,,,,
,5/5/2022,3/31/2022,0.34,0.34,,0.4,,0.44,,0.51,,,,,
,3/1/2022,12/31/2021,-0.07,0.39,,0.43,,0.43,,0.44,,,,,
,11/4/2021,9/30/2021,0.32,0.55,,0.56,,0.6,,0.7,,,,,
,8/5/2021,6/30/2021,0.38,0.31,,0.49,,0.5,,0.51,,,,,
,5/11/2021,3/31/2021,0.41,0.52,,0.56,,0.58,,0.61,,,,,
,3/2/2021,12/31/2020,0.19,0.35,,0.45,,0.44,,0.39,,,,,
,11/5/2020,9/30/2020,0.72,0.74,,0.66,,0.65,,0.63,,,,,
,7/30/2020,6/30/2020,0.70014034,0.71,,0.61,,0.35,,0.39,,,,,
,5/5/2020,3/31/2020,0.4387403,0.46,,0.43,,0.39,,0.46,,,,,
,2/25/2020,12/31/2019,0.16082442,0.28,,0.28,,0.33,,0.44,,,,,
,10/31/2019,9/27/2019,0.477681658,0.54,,0.57,,0.62,,0.58,,,,,
,8/1/2019,6/28/2019,0.279319264,0.38,,0.35,,0.37,,0.41,,,,,
,5/2/2019,3/29/2019,0.2560111,0.44,,0.49,,0.53,,0.56,,,,,
,2/26/2019,12/31/2018,1.700274963,0.34,,0.5,,0.48,,0.67,,,,,
,10/30/2018,9/28/2018,0.485166535,0.57,,0.57,,0.63,,0.53,,,,,
,8/2/2018,6/29/2018,0.120288959,0.38,,0.44,,0.45,,0.52,,,,,
,5/3/2018,3/29/2018,0.308893833,0.55,,0.53,,0.57,,0.58,,,,,
,2/27/2018,12/29/2017,1.953885722,,,0.56,,0.62,,0.61,,,,,
,10/31/2017,9/29/2017,0.492210058,,,0.46,,0.5,,0.51,,,,,
,8/3/2017,6/30/2017,0.331834181,,,0.47,,0.48,,0.59,,,,,
,5/4/2017,3/31/2017,0.492884436,,,0.54,,0.56,,0.66,,,,,
,,12/30/2016,0.20431581,,,0.38,,0.4,,0.39,,,,,
,,9/30/2016,0.500478705,,,0.51,,0.5,,0.49,,,,,
,,6/30/2016,0.482887974,,,0.46,,0.44,,0.47,,,,,
,,3/31/2016,0.562634532,,,0.51,,0.5,,0.38,,,,,
,,12/31/2015,0.189040482,,,0.48,,0.44,,0.39,,,,,
,,10/2/2015,0.341773462,,,0.37,,0.38,,0.39,,,,,
,,7/2/2015,0.331078814,,,0.35,,0.38,,,,,,,
,,4/2/2015,0.363976264,,,0.33,,0.34,,0.43,,,,,
,,1/2/2015,0.2134352,,,0.49,,0.52,,0.49,,,,,
,,9/30/2014,-0.0822339,,,0.4,,0.41,,0.42,,,,,
,,6/30/2014,0.300779066,,,0.39,,0.4,,0.41,,,,,
,,3/31/2014,0.331351351,,,0.38,,0.44,,0.42,,,,,
,,12/31/2013,0.351923293,,,0.44,,0.43,,0.4,,,,,
,,9/30/2013,0.29031831,,,0.4,,0.41,,0.34,,,,,
,,6/28/2013,-0.027107807,,,0.35,,0.34,,0.39,,,,,
,,3/28/2013,0.372455658,,,0.37,,0.38,,0.37,,,,,
,,12/28/2012,0.18328412,,,0.39,,0.38,,0.37,,,,,
,,9/28/2012,0.349205365,,,0.33,,0.3,,,,,,,
,,6/29/2012,0.331279974,,,0.31,,,,,,,,,
,,3/30/2012,0.349257895,,,0.34,,,,,,,,,
,,12/30/2011,0.256853622,,,nan,,,,,,,,,
,,9/30/2011,0.252687048,,,nan,,,,,,,,,
,,7/1/2011,0.262994197,,,nan,,,,,,,,,
,,4/1/2011,0.277291484,,,nan,,,,,,,,,
,,12/31/2010,0.300058843,,,nan,,,,,,,,,
,,10/1/2010,0.194852632,,,nan,,,,,,,,,
,,7/2/2010,0.178330709,,,nan,,,,,,,,,
,,4/1/2010,0.006872707,,,nan,,,,,,,,,
,,12/31/2009,0.03399563,,,nan,,,,,,,,,
,,10/2/2009,0.110108494,,,nan,,,,,,,,,
,,7/2/2009,0.167728474,,,nan,,,,,,,,,
,,4/3/2009,0.163356079,,,nan,,,,,,,,,
,,1/2/2009,0.17,,,nan,,,,,,,,,
,,9/30/2008,0.21,,,nan,,,,,,,,,
,,6/30/2008,0.21,,,nan,,,,,,,,,
,,3/31/2008,0.21,,,nan,,,,,,,,,
,,12/31/2007,0.21,,,nan,,,,,,,,,
,,9/28/2007,0.21,,,nan,,,,,,,,,
