CNBC_Matches_Reported_EPS,Q_Report_Date,Q_Date,Q_EPS_Diluted,Q_EPS_Adjusted,Q_EPS_Projections_Date_0,Q_EPS_Projections_1,Q_EPS_Projections_Date_1,Q_EPS_Projections_2,Q_EPS_Projections_Date_2,Q_EPS_Projections_3,Q_EPS_Projections_Date_3,Unnamed: 9,Unnamed: 10,Unnamed: 11,Unnamed: 12,Unnamed: 13,Unnamed: 14,Unnamed: 15,Unnamed: 16,Unnamed: 17,Unnamed: 18,Unnamed: 19,Unnamed: 20,Unnamed: 21
Y,,12/31/2025,,0.08,12/25/2024,0.08,11/18/2024,0.08,11/17/2024,,,,,,,,,,,,,,,
,,9/30/2025,,0.08,,0.08,,0.08,,,,,,,,,,,,,,,,
,,6/30/2025,,0.08,,0.08,,0.08,,,,,,,,,,,,,,,,
,,3/30/2025,,0.07,,0.07,,0.07,,,,,,,,,,,,,,,,
,,12/31/2024,,0.07,,0.06,,0.06,,,,,,,,,,,,,,,,
,11/5/2024,9/30/2024,0.11,0.11,,0.11,,,,,,,,,,,,,,,,,,
,8/7/2024,6/30/2024,0.09,0.09,,0.09,,,,,,,,,,,,,,,,,,
,5/8/2024,3/30/2024,0.08,0.08,,0.08,,,,,,,,,,,,,,,,,,
,2/28/2024,12/31/2023,0.07,0.07,,0.07,,,,,,,,,,,,,,,,,,
,11/8/2023,9/30/2023,0.03,0.03,,0.03,,,,,,,,,,,,,,,,,,
,8/8/2023,6/30/2023,0.12,0.12,,0.12,,,,,,,,,,,,,,,,,,
,5/9/2023,3/30/2023,0.02,0.02,,0.02,,,,,,,,,,,,,,,,,,
,2/28/2023,12/31/2022,-0.03,-0.03,,-0.03,,,,,,,,,,,,,,,,,,
,11/9/2022,9/30/2022,-0.08,-0.08,,-0.08,,,,,,,,,,,,,,,,,,
,8/11/2022,6/30/2022,0.01,0.01,,0.01,,,,,,,,,,,,,,,,,,
,5/12/2022,3/31/2022,0.06,0.06,,0.06,,,,,,,,,,,,,,,,,,
,3/3/2022,12/31/2021,-0.06,-0.06,,-0.06,,,,,,,,,,,,,,,,,,
,11/10/2021,9/30/2021,0.01,0.01,,0.01,,,,,,,,,,,,,,,,,,
,8/11/2021,6/30/2021,-0.63,-0.63,,-0.63,,,,,,,,,,,,,,,,,,
,,3/31/2021,-0.16,-0.16,,-0.16,,,,,,,,,,,,,,,,,,
,,12/31/2020,-0.29,-0.29,,-0.29,,,,,,,,,,,,,,,,,,
,,9/30/2020,-0.05,-0.05,,-0.05,,,,,,,,,,,,,,,,,,
,,6/30/2020,-0.22,-0.22,,-0.22,,,,,,,,,,,,,,,,,,
