CNBC_Matches_Reported_EPS,Q_Report_Date,Q_Date,Q_EPS_Diluted,Q_EPS_Adjusted,Q_EPS_Projections_Date_0,Q_EPS_Projections_1,Q_EPS_Projections_Date_1,Q_EPS_Projections_2,Q_EPS_Projections_Date_2,Q_EPS_Projections_2,Q_EPS_Projections_Date_2,,
Adjusted Diluted,,12/31/2026,,-0.47,11/2/2025,-0.14,10/9/2025,-0.07,9/1/2025,0.06,7/27/2025,0.71,6/5/2025
,,9/30/2026,,0.46,,0.58,,0.64,,0.92,,1.66,
,,6/30/2026,,0.83,,0.84,,0.87,,1.42,,2.18,
,,3/30/2026,,2.16,,1.84,,1.83,,2.66,,3.37,
,,12/31/2025,,-1.13,1/14/2025,-0.97,1/14/2025,-0.97,1/14/2025,-0.13,1/14/2025,0.74,1/14/2025
,10/29/2025,9/30/2025,-13.5,0.5,,-0.14,,-0.13,,0.68,,1.54,
,7/25/2025,6/30/2025,-0.51,-0.16,,2.05,,2.13,,2.22,,,
,4/25/2025,3/30/2025,2.63,2.9,,2.35,,2.15,,2.33,,,
,2/4/2025,12/31/2024,0.56,0.8,4/28/2024,0.45,4/28/2024,0.58,4/28/2024,0.72,4/28/2024,,
,10/25/2024,9/30/2024,1.36,1.62,,1.38,,1.51,,1.72,,,
,7/26/2024,6/30/2024,2.16,2.42,,1.97,,1.98,,1.95,,,
,4/26/2024,3/30/2024,2.16,2.26,,2.14,,2.14,,2.12,,,
,2/6/2024,12/31/2023,0.08,0.45,,0.43,,0.42,,0.47,,,
,10/24/2023,9/30/2023,0.87,2,,1.49,,1.44,,1.46,,,
,7/28/2023,6/30/2023,1.92,2.1,,2.02,,2.05,,1.96,,,
,4/25/2023,3/30/2023,2.04,2.11,,2.11,,2.15,,2.14,,,
,2/7/2023,12/31/2022,-0.38,0.86,,0.85,,0.85,,0.85,,,
,10/25/2022,9/30/2022,1.27,1.3,,1.24,,1.24,,1.24,,,
,7/26/2022,6/30/2022,-0.29,1.77,,1.59,,1.47,,1.48,,,
,4/26/2022,3/31/2022,1.44,1.83,,1.68,,1.68,,1.69,,,
,2/8/2022,12/31/2021,1.01,1.01,,0.99,,0.98,,0.97,,,
,10/26/2021,9/30/2021,0.99,1.26,,1.23,,1.25,,1.28,,,
,7/27/2021,6/30/2021,-0.92,1.25,,1.39,,1.58,,1.79,,,
,4/27/2021,3/31/2021,1.19,1.63,,1.59,,1.62,,1.6,,,
,2/9/2021,12/31/2020,-0.02,0.46,,0.47,,0.48,,0.63,,,
,10/27/2020,9/30/2020,0.97,1.26,,0.96,,0.96,,0.97,,,
,7/28/2020,6/30/2020,2.05,2.4,,2.37,,1.73,,1.73,,,
,4/28/2020,3/31/2020,0.083323974,0.86,,0.99,,,,,,,
,2/4/2020,12/31/2019,0.49495337,0.73,,0.73,,0.79,,0.785,,,
,10/22/2019,9/30/2019,0.226214175,0.96,,0.95,,1.05,,1.055,,,
,7/23/2019,6/28/2019,1.179495367,1.34,,1.24,,1.125,,1.115,,,
,4/23/2019,3/29/2019,1.243591454,1.39,,1.34,,1.2,,1.19,,,
,2/5/2019,12/31/2018,0.573473632,0.69,,0.66,,0.68,,0.68,,,
,10/23/2018,9/28/2018,0.045341301,0.9,,0.88,,0.895,,0.9,,,
,7/24/2018,6/29/2018,0.752064417,0.9,,0.88,,0.885,,0.89,,,
,4/24/2018,3/29/2018,0.956722382,1.09,,0.96,,0.94,,0.66,,,
