CNBC_Matches_Reported_EPS,Q_Report_Date,Q_Date,Q_EPS_Diluted,Q_EPS_Adjusted,Q_EPS_Projections_Date_0,Q_EPS_Projections_1,Q_EPS_Projections_Date_1,Q_EPS_Projections_2,Q_EPS_Projections_Date_2,Q_EPS_Projections_2,Q_EPS_Projections_Date_2,,,,
N,,12/31/2026,,7.85,12/10/2025,7.77,11/2/2025,7.78,9/9/2025,7.27,8/3/2025,7.32,6/17/2025,7.91,5/3/2025
,,9/30/2026,,7.52,,7.55,,8.02,,7.47,,7.54,,7.79,
,,6/30/2026,,7.42,,7.43,,7.78,,7.22,,7.37,,7.35,
,,3/30/2026,,7.23,,7.23,,7.53,,7.02,,7.13,,7.09,
,,12/31/2025,,6.93,2/3/2025,6.85,2/3/2025,6.81,2/3/2025,6.56,2/3/2025,6.71,2/3/2025,6.9,2/3/2025
,10/29/2025,9/30/2025,7.16,7.16,,7.25,,7.08,,7.35,,7.52,,,
,7/30/2025,6/30/2025,6.41,6.41,,7.05,,7.16,,6.93,,,,,
,4/30/2025,3/31/2025,6.63,6.63,,6.4,,6.56,,6.88,,,,,
,2/26/2025,12/31/2024,6.19,6.19,,6.46,,6.54,,6.83,,,,,
,10/30/2024,9/30/2024,6.39,6.39,,6.37,,6.4,,6.5,,,,,
,7/31/2024,6/28/2024,5.85,5.85,,6.24,,6.24,,6.13,,,,,
,5/1/2024,3/28/2024,6.169014085,6.17,,5.65,,5.62,,5.47,,,,,
,2/21/2024,12/29/2023,4.359437751,4.36,,4.19,,4.24,,4.31,,,,,
,11/1/2023,9/29/2023,5.384305835,5.38,,5.04,,5.06,,4.76,,,,,
,8/2/2023,6/30/2023,5.236363636,5.24,,4.51,,4.58,,4.93,,,,,
,5/3/2023,3/31/2023,4.856854839,4.86,,4.53,,4.51,,5,,,,,
,2/22/2023,12/30/2022,2.674089069,2.67,,4.51,,4.5,,4.51,,,,,
,11/2/2022,9/30/2022,4.9137577,4.91,,3.89,,3.95,,4.29,,,,,
,8/3/2022,6/30/2022,2.411642412,2.41,,4.13,,4.06,,,,,,,
,5/4/2022,3/31/2022,5.029350105,5.03,,3.35,,3.53,,,,,,,
,2/24/2022,12/31/2021,2.347280335,2.35,,3.72,,3.59,,3.15,,,,,
,11/3/2021,9/30/2021,3.418067227,3.42,,3.59,,3.56,,2.98,,,,,
,8/4/2021,6/30/2021,3.649048626,3.65,,3.02,,3.01,,2.98,,,,,
,5/5/2021,3/31/2021,0.609913793,0.61,,2.94,,3.17,,3.14,,,,,
,,12/31/2020,3.310421286,,,3.14,,3.21,,2.66,,,,,
,,9/30/2020,3.838565022,,,2.83,,2.82,,2.75,,,,,
,,6/30/2020,2.412162162,,,2.87,,2.86,,2.8,,,,,
,,3/31/2020,3.12244898,,,2.75,,2.72,,2.71,,,,,
,,12/31/2019,1.195454545,,,2.68,,2.65,,2.56,,,,,
,,9/30/2019,3.009090909,,,2.44,,2.47,,2.49,,,,,
,,6/28/2019,4.661363636,,,2.49,,2.37,,2.54,,,,,
,,3/29/2019,-11.3180778,,,2.78,,2.67,,2.51,,,,,
,,12/31/2018,1.484090909,,,2.55,,2.51,,2.28,,,,,
,,9/28/2018,2.420454545,,,3.25,,2.64,,3,,,,,
,,6/29/2018,3.983870968,,,3.17,,3.3,,3.13,,,,,
,,3/29/2018,5.569476082,,,3.52,,3,,3.51,,,,,
,,12/29/2017,0.433789954,,,3.89,,3.47,,3.3,,,,,
,,9/29/2017,6.265306122,,,3.87,,3.69,,3.66,,,,,
,,6/30/2017,-1.247216036,,,3.61,,3.59,,3.63,,,,,
,,3/31/2017,3.891067538,,,3.53,,3.22,,2.85,,,,,
,,12/30/2016,2.429515419,,,3.61,,3.58,,3.38,,,,,
,,9/30/2016,3.502164502,,,3.34,,3.18,,3.27,,,,,
,,6/30/2016,4.39445629,,,3.22,,3.1,,2.97,,,,,
,,3/31/2016,4.835728953,,,3.21,,2.75,,2.8,,,,,
,,12/31/2015,2.103566116,,,2.55,,2.7,,2.63,,,,,
,,9/30/2015,9.244312188,,,2.54,,2.34,,2.42,,,,,
,,6/30/2015,1.911395819,,,2.31,,2.32,,2.17,,,,,
,,3/31/2015,-0.356284925,,,2.14,,2.26,,2.35,,,,,
,,12/31/2014,2.165066856,,,2.03,,2.09,,2.13,,,,,
,,9/30/2014,-0.53358564,,,1.97,,1.98,,1.86,,,,,
,,6/30/2014,2.100428153,,,1.75,,1.77,,1.69,,,,,
,,3/31/2014,2.427308188,,,1.65,,1.56,,1.62,,,,,
,,12/31/2013,-0.602891748,,,1.51,,1.53,,1.6,,,,,
,,9/30/2013,1.167579347,,,1.59,,1.56,,1.51,,,,,
,,6/28/2013,1.516942714,,,1.47,,1.49,,1.5,,,,,
,,3/28/2013,1.189953414,,,1.47,,1.37,,1.36,,,,,
,,12/28/2012,1.596973126,,,1.25,,1.24,,,,,,,
,,9/28/2012,1.45756671,,,1.25,,,,,,,,,
,,6/29/2012,1.340625116,,,1.12,,,,,,,,,
,,3/30/2012,1.286334963,,,0.93,,,,,,,,,
,,12/30/2011,0.771893766,,,nan,,,,,,,,,
,,9/29/2011,1.378826989,,,nan,,,,,,,,,
,,6/30/2011,1.18,,,nan,,,,,,,,,
,,3/31/2011,0.26,,,nan,,,,,,,,,
,,12/31/2010,0.15,,,nan,,,,,,,,,
,,9/30/2010,0.66,,,nan,,,,,,,,,
,,6/30/2010,0.62,,,nan,,,,,,,,,
,,3/31/2010,0.32,,,nan,,,,,,,,,
,,12/31/2009,-0.06,,,nan,,,,,,,,,
,,9/30/2009,0.21,,,nan,,,,,,,,,
,,6/30/2009,-0.04,,,nan,,,,,,,,,
,,3/31/2009,0.24,,,nan,,,,,,,,,
,,12/31/2008,-1.73,,,nan,,,,,,,,,
,,9/30/2008,0.22,,,nan,,,,,,,,,
,,6/30/2008,0.25,,,nan,,,,,,,,,
,,3/31/2008,0.2,,,nan,,,,,,,,,
,,12/31/2007,0.04,,,nan,,,,,,,,,
,,9/28/2007,0.33,,,nan,,,,,,,,,
,,6/29/2007,0.13,,,nan,,,,,,,,,
,,3/30/2007,-0.065,,,nan,,,,,,,,,
,,12/29/2006,1.21,,,nan,,,,,,,,,
,,9/29/2006,0.17,,,nan,,,,,,,,,
,,6/30/2006,0.15,,,nan,,,,,,,,,
,,3/31/2006,0.045,,,nan,,,,,,,,,
,,12/30/2005,0.57,,,nan,,,,,,,,,
,,9/30/2005,0.305,,,nan,,,,,,,,,
,,6/30/2005,0.245,,,nan,,,,,,,,,
,,3/31/2005,0.155,,,nan,,,,,,,,,
,,12/31/2004,0.14,,,nan,,,,,,,,,
,,9/30/2004,0.135,,,nan,,,,,,,,,
,,6/30/2004,0.09,,,nan,,,,,,,,,
,,3/31/2004,-0.045,,,nan,,,,,,,,,
,,12/31/2003,-0.075,,,nan,,,,,,,,,
,,9/30/2003,-0.03,,,nan,,,,,,,,,
,,6/30/2003,-0.055,,,nan,,,,,,,,,
,,3/31/2003,-0.07,,,nan,,,,,,,,,
,,12/31/2002,-0.06,,,nan,,,,,,,,,
,,9/30/2002,-0.29,,,nan,,,,,,,,,
,,6/28/2002,-0.08,,,nan,,,,,,,,,
,,3/28/2002,-0.14,,,nan,,,,,,,,,
,,12/31/2001,-0.185,,,nan,,,,,,,,,
,,9/28/2001,-0.24,,,nan,,,,,,,,,
,,6/29/2001,-0.265,,,nan,,,,,,,,,
,,3/30/2001,-0.23,,,nan,,,,,,,,,
,,12/29/2000,-0.785,,,nan,,,,,,,,,
,,9/29/2000,-0.175,,,nan,,,,,,,,,
,,6/30/2000,-0.775,,,nan,,,,,,,,,
,,3/31/2000,-0.22,,,nan,,,,,,,,,
,,12/31/1999,-0.275,,,nan,,,,,,,,,
,,9/30/1999,-0.2,,,nan,,,,,,,,,
