CNBC_Matches_Reported_EPS,Q_Report_Date,Q_Date,Q_EPS_Diluted,Q_EPS_Adjusted,Q_EPS_Projections_Date_0,Q_EPS_Projections_1,Q_EPS_Projections_Date_1,Q_EPS_Projections_2,Q_EPS_Projections_Date_2,Q_EPS_Projections_3,Q_EPS_Projections_Date_3,,
Mostly,,1/30/2027,,3.8,11/13/2025,3.8,10/1/2025,3.78,8/29/2025,3.8,7/16/2025,3.79,6/7/2025
,,10/30/2026,,0.39,,0.39,,0.34,,0.2,,0.19,
,,7/30/2026,,0.83,,0.83,,0.75,,0.59,,0.58,
,,4/30/2026,,0.79,,0.79,,0.77,,0.76,,0.75,
,,1/30/2026,,3.25,2/24/2025,3.22,2/24/2025,3.22,2/24/2025,3.23,2/24/2025,3.22,2/24/2025
,,10/30/2025,,0.23,,0.21,,0.1,,0.01,,0.01,
,8/27/2025,7/30/2025,0.77,0.81,,0.6,,0.59,,0.48,,,
,6/4/2025,4/30/2025,0.75,0.86,,0.56,,0.56,,0.55,,,
,3/19/2025,1/30/2025,3.39,3.48,5/3/2024,3.37,5/3/2024,3.38,5/3/2024,3.36,5/3/2024,,
,12/4/2024,10/30/2024,0.03,0.42,,0.17,,0.16,,0.16,,,
,8/28/2024,7/30/2024,0.6,0.54,,0.54,,0.54,,0.63,,,
,6/5/2024,4/30/2024,0.57,0.6,,0.64,,0.65,,0.77,,,
,3/20/2024,1/30/2024,3.65,3.65,5/8/2023,3.78,5/8/2023,3.77,5/8/2023,3.75,5/8/2023,,
,11/29/2023,10/30/2023,0.26,0.26,,0.23,,0.24,,0.24,,,
,8/30/2023,7/30/2023,0.84,0.84,,0.83,,0.83,,0.83,,,
,6/1/2023,4/30/2023,0.67,0.67,,0.63,,0.63,,0.7,,,
,3/15/2023,1/30/2023,3.07,3.07,,3.06,,3.03,,3.02,,,
,11/30/2022,10/30/2022,0.29,0.29,,0.14,,0.13,,0.14,,,
,8/31/2022,7/30/2022,0.74,0.74,,0.8,,0.81,,0.86,,,
,6/8/2022,4/30/2022,0.59,0.59,,0.59,,0.61,,0.9,,,
,3/30/2022,1/29/2022,2.49,2.49,,2.48,,2.48,,2.49,,,
,12/1/2021,10/30/2021,0.43,0.43,,0.29,,0.29,,0.29,,,
,9/1/2021,7/31/2021,1.15,1.15,,1.11,,1.11,,1.09,,,
,6/3/2021,4/30/2021,0.88,0.88,,0.65,,0.65,,0.64,,,
,3/17/2021,1/29/2021,2.2,2.2,,2.11,,2.04,,2.05,,,
,12/2/2020,10/30/2020,0.36,0.36,,0.2,,0.2,,0.19,,,
,9/2/2020,7/31/2020,0.53,0.53,,0.12,,0.14,,0.17,,,
,6/9/2020,4/30/2020,-0.91,-0.91,,-0.33,,-0.24,,0.11,,,
,3/18/2020,1/31/2020,1.97,1.97,,1.95,,2.02,,2.02,,,
,12/4/2019,11/1/2019,0.181882328,0.18,,0.17,,0.25,,0.26,0.27,,
,8/28/2019,8/2/2019,0.512149504,0.51,,0.5,,0.49,,0.51,0.52,,
,6/5/2019,5/3/2019,0.456062642,0.46,,0.35,,0.4,,0.41,0.4,,
,3/27/2019,2/1/2019,1.587435447,1.59,,1.58,,1.57,,1.55,1.57,,
,12/5/2018,11/2/2018,0.240377155,0.24,,0.19,,0.16,,0.18,0.21,,
,9/6/2018,8/3/2018,0.446024472,0.45,,0.38,,0.34,,0.36,0.32,,
,6/6/2018,5/4/2018,0.389343662,0.39,,0.32,,0.21,,0.19,0.18,,
,3/21/2018,2/2/2018,1.209077443,,,1.18,,1.14,,1.08,1.11,,
,10/30/2017,10/27/2017,0.177654183,,,0.13,,0.12,,0.26,,,
,8/30/2017,7/28/2017,0.302669506,,,0.26,,0.21,,0.22,0.9,,
,6/1/2017,4/28/2017,0.151722975,,,0.14,,0.13,,0.14,0.15,,
,3/22/2017,1/27/2017,0.902649812,,,0.9,,0.89,,0.91,0.93,,
,12/1/2016,10/31/2016,0.098729967,,,0.09,,0.1,,,,,
,8/31/2016,7/29/2016,0.178783616,,,0.17,,,,,,,
,6/2/2016,4/29/2016,0.122951215,,,0.1,,,,,,,
,,1/29/2016,0.766212768,,,0.76,,,,,,,
,,10/30/2015,0.079094342,,,,,,,,,,
,,7/31/2015,0.128883075,,,,,,,,,,
,,5/1/2015,0.078183902,,,,,,,,,,
,,1/30/2015,0.609498892,,,,,,,,,,
,,10/31/2014,0.060900572,,,,,,,,,,
,,8/1/2014,0.151857705,,,,,,,,,,
,,5/2/2014,0.056360372,,,,,,,,,,
,,1/31/2014,0.454289341,,,,,,,,,,
,,11/1/2013,0.030779641,,,,,,,,,,
,,8/2/2013,0.074659129,,,,,,,,,,
,,5/3/2013,0.028820345,,,,,,,,,,
,,2/1/2013,0.353211264,,,,,,,,,,
,,10/26/2012,0.013406555,,,,,,,,,,
