CNBC_Matches_Reported_EPS,Q_Report_Date,Q_Date,Q_EPS_Diluted,Q_EPS_Adjusted,Q_EPS_Projections_Date_0,Q_EPS_Projections_1,Q_EPS_Projections_Date_1,Q_EPS_Projections_2,Q_EPS_Projections_Date_2,Q_EPS_Projections_3,Q_EPS_Projections_Date_3,Unnamed: 9,Unnamed: 10,Unnamed: 11,Unnamed: 12,Unnamed: 13,Unnamed: 14,Unnamed: 15,Unnamed: 16,Unnamed: 17,Unnamed: 18,Unnamed: 19,Unnamed: 20,Unnamed: 21
Non-GAAP,,12/31/2026,,0.18,6/9/2025,0.19,5/1/2025,0.19,3/27/2025,0.19,2/14/2025,0.14,1/21/2025,0.14,1/20/2025,,,,,,,,,
Plots Adjusted,,9/30/2026,,0.16,,0.17,,0.17,,0.17,,0.14,,0.14,,,,,,,,,,
,,6/30/2026,,0.15,,0.15,,0.15,,0.15,,0.12,,0.12,,,,,,,,,,
,,3/30/2026,,0.17,,0.16,,0.15,,0.15,,0.12,,0.12,,,,,,,,,,
,,12/31/2025,,0.15,1/21/2025,0.15,1/21/2025,0.16,1/21/2025,0.16,1/21/2025,0.14,1/21/2025,0.14,1/20/2025,,,,,,,,,
,,9/30/2025,,0.13,,0.13,,0.13,,0.13,,0.14,,0.14,,,,,,,,,,
,,6/30/2025,,0.12,,0.11,,0.11,,0.11,,0.12,,0.12,,,,,,,,,,
,4/29/2025,3/30/2025,0.01,0.18,,0.13,,0.13,,0.12,,0.12,,,,,,,,,,,,
,2/11/2025,12/31/2024,-0.07,0.14,,0.1,,0.1,,,,,,,,,,,,,,,,
,11/6/2024,9/30/2024,-0.1,0.11,,0.11,,,,,,,,,,,,,,,,,,
,7/30/2024,6/30/2024,-0.07,0.08,,0.08,,,,,,,,,,,,,,,,,,
,5/1/2024,3/30/2024,-0.08,0.1,,0.1,,,,,,,,,,,,,,,,,,
,2/6/2024,12/31/2023,-0.09,0.08,,0.08,,,,,,,,,,,,,,,,,,
,10/31/2023,9/30/2023,-0.11,0.08,,0.08,,,,,,,,,,,,,,,,,,
,8/1/2023,6/30/2023,-0.12,0.07,,0.07,,,,,,,,,,,,,,,,,,
,5/2/2023,3/30/2023,-0.15,0.03,,0.03,,,,,,,,,,,,,,,,,,
,2/7/2023,12/31/2022,-0.19,0.01,,0.01,,,,,,,,,,,,,,,,,,
,11/1/2022,9/30/2022,-0.2,-0.01,,-0.01,,,,,,,,,,,,,,,,,,
,8/2/2022,6/30/2022,-0.24,-0.06,,-0.06,,,,,,,,,,,,,,,,,,
,5/3/2022,3/31/2022,-0.18,-0.01,,-0.01,,,,,,,,,,,,,,,,,,
,2/10/2022,12/31/2021,-0.28,-0.06,,-0.06,,,,,,,,,,,,,,,,,,
,11/2/2021,9/30/2021,-24.72,-0.04,,-0.04,,,,,,,,,,,,,,,,,,
,,6/30/2021,-7.79,-0.08,,-0.08,,,,,,,,,,,,,,,,,,
,,3/31/2021,-0.01,-0.02,,-0.02,,,,,,,,,,,,,,,,,,
,,12/31/2020,-15.41,-0.01,,-0.01,,,,,,,,,,,,,,,,,,
,,9/30/2020,-3.49,0.01,,0.01,,,,,,,,,,,,,,,,,,
