CNBC_Matches_Reported_EPS,Q_Report_Date,Q_Date,Q_EPS_Diluted,Q_EPS_Adjusted,Q_EPS_Projections_Date_0,Q_EPS_Projections_1,Q_EPS_Projections_Date_1,Q_EPS_Projections_2,Q_EPS_Projections_Date_2,Q_EPS_Projections_2,Q_EPS_Projections_Date_2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Non-GAAP,,12/31/2025,,0.62,1/10/2025,0.61,12/3/2024,0.61,10/26/2024,0.62,9/6/2024,0.64,7/27/2024,0.7,6/13/2024,0.7,4/27/2024,0.56,3/31/2024,0.56,2/10/2024,0.53,1/11/2024,0.53,12/4/2023,0.53,10/28/2023,0.51,10/12/2023,0.51,9/6/2023,0.5,7/28/2023,0.48,6/10/2023,0.48,4/29/2023,,3/19/2023,0.36,2/11/2023,0.36,1/6/2023,0.36,11/30/2022,0.37,10/29/2022,0.38,10/7/2022,0.38,9/4/2022,0.37,8/1/2022,0.37,7/6/2022,0.37,6/4/2022,1.51,5/2/2022,1.51,4/16/2022,,3/14/2022,1.12,2/11/2022,1.16,1/7/2022,1.15,12/6/2021,1.15,10/31/2021,1.15,10/5/2021,1.15,8/31/2021,1.12,7/31/2021,1.12,6/29/2021,1.12,5/30/2021,1.14,5/1/2021,1.14,4/12/2021
,,9/30/2025,,0.54,,0.54,,0.54,,0.55,,0.56,,0.65,,0.65,,0.52,,0.52,,0.52,,0.51,,0.51,,0.46,,0.46,,0.45,,0.44,,0.44,,,,0.32,,0.33,,0.33,,0.33,,0.31,,0.31,,0.31,,0.31,,0.31,,1.24,,1.24,,,,1,,0.98,,0.98,,0.89,,0.89,,0.89,,0.86,,0.86,,0.86,,0.91,,0.91,
,,6/30/2025,,0.48,,0.48,,0.48,,0.48,,0.48,,0.51,,0.51,,0.39,,0.39,,0.4,,0.41,,0.4,,0.39,,0.39,,0.38,,0.36,,0.35,,,,0.22,,0.24,,0.24,,0.25,,0.25,,0.25,,0.26,,0.26,,0.26,,1.07,,1.07,,,,0.79,,0.83,,0.83,,0.83,,0.83,,0.83,,0.71,,0.71,,0.71,,0.76,,0.76,
,,3/30/2025,,0.39,,0.4,,0.4,,0.4,,0.4,,0.41,,0.4,,0.27,,0.27,,0.28,,0.29,,0.29,,0.28,,0.28,,0.28,,0.26,,0.25,,,,0.15,,0.18,,0.18,,0.19,,0.18,,0.19,,0.2,,0.2,,0.2,,0.8,,0.8,,,,0.53,,0.54,,0.54,,0.58,,0.58,,0.58,,0.58,,0.58,,0.58,,0.54,,0.54,
,,12/31/2024,,0.52,3/31/2024,0.52,3/31/2024,0.52,3/31/2024,0.52,3/31/2024,0.52,3/31/2024,0.58,3/31/2024,0.57,3/31/2024,0.56,3/31/2024,0.56,2/10/2024,0.53,1/11/2024,0.53,12/4/2023,0.53,10/28/2023,0.51,10/12/2023,0.51,9/6/2023,0.5,7/28/2023,0.48,6/10/2023,0.48,4/29/2023,,3/19/2023,0.36,2/11/2023,0.36,1/6/2023,0.36,11/30/2022,0.37,10/29/2022,0.38,10/7/2022,0.38,9/4/2022,0.37,8/1/2022,0.37,7/6/2022,0.37,6/4/2022,1.51,5/2/2022,1.51,4/16/2022,,3/14/2022,1.12,2/11/2022,1.16,1/7/2022,1.15,12/6/2021,1.15,10/31/2021,1.15,10/5/2021,1.15,8/31/2021,1.12,7/31/2021,1.12,6/29/2021,1.12,5/30/2021,1.14,5/1/2021,1.14,4/12/2021
,10/24/2024,9/30/2024,0.34,0.45,,0.44,,0.44,,0.51,,0.52,,0.52,,0.52,,0.52,,0.51,,0.51,,0.46,,0.46,,0.45,,0.44,,0.44,,,,0.32,,0.33,,0.33,,0.33,,0.31,,0.31,,0.31,,0.31,,0.31,,1.24,,1.24,,,,1,,0.98,,0.98,,0.89,,0.89,,0.89,,0.86,,0.86,,0.86,,0.91,,0.91,,,,,
,7/25/2024,6/30/2024,0.35,0.43,,0.39,,0.39,,0.39,,0.39,,0.4,,0.41,,0.4,,0.39,,0.39,,0.38,,0.36,,0.35,,,,0.22,,0.24,,0.24,,0.25,,0.25,,0.25,,0.26,,0.26,,0.26,,1.07,,1.07,,,,0.79,,0.83,,0.83,,0.83,,0.83,,0.83,,0.71,,0.71,,0.71,,0.76,,0.76,,,,,,,,,
,4/25/2024,3/30/2024,0.36,0.32,,0.27,,0.27,,0.28,,0.29,,0.29,,0.28,,0.28,,0.28,,0.26,,0.25,,,,0.15,,0.18,,0.18,,0.19,,0.18,,0.19,,0.2,,0.2,,0.2,,0.8,,0.8,,,,0.53,,0.54,,0.54,,0.58,,0.58,,0.58,,0.58,,0.58,,0.58,,0.54,,0.54,,,,,,,,,,,,,
,2/8/2024,12/31/2023,0.62,0.5,3/19/2023,0.42,3/19/2023,0.42,3/19/2023,0.42,3/19/2023,0.38,3/19/2023,0.38,3/19/2023,0.38,3/19/2023,0.37,3/19/2023,0.37,3/19/2023,0.37,3/19/2023,0.36,2/11/2023,0.36,1/6/2023,0.36,11/30/2022,0.37,10/29/2022,0.38,10/7/2022,0.38,9/4/2022,0.37,8/1/2022,0.37,7/6/2022,0.37,6/4/2022,1.51,5/2/2022,1.51,4/16/2022,,3/14/2022,1.12,2/11/2022,1.16,1/7/2022,1.15,12/6/2021,1.15,10/31/2021,1.15,10/5/2021,1.15,8/31/2021,1.12,7/31/2021,1.12,6/29/2021,1.12,5/30/2021,1.14,5/1/2021,1.14,4/12/2021,,,,,,,,,,,,,,,,
,10/26/2023,9/30/2023,0.29,0.5,,0.34,,0.34,,0.34,,0.32,,0.32,,0.32,,0.32,,0.33,,0.33,,0.33,,0.31,,0.31,,0.31,,0.31,,0.31,,1.24,,1.24,,,,1,,0.98,,0.98,,0.89,,0.89,,0.89,,0.86,,0.86,,0.86,,0.91,,0.91,,,,,,,,,,,,,,,,,,,,,,,
,7/27/2023,6/30/2023,0.28,0.34,,0.23,,0.23,,0.22,,0.22,,0.24,,0.24,,0.25,,0.25,,0.25,,0.26,,0.26,,0.26,,1.07,,1.07,,,,0.79,,0.83,,0.83,,0.83,,0.83,,0.83,,0.71,,0.71,,0.71,,0.76,,0.76,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,4/27/2023,3/30/2023,0.12,0.17,,0.15,,0.15,,0.18,,0.18,,0.19,,0.18,,0.19,,0.2,,0.2,,0.2,,0.8,,0.8,,,,0.53,,0.54,,0.54,,0.58,,0.58,,0.58,,0.58,,0.58,,0.58,,0.54,,0.54,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
