CNBC_Matches_Reported_EPS,Q_Report_Date,Q_Date,Q_EPS_Diluted,Q_EPS_Adjusted,Q_EPS_Projections_Date_0,Q_EPS_Projections_1,Q_EPS_Projections_Date_1,Q_EPS_Projections_2,Q_EPS_Projections_Date_2,Q_EPS_Projections_2,Q_EPS_Projections_Date_2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Adjusted,,12/31/2026,,1.05,3/7/2025,1.04,1/31/2025,0.94,12/16/2024,0.93,11/2/2024,0.93,9/24/2024,0.93,8/4/2024,0.85,6/23/2024,0.82,5/4/2024,0.81,3/30/2024,0.8,2/4/2024,0.72,1/16/2024,0.71,12/15/2023,0.76,10/28/2023,0.86,10/11/2023,0.86,9/2/2023,0.92,7/27/2023,0.96,6/9/2023,0.95,4/28/2023,,4/15/2023,0.87,3/6/2023,0.87,1/27/2023,0.88,1/7/2023,0.88,12/1/2022,0.89,10/29/2022,0.95,10/7/2022,0.95,9/4/2022,0.97,8/1/2022,1.02,7/6/2022,1.02,6/3/2022,1.02,5/1/2022,1.02,4/3/2022,,2/28/2022,0.79,1/26/2022,0.79,1/5/2022,0.8,12/4/2021,0.8,10/30/2021,0.76,10/10/2021,0.75,9/7/2021,0.75,7/31/2021,0.74,6/29/2021,0.74,5/30/2021,0.74,4/30/2021,0.74,4/9/2021
,,9/30/2026,,1.45,,1.46,,1.35,,1.34,,1.37,,1.4,,1.31,,1.36,,1.31,,1.31,,1.26,,1.23,,1.29,,1.29,,1.29,,1.39,,1.46,,1.44,,,,1.33,,1.34,,1.35,,1.34,,1.33,,1.29,,1.28,,1.28,,1.32,,1.32,,1.31,,1.31,,,,1.13,,1.13,,1.13,,1.12,,1.08,,1.08,,1.08,,1.06,,1.06,,1.08,,1.08,
,,6/30/2026,,1.12,,1.11,,1.04,,1.02,,0.98,,0.98,,0.95,,0.94,,0.88,,0.89,,0.91,,0.9,,0.9,,0.88,,0.88,,0.96,,1.03,,1.06,,,,1.04,,1.05,,1.05,,1.05,,1.06,,1.11,,1.11,,1.11,,1.05,,1.05,,1.06,,1.06,,,,0.96,,0.96,,0.97,,0.96,,0.95,,0.93,,0.93,,0.93,,0.93,,0.9,,0.9,
,,3/30/2026,,0.86,,0.87,,0.79,,0.78,,0.77,,0.79,,0.75,,0.75,,0.67,,0.68,,0.72,,0.72,,0.72,,0.77,,0.77,,0.8,,0.84,,0.85,,,,0.78,,0.8,,0.83,,0.83,,0.84,,0.86,,0.87,,0.83,,0.83,,0.83,,0.81,,0.81,,,,0.84,,0.84,,0.84,,0.84,,0.8,,0.8,,0.8,,0.84,,0.84,,0.85,,0.85,
,,12/31/2025,,0.94,12/16/2024,0.92,12/16/2024,0.94,12/16/2024,0.93,11/2/2024,0.93,9/24/2024,0.93,8/4/2024,0.85,6/23/2024,0.82,5/4/2024,0.81,3/30/2024,0.8,2/4/2024,0.72,1/16/2024,0.71,12/15/2023,0.76,10/28/2023,0.86,10/11/2023,0.86,9/2/2023,0.92,7/27/2023,0.96,6/9/2023,0.95,4/28/2023,,4/15/2023,0.87,3/6/2023,0.87,1/27/2023,0.88,1/7/2023,0.88,12/1/2022,0.89,10/29/2022,0.95,10/7/2022,0.95,9/4/2022,0.97,8/1/2022,1.02,7/6/2022,1.02,6/3/2022,1.02,5/1/2022,1.02,4/3/2022,,2/28/2022,0.79,1/26/2022,0.79,1/5/2022,0.8,12/4/2021,0.8,10/30/2021,0.76,10/10/2021,0.75,9/7/2021,0.75,7/31/2021,0.74,6/29/2021,0.74,5/30/2021,0.74,4/30/2021,0.74,4/9/2021
,,9/30/2025,,1.36,,1.37,,1.35,,1.34,,1.37,,1.4,,1.31,,1.36,,1.31,,1.31,,1.26,,1.23,,1.29,,1.29,,1.29,,1.39,,1.46,,1.44,,,,1.33,,1.34,,1.35,,1.34,,1.33,,1.29,,1.28,,1.28,,1.32,,1.32,,1.31,,1.31,,,,1.13,,1.13,,1.13,,1.12,,1.08,,1.08,,1.08,,1.06,,1.06,,1.08,,1.08,
,,6/30/2025,,1.04,,1.05,,1.04,,1.02,,0.98,,0.98,,0.95,,0.94,,0.88,,0.89,,0.91,,0.9,,0.9,,0.88,,0.88,,0.96,,1.03,,1.06,,,,1.04,,1.05,,1.05,,1.05,,1.06,,1.11,,1.11,,1.11,,1.05,,1.05,,1.06,,1.06,,,,0.96,,0.96,,0.97,,0.96,,0.95,,0.93,,0.93,,0.93,,0.93,,0.9,,0.9,
,,3/30/2025,,0.79,,0.79,,0.79,,0.78,,0.77,,0.79,,0.75,,0.75,,0.67,,0.68,,0.72,,0.72,,0.72,,0.77,,0.77,,0.8,,0.84,,0.85,,,,0.78,,0.8,,0.83,,0.83,,0.84,,0.86,,0.87,,0.83,,0.83,,0.83,,0.81,,0.81,,,,0.84,,0.84,,0.84,,0.84,,0.8,,0.8,,0.8,,0.84,,0.84,,0.85,,0.85,
,1/29/2025,12/31/2024,0.42,0.85,3/30/2024,0.83,3/30/2024,0.83,3/30/2024,0.83,3/30/2024,0.8,3/30/2024,0.8,3/30/2024,0.81,3/30/2024,0.8,2/4/2024,0.72,1/16/2024,0.71,12/15/2023,0.76,10/28/2023,0.86,10/11/2023,0.86,9/2/2023,0.92,7/27/2023,0.96,6/9/2023,0.95,4/28/2023,,4/15/2023,0.87,3/6/2023,0.87,1/27/2023,0.88,1/7/2023,0.88,12/1/2022,0.89,10/29/2022,0.95,10/7/2022,0.95,9/4/2022,0.97,8/1/2022,1.02,7/6/2022,1.02,6/3/2022,1.02,5/1/2022,1.02,4/3/2022,,2/28/2022,0.79,1/26/2022,0.79,1/5/2022,0.8,12/4/2021,0.8,10/30/2021,0.76,10/10/2021,0.75,9/7/2021,0.75,7/31/2021,0.74,6/29/2021,0.74,5/30/2021,0.74,4/30/2021,0.74,4/9/2021,,,,
,10/30/2024,9/30/2024,0.93,1.21,,1.26,,1.26,,1.26,,1.26,,1.31,,1.31,,1.26,,1.23,,1.29,,1.29,,1.29,,1.39,,1.46,,1.44,,,,1.33,,1.34,,1.35,,1.34,,1.33,,1.29,,1.28,,1.28,,1.32,,1.32,,1.31,,1.31,,,,1.13,,1.13,,1.13,,1.12,,1.08,,1.08,,1.08,,1.06,,1.06,,1.08,,1.08,,,,,,,
,7/31/2024,6/30/2024,0.71,0.87,,0.87,,0.87,,0.88,,0.89,,0.91,,0.9,,0.9,,0.88,,0.88,,0.96,,1.03,,1.06,,,,1.04,,1.05,,1.05,,1.05,,1.06,,1.11,,1.11,,1.11,,1.05,,1.05,,1.06,,1.06,,,,0.96,,0.96,,0.97,,0.96,,0.95,,0.93,,0.93,,0.93,,0.93,,0.9,,0.9,,,,,,,,,,,
,5/2/2024,3/30/2024,0.52,0.69,,0.67,,0.68,,0.72,,0.72,,0.72,,0.77,,0.77,,0.8,,0.84,,0.85,,,,0.78,,0.8,,0.83,,0.83,,0.84,,0.86,,0.87,,0.83,,0.83,,0.83,,0.81,,0.81,,,,0.84,,0.84,,0.84,,0.84,,0.8,,0.8,,0.8,,0.84,,0.84,,0.85,,0.85,,,,,,,,,,,,,,,
,1/31/2024,12/31/2023,0.6,0.63,4/15/2023,0.58,4/15/2023,0.59,4/15/2023,0.63,4/15/2023,0.73,4/15/2023,0.73,4/15/2023,0.83,4/15/2023,0.96,4/15/2023,0.92,4/15/2023,0.87,4/15/2023,0.87,3/6/2023,0.87,1/27/2023,0.88,1/7/2023,0.88,12/1/2022,0.89,10/29/2022,0.95,10/7/2022,0.95,9/4/2022,0.97,8/1/2022,1.02,7/6/2022,1.02,6/3/2022,1.02,5/1/2022,1.02,4/3/2022,,2/28/2022,0.79,1/26/2022,0.79,1/5/2022,0.8,12/4/2021,0.8,10/30/2021,0.76,10/10/2021,0.75,9/7/2021,0.75,7/31/2021,0.74,6/29/2021,0.74,5/30/2021,0.74,4/30/2021,0.74,4/9/2021,,,,,,,,,,,,,,,,,,
,10/25/2023,9/30/2023,1.02,1.16,,1.13,,1.13,,1.23,,1.36,,1.36,,1.34,,1.33,,1.34,,1.35,,1.34,,1.33,,1.29,,1.28,,1.28,,1.32,,1.32,,1.31,,1.31,,,,1.13,,1.13,,1.13,,1.12,,1.08,,1.08,,1.08,,1.06,,1.06,,1.08,,1.08,,,,,,,,,,,,,,,,,,,,,,,,,
,7/26/2023,6/30/2023,0.71,0.83,,0.91,,0.94,,1.04,,1.04,,1.05,,1.05,,1.05,,1.06,,1.11,,1.11,,1.11,,1.05,,1.05,,1.06,,1.06,,,,0.96,,0.96,,0.97,,0.96,,0.95,,0.93,,0.93,,0.93,,0.93,,0.9,,0.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,4/26/2023,3/30/2023,0.65,0.78,,0.77,,0.78,,0.8,,0.83,,0.83,,0.84,,0.86,,0.87,,0.83,,0.83,,0.83,,0.81,,0.81,,,,0.84,,0.84,,0.84,,0.84,,0.8,,0.8,,0.8,,0.84,,0.84,,0.85,,0.85,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,1/24/2023,12/31/2022,0.22,0.84,,0.82,,0.82,,0.83,,0.89,,0.89,,0.89,,0.94,,0.94,,0.94,,0.88,,0.88,,0.79,1/26/2022,0.79,1/5/2022,0.8,12/4/2021,0.8,10/30/2021,0.76,10/10/2021,0.75,9/7/2021,0.75,7/31/2021,0.74,6/29/2021,0.74,5/30/2021,0.74,4/30/2021,0.74,4/9/2021,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
