CNBC_Matches_Reported_EPS,Q_Report_Date,Q_Date,Q_EPS_Diluted,Q_EPS_Adjusted,Q_EPS_Projections_Date_0,Q_EPS_Projections_1,Q_EPS_Projections_Date_1,Q_EPS_Projections_2,Q_EPS_Projections_Date_2,Q_EPS_Projections_3,Q_EPS_Projections_Date_3,Unnamed: 9,Unnamed: 10,Unnamed: 11,Unnamed: 12,Unnamed: 13,Unnamed: 14,Unnamed: 15,Unnamed: 16,Unnamed: 17,Unnamed: 18,Unnamed: 19,Unnamed: 20,Unnamed: 21
Non-GAAP,,12/31/2026,,-0.22,9/19/2025,-0.2,8/16/2025,-0.2,7/25/2025,-0.2,6/26/2025,-0.19,5/13/2025,-0.19,4/7/2025,-0.19,2/26/2025,-0.19,12/27/2024,-0.19,12/26/2024,,,
,,9/30/2026,,-0.22,,-0.21,,-0.21,,-0.21,,-0.2,,-0.2,,-0.19,,-0.19,,-0.19,,,,
,,6/30/2026,,-0.22,,-0.22,,-0.22,,-0.22,,-0.19,,-0.18,,-0.19,,-0.19,,-0.19,,,,
,,3/30/2026,,-0.2,,-0.2,,-0.2,,-0.2,,-0.11,,-0.18,,-0.19,,-0.19,,-0.19,,,,
,,12/31/2025,,-0.19,5/13/2025,-0.18,5/13/2025,-0.18,5/13/2025,-0.18,5/13/2025,-0.19,5/13/2025,-0.19,4/7/2025,-0.19,2/26/2025,-0.19,12/27/2024,-0.19,12/26/2024,,,
,,9/30/2025,,-0.19,,-0.2,,-0.2,,-0.2,,-0.2,,-0.2,,-0.19,,-0.19,,-0.19,,,,
,8/6/2025,6/30/2025,-0.41,-0.35,,-0.19,,-0.19,,-0.19,,-0.18,,-0.19,,-0.19,,-0.19,,,,,,
,5/7/2025,3/30/2025,-0.11,-0.11,,-0.18,,-0.19,,-0.19,,-0.19,,,,,,,,,,,,
,2/26/2025,12/31/2024,-0.34,-0.34,,-0.2,,-0.2,,,,,,,,,,,,,,,,
,11/6/2024,9/30/2024,-0.21,-0.21,,-0.21,,,,,,,,,,,,,,,,,,
,8/7/2024,6/30/2024,-0.18,-0.18,,-0.18,,,,,,,,,,,,,,,,,,
,5/7/2024,3/30/2024,-0.14,-0.14,,-0.14,,,,,,,,,,,,,,,,,,
,2/21/2024,12/31/2023,-0.17,-0.17,,-0.17,,,,,,,,,,,,,,,,,,
,11/1/2023,9/30/2023,0.02,0.02,,0.02,,,,,,,,,,,,,,,,,,
,8/2/2023,6/30/2023,-0.45,-0.45,,-0.45,,,,,,,,,,,,,,,,,,
,5/3/2023,3/30/2023,-0.19,-0.19,,-0.19,,,,,,,,,,,,,,,,,,
,2/22/2023,12/31/2022,-0.11,-0.11,,-0.11,,,,,,,,,,,,,,,,,,
,11/2/2022,9/30/2022,-0.14,-0.14,,-0.14,,,,,,,,,,,,,,,,,,
,8/11/2022,6/30/2022,-0.09,-0.09,,-0.09,,,,,,,,,,,,,,,,,,
,5/12/2022,3/31/2022,-0.11,-0.11,,-0.11,,,,,,,,,,,,,,,,,,
,3/24/2022,12/31/2021,0.01,0.01,,0.01,,,,,,,,,,,,,,,,,,
,11/11/2021,9/30/2021,-0.2,-0.2,,-0.2,,,,,,,,,,,,,,,,,,
,,6/30/2021,-0.58,-0.58,,-0.58,,,,,,,,,,,,,,,,,,
,,3/31/2021,-0.37,-0.37,,-0.37,,,,,,,,,,,,,,,,,,
,,12/31/2020,-0.31,-0.31,,-0.31,,,,,,,,,,,,,,,,,,
,,9/30/2020,-0.27,-0.27,,-0.27,,,,,,,,,,,,,,,,,,
