CNBC_Matches_Reported_EPS,Q_Report_Date,Q_Date,Q_EPS_Diluted,Q_EPS_Projections_Date_0,Q_EPS_Projections_1,Q_EPS_Projections_Date_1,Q_EPS_Projections_2,Q_EPS_Projections_Date_2,Q_EPS_Projections_2,Q_EPS_Projections_Date_2,,,,,
N,,12/31/2021,0.0775,12/1/2020,0.0775,10/30/2020,0.0775,9/30/2020,0.0775,,0.0475,,,,
,,9/30/2021,0.0775,,0.0775,,0.0775,,0.0775,,0.0475,,,,
,,6/30/2021,0.0775,,0.0775,,0.0775,,0.0775,,0.0475,,,,
,,3/31/2021,0.0775,,0.0775,,0.0775,,0.0775,,0.0475,,,,
,,12/31/2020,0.06,,0.07,,0.07,,0.07,,0,,0.071428571,,
,,9/30/2020,0.07,,0.07,,0.07,,0.07,,0.05,,0.03,,0.085714286
,7/30/2020,6/30/2020,0.544768463,,0.05,,0.03,,0.028571429,,,,,,
,4/27/2020,3/31/2020,0.168647065,,0.04,,0.028571429,,,,,,,,
,2/7/2020,12/31/2019,0.291265528,,0.06,,0.05,,0.07,,0.0375,,,,
,,9/30/2019,0.22448168,,0.01,,0.04,,0.06,,0.0375,,,,
,8/20/2019,6/28/2019,0.133071973,,0.02,,0.01,,0.0375,,,,,,
,6/20/2019,3/29/2019,0.096175524,,0.02,,0.0375,,,,,,,,
,,12/31/2018,-0.081710702,,0.01,,0.02,,0.04,,,,,,
,10/24/2018,9/28/2018,0.128823038,,0.02,,0.05,,,,,,,,
,,6/29/2018,0.275741733,,0.01,,0.03,,,,,,,,
,4/25/2019,3/29/2018,0.257907667,,0.02,,,,,,,,,,
,1/24/2018,12/29/2017,0.137519987,,0.04,,0.16,,,,,,,,
,10/25/2017,9/29/2017,0.26291307,,0.02,,0.32,,,,,,,,
,,6/30/2017,0.162204934,,0.21,,,,,,,,,,
,,3/31/2017,0.175696839,,0.14,,,,,,,,,,
,,12/30/2016,0.177745264,,0.26,,,,,,,,,,
,,9/30/2016,0.227240789,,0.21,,,,,,,,,,
,,6/30/2016,0.197150922,,0.21,,,,,,,,,,
,,3/31/2016,0.016780936,,0.04,,,,,,,,,,
,,12/31/2015,0.124761036,,0.05,,,,,,,,,,
,,9/30/2015,0.129825075,,0.03,,,,,,,,,,
,,6/30/2015,0.350456765,,0.04,,,,,,,,,,
,,3/31/2015,0.314367736,,0.03,,0.05,,,,,,,,
,,12/31/2014,0.367682352,,0.03,,,,,,,,,,
,,9/30/2014,0.231745941,,0.05,,,,,,,,,,
,,6/30/2014,0.276210295,,0.04,,,,,,,,,,
,,3/31/2014,0.090947975,,nan,,,,,,,,,,
,,12/31/2013,0.954807535,,0,,,,,,,,,,
,,9/30/2013,0.263314299,,0.04,,,,,,,,,,
,,6/28/2013,0.136894887,,nan,,,,,,,,,,
,,3/28/2013,0.49360633,,nan,,,,,,,,,,
,,12/31/2012,0.465312073,,nan,,,,,,,,,,
,,9/28/2012,0.113247784,,nan,,,,,,,,,,
,,6/29/2012,0.226790871,,nan,,,,,,,,,,
,,3/30/2012,0.097978937,,nan,,,,,,,,,,
,,12/30/2011,0.639414032,,nan,,,,,,,,,,
,,9/30/2011,0.150275353,,nan,,,,,,,,,,
,,6/30/2011,0.247218455,,nan,,,,,,,,,,
,,3/31/2011,0.349997978,,nan,,,,,,,,,,
,,12/31/2010,1.867694373,,nan,,,,,,,,,,
,,9/30/2010,0.68278839,,nan,,,,,,,,,,
,,6/30/2010,0.412392322,,nan,,,,,,,,,,
,,3/31/2010,0.271303228,,nan,,,,,,,,,,
,,12/31/2009,0.17175928,,nan,,,,,,,,,,
,,9/30/2009,0.476307293,,nan,,,,,,,,,,
,,6/30/2009,0.149511838,,nan,,,,,,,,,,
,,3/31/2009,-0.666901776,,nan,,,,,,,,,,
,,12/31/2008,-1.80696517,,nan,,,,,,,,,,
,,9/30/2008,-0.115900414,,nan,,,,,,,,,,
,,6/30/2008,0.170808027,,nan,,,,,,,,,,
