Q_Report_Date,Q_Date,Q_EPS_Diluted,Q_EPS_Projections_Date_0,Q_EPS_Projections_1,Q_EPS_Projections_Date_1,Q_EPS_Projections_2,Q_EPS_Projections_Date_2,Q_EPS_Projections_2.1,Q_EPS_Projections_Date_2.1,Unnamed: 9,Unnamed: 10,Unnamed: 11,Unnamed: 12,Unnamed: 13,Unnamed: 14,Unnamed: 15
,1/29/2021,1.77,4/12/2020,1.8,3/8/2020,1.84,,1.77,,1.8,,1.78,,1.76,,1.79
,10/30/2020,1.41,,1.44,,1.45,,1.26,,1.25,,1.23,,,,
,7/31/2020,1.89,,1.95,,1.95,,1.93,,1.9,,1.88,,1.73,,
,4/30/2020,1.6,,1.66,,1.66,,1.61,,1.62,,1.63,,1.62,,1.57
3/3/2020,1/31/2020,1.63,,1.7,,1.64,,1.63,,1.66,,1.57,,1.56,,
11/20/2019,10/31/2019,1.39,,1.19,,1.17,,1.16,,1.17,,1.13,,1.11,,1.16
8/21/2019,8/2/2019,1.817477233,,1.62,,1.59,,1.53,,1.52,,1.5,,,,
5/22/2019,5/3/2019,1.530317613,,1.43,,,,,,,,,,,,
3/5/2019,2/1/2019,1.523936677,,1.52,,1.51,,1.31,,,,,,,,
11/20/2018,11/2/2018,1.170933735,,1.12,,1.11,,0.89,,,,,,,,
8/22/2018,7/31/2018,1.489837777,,1.4,,1.19,,,,,,,,,,
5/23/2018,4/30/2018,1.327171904,,1.39,,1.27,,,,,,,,,,
3/6/2018,1/31/2018,2.000726876,,1.38,,1.29,,,,,,,,,,
11/15/2017,10/31/2017,0.876072276,,0.86,,0.8,,1.07,,,,,,,,
8/16/2017,7/31/2017,1.217611886,,1.19,,1.01,,1.32,,,,,,,,
5/17/2017,4/28/2017,1.226585014,,0.91,,1.35,,1.65,,,,,,,,
2/28/2017,1/27/2017,1.447298494,,1.51,,1.66,,1.75,,,,,,,,
11/16/2016,10/28/2016,1.057759221,,0.83,,0.98,,0.96,,,,,,,,
8/17/2016,7/29/2016,1.158827539,,1.12,,1.37,,1.33,,1.31,,,,,,
5/18/2016,4/29/2016,1.046704207,,1.19,,1.2,,,,,,,,,,
,1/29/2016,2.317568666,,1.54,,1.57,,1.54,,,,,,,,
,10/30/2015,0.873091603,,0.86,,0.85,,0.67,,0.63,,0.82,,,,
,7/31/2015,1.174726989,,1.11,,1.13,,0.95,,1.06,,,,,,
,4/30/2015,0.982363861,,1.03,,1.04,,0.86,,0.91,,,,,,
,1/30/2015,-4.099378882,,1.46,,1.21,,1.22,,1.33,,0.71,,,,
,10/31/2014,0.548780488,,0.47,,0.48,,0.72,,0.81,,0.8,,0.85,,0.91
,8/1/2014,0.368107769,,0.79,,0.91,,1.04,,1.15,,1.18,,0.7,,
,5/2/2014,0.654967095,,0.71,,0.73,,1.01,,1.1,,0.84,,,,
,1/31/2014,0.814919292,,0.79,,1.25,,1.45,,0.62,,,,,,
,10/31/2013,0.53498588,,0.63,,0.97,,,,,,,,,,
,8/2/2013,0.953271028,,0.96,,1.06,,0.85,,,,,,,,
,5/3/2013,0.766743649,,0.85,,0.87,,1.05,,1.47,,,,,,
,2/1/2013,1.465385788,,1.48,,1.51,,0.79,,,,,,,,
,10/26/2012,0.961945032,,0.78,,0.79,,,,,,,,,,
,7/27/2012,1.062000302,,1.01,,,,,,,,,,,,
,4/27/2012,1.037202381,,,,,,,,,,,,,,
,1/27/2012,1.453333333,,,,,,,,,,,,,,
,10/28/2011,0.818222026,,,,,,,,,,,,,,
,7/29/2011,1.027587214,,,,,,,,,,,,,,
,4/29/2011,0.987955262,,,,,,,,,,,,,,
,1/28/2011,1.4189745,,,,,,,,,,,,,,
,10/29/2010,0.742024965,,,,,,,,,,,,,,
,7/30/2010,0.921802878,,,,,,,,,,,,,,
,4/30/2010,0.899825667,,,,,,,,,,,,,,
,1/29/2010,1.240063593,,,,,,,,,,,,,,
,10/30/2009,0.576948525,,,,,,,,,,,,,,
,7/31/2009,0.7873807,,,,,,,,,,,,,,
,5/1/2009,0.693227092,,,,,,,,,,,,,,
,1/30/2009,0.81,,,,,,,,,,,,,,
,10/31/2008,0.49,,,,,,,,,,,,,,
,7/31/2008,0.82,,,,,,,,,,,,,,
,4/30/2008,0.74,,,,,,,,,,,,,,
,1/31/2008,1.23,,,,,,,,,,,,,,
,10/31/2007,0.56,,,,,,,,,,,,,,
,7/31/2007,0.8,,,,,,,,,,,,,,
,4/30/2007,0.75,,,,,,,,,,,,,,
,1/31/2007,1.29,,,,,,,,,,,,,,
,10/31/2006,0.59,,,,,,,,,,,,,,
,7/31/2006,0.7,,,,,,,,,,,,,,
,4/28/2006,0.63,,,,,,,,,,,,,,
,1/31/2006,1.06,,,,,,,,,,,,,,
,10/31/2005,0.49,,,,,,,,,,,,,,
,7/29/2005,0.61,,,,,,,,,,,,,,
,4/29/2005,0.55,,,,,,,,,,,,,,
,1/28/2005,0.91,,,,,,,,,,,,,,
,10/29/2004,0.59,,,,,,,,,,,,,,
,7/30/2004,1.53,,,,,,,,,,,,,,
,4/30/2004,0.47,,,,,,,,,,,,,,
,1/30/2004,0.91,,,,,,,,,,,,,,
,10/31/2003,0.33,,,,,,,,,,,,,,
,8/1/2003,0.39,,,,,,,,,,,,,,
,5/2/2003,0.38,,,,,,,,,,,,,,
,1/31/2003,0.75,,,,,,,,,,,,,,
,11/1/2002,0.3,,,,,,,,,,,,,,
,8/2/2002,0.38,,,,,,,,,,,,,,
,5/3/2002,0.38,,,,,,,,,,,,,,
,2/1/2002,0.72,,,,,,,,,,,,,,
,11/2/2001,0.2,,,,,,,,,,,,,,
,8/3/2001,0.3,,,,,,,,,,,,,,
,5/4/2001,0.28,,,,,,,,,,,,,,
,2/2/2001,0.6,,,,,,,,,,,,,,
,10/27/2000,0.24,,,,,,,,,,,,,,
,7/28/2000,0.28,,,,,,,,,,,,,,
,4/28/2000,0.26,,,,,,,,,,,,,,
,1/28/2000,0.55,,,,,,,,,,,,,,
,10/29/1999,0.25,,,,,,,,,,,,,,
,7/30/1999,0.24,,,,,,,,,,,,,,
,4/30/1999,0.205,,,,,,,,,,,,,,
,1/29/1999,0.455,,,,,,,,,,,,,,
,10/30/1998,0.195,,,,,,,,,,,,,,
,7/31/1998,0.18,,,,,,,,,,,,,,
,5/1/1998,0.165,,,,,,,,,,,,,,
,1/30/1998,0.38,,,,,,,,,,,,,,
,10/31/1997,0.17,,,,,,,,,,,,,,
,8/1/1997,0.135,,,,,,,,,,,,,,
,5/2/1997,0.11,,,,,,,,,,,,,,
,1/31/1997,0.2275,,,,,,,,,,,,,,
,11/1/1996,0.1125,,,,,,,,,,,,,,
,8/2/1996,0.105,,,,,,,,,,,,,,
,5/3/1996,0.040833333,,,,,,,,,,,,,,
,2/2/1996,0.241666667,,,,,,,,,,,,,,
,10/27/1995,0.044166667,,,,,,,,,,,,,,
,7/28/1995,0.026666667,,,,,,,,,,,,,,
,4/28/1995,0.008333333,,,,,,,,,,,,,,
,1/27/1995,0.295,,,,,,,,,,,,,,
,10/28/1994,0.069166667,,,,,,,,,,,,,,
,7/29/1994,0.050833333,,,,,,,,,,,,,,
