Q_Report_Date,Q_Date,Q_EPS_Diluted,Q_EPS_Projections_Date_0,Q_EPS_Projections_1,Q_EPS_Projections_Date_1,Q_EPS_Projections_2,Q_EPS_Projections_Date_2,Q_EPS_Projections_3,Q_EPS_Projections_Date_3,Unnamed: 9,Unnamed: 10,Unnamed: 11,Unnamed: 12,Unnamed: 13,Unnamed: 14,Unnamed: 15,Unnamed: 16,Unnamed: 17,Unnamed: 18
,3/30/2012,0.900490957,,0.86,,,,,,,,,,,,,,,
,12/30/2011,0.85,,,,,,,,,,,,,,,,,
,9/30/2011,0.83,,,,,,,,,,,,,,,,,
,6/30/2011,0.87,,,,,,,,,,,,,,,,,
,3/31/2011,0.82,,,,,,,,,,,,,,,,,
,12/31/2010,0.72,,,,,,,,,,,,,,,,,
,9/30/2010,0.66,,,,,,,,,,,,,,,,,
,6/30/2010,0.54,,,,,,,,,,,,,,,,,
,3/31/2010,0.54,,,,,,,,,,,,,,,,,
,12/31/2009,0.51,,,,,,,,,,,,,,,,,
,9/30/2009,0.36980957299999995,,,,,,,,,,,,,,,,,
,6/30/2009,0.323947852,,,,,,,,,,,,,,,,,
,3/31/2009,0.067797564,,,,,,,,,,,,,,,,,
,12/31/2008,0.366936163,,,,,,,,,,,,,,,,,
,9/30/2008,0.29424941600000004,,,,,,,,,,,,,,,,,
,6/30/2008,0.360987293,,,,,,,,,,,,,,,,,
,3/31/2008,0.276514514,,,,,,,,,,,,,,,,,
,12/31/2007,-0.100521023,,,,,,,,,,,,,,,,,
,9/28/2007,0.357147606,,,,,,,,,,,,,,,,,
,6/29/2007,0.341227018,,,,,,,,,,,,,,,,,
,3/30/2007,0.30926227100000003,,,,,,,,,,,,,,,,,
,12/29/2006,0.29675027600000004,,,,,,,,,,,,,,,,,
,9/29/2006,0.27712133899999997,,,,,,,,,,,,,,,,,
,6/30/2006,0.28,,,,,,,,,,,,,,,,,
,3/31/2006,0.26735201199999997,,,,,,,,,,,,,,,,,
,12/30/2005,0.24929331,,,,,,,,,,,,,,,,,
,9/30/2005,0.215718613,,,,,,,,,,,,,,,,,
,6/30/2005,-0.12398367099999999,,,,,,,,,,,,,,,,,
