CNBC_Matches_Reported_EPS,Q_Report_Date,Q_Date,Q_EPS_Diluted,Q_EPS_Adjusted,Q_EPS_Projections_Date_0,Q_EPS_Projections_1,Q_EPS_Projections_Date_1,Q_EPS_Projections_2,Q_EPS_Projections_Date_2,Q_EPS_Projections_2,Q_EPS_Projections_Date_2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Adjusted EPS,,12/31/2024,,0.66,2/11/2024,0.65,12/29/2023,0.65,11/3/2023,0.77,9/26/2023,0.76,8/6/2023,0.81,6/20/2023,0.81,5/11/2023,,3/24/2023,0.73,2/13/2023,0.67,1/22/2023,0.67,12/15/2022,0.68,11/4/2022,0.81,10/7/2022,0.81,9/4/2022,0.81,8/1/2022,0.99,7/9/2022,1.04,6/6/2022,1.04,5/3/2022,,3/26/2022,,2/23/2022,1.09,2/9/2022,1.09,1/8/2022,1.09,12/6/2021,1.03,10/30/2021,1.03,10/10/2021,1.03,9/7/2021,0.89,7/31/2021,0.85,7/8/2021,0.85,5/31/2021,0.82,5/1/2021,0.82,4/15/2021
,,9/30/2024,,0.89,,0.85,,0.85,,0.93,,0.93,,0.98,,0.98,,,,0.87,,0.85,,0.84,,0.84,,0.84,,0.84,,0.84,,1,,1.05,,1.05,,,,,,1.05,,1.05,,1.05,,1.03,,1.01,,1.01,,0.95,,0.94,,0.94,,0.89,,0.89,
,,6/30/2024,,0.69,,0.65,,0.65,,0.71,,0.7,,0.67,,0.67,,,,0.58,,0.61,,0.6,,0.61,,0.63,,0.63,,0.61,,0.73,,0.76,,0.76,,,,,,0.88,,0.87,,0.87,,0.85,,0.85,,0.85,,0.7,,0.62,,0.58,,0.49,,0.49,
,,3/30/2024,,0.51,,0.58,,0.58,,0.61,,0.61,,0.66,,0.66,,,,0.53,,0.64,,0.64,,0.65,,0.68,,0.68,,0.68,,0.75,,0.77,,0.77,,,,,,0.76,,0.76,,0.76,,0.74,,0.74,,0.74,,0.73,,0.72,,0.72,,0.65,,0.65,
,2/8/2024,12/31/2023,0.43,0.53,3/24/2023,0.54,3/24/2023,0.54,3/24/2023,0.68,3/24/2023,0.68,3/24/2023,0.72,3/24/2023,0.72,3/24/2023,0.74,3/24/2023,0.73,2/13/2023,0.67,1/22/2023,0.67,12/15/2022,0.68,11/4/2022,0.81,10/7/2022,0.81,9/4/2022,0.81,8/1/2022,0.99,7/9/2022,1.04,6/6/2022,1.04,5/3/2022,,3/26/2022,,2/23/2022,1.09,2/9/2022,1.09,1/8/2022,1.09,12/6/2021,1.03,10/30/2021,1.03,10/10/2021,1.03,9/7/2021,0.89,7/31/2021,0.85,7/8/2021,0.85,5/31/2021,0.82,5/1/2021,0.82,4/15/2021
,11/2/2023,9/30/2023,0.64,0.77,,0.82,,0.82,,0.89,,0.89,,0.88,,0.87,,0.85,,0.84,,0.84,,0.84,,0.84,,0.84,,1,,1.05,,1.05,,,,,,1.05,,1.05,,1.05,,1.03,,1.01,,1.01,,0.95,,0.94,,0.94,,0.89,,0.89,,,,,
,8/3/2023,6/30/2023,0.52,0.58,,0.56,,0.56,,0.57,,0.58,,0.61,,0.6,,0.61,,0.63,,0.63,,0.61,,0.73,,0.76,,0.76,,,,,,0.88,,0.87,,0.87,,0.85,,0.85,,0.85,,0.7,,0.62,,0.58,,0.49,,0.49,,,,,,,,,
,5/9/2023,3/30/2023,0.48,0.53,,0.52,,0.53,,0.64,,0.64,,0.65,,0.68,,0.68,,0.68,,0.75,,0.77,,0.77,,,,,,0.76,,0.76,,0.76,,0.74,,0.74,,0.74,,0.73,,0.72,,0.72,,0.65,,0.65,,,,,,,,,,,,,
,2/9/2023,12/31/2022,0.57,0.54,,0.52,,0.51,,0.54,,0.7,,0.7,,0.7,,0.91,,0.96,,0.97,,1.08,,1.07,,1.09,2/9/2022,1.09,1/8/2022,1.09,12/6/2021,1.03,10/30/2021,1.03,10/10/2021,1.03,9/7/2021,0.89,7/31/2021,0.85,7/8/2021,0.85,5/31/2021,0.82,5/1/2021,0.82,4/15/2021,,,,,,,,,,,,,,,,
,11/3/2022,9/30/2022,0.75,0.78,,0.75,,0.75,,0.74,,0.94,,0.98,,1.01,,1.1,,1.08,,1.05,,1.05,,1.05,,1.03,,1.01,,1.01,,0.95,,0.94,,0.94,,0.89,,0.89,,,,,,,,,,,,,,,,,,,,,,,
