CNBC_Matches_Reported_EPS,Q_Report_Date,Q_Date,Q_EPS_Diluted,Q_EPS_Adjusted,Q_EPS_Projections_Date_0,Q_EPS_Projections_1,Q_EPS_Projections_Date_1,Q_EPS_Projections_2,Q_EPS_Projections_Date_2,Q_EPS_Projections_3,Q_EPS_Projections_Date_3,Unnamed: 9,Unnamed: 10,Unnamed: 11,Unnamed: 12,Unnamed: 13,Unnamed: 14,Unnamed: 15,Unnamed: 16,Unnamed: 17,Unnamed: 18,Unnamed: 19,Unnamed: 20,Unnamed: 21
Adjusted,,12/31/2025,,5.15,10/27/2024,5.35,10/9/2024,5.27,9/2/2024,5.27,9/1/2024,,,,,,,,,,,,,
,,9/30/2025,,3.76,,3.93,,3.91,,3.91,,,,,,,,,,,,,,
,,6/30/2025,,3.24,,3.37,,3.41,,3.41,,,,,,,,,,,,,,
,,3/30/2025,,3.06,,3.15,,3.19,,3.19,,,,,,,,,,,,,,
,,12/31/2024,,4.09,,4.09,,4.21,,4.21,,,,,,,,,,,,,,
,10/25/2024,9/30/2024,1.96,2.57,,2.67,,2.65,,2.65,,,,,,,,,,,,,,
,8/2/2024,6/30/2024,1.97,2.52,,2.52,,,,,,,,,,,,,,,,,,
,4/26/2024,3/30/2024,2.43,2.79,,2.79,,,,,,,,,,,,,,,,,,
,2/2/2024,12/31/2023,3,4.03,,4.03,,,,,,,,,,,,,,,,,,
,10/27/2023,9/30/2023,0.22,1.76,,1.76,,,,,,,,,,,,,,,,,,
,7/28/2023,6/30/2023,0.23,1.13,,1.13,,,,,,,,,,,,,,,,,,
,5/2/2023,3/30/2023,1.49,2.35,,2.35,,,,,,,,,,,,,,,,,,
,2/3/2023,12/31/2022,2.25,3.33,,3.33,,,,,,,,,,,,,,,,,,
,10/28/2022,9/30/2022,0.87,2.32,,2.32,,,,,,,,,,,,,,,,,,
,7/29/2022,6/30/2022,1.26,2.47,,2.47,,,,,,,,,,,,,,,,,,
,4/29/2022,3/31/2022,2.12,3.12,,3.12,,,,,,,,,,,,,,,,,,
,2/10/2022,12/31/2021,6.54,7.84,,7.84,,,,,,,,,,,,,,,,,,
,10/29/2021,9/30/2021,2.68,4.55,,4.55,,,,,,,,,,,,,,,,,,
,7/30/2021,6/30/2021,4.12,5.37,,5.37,,,,,,,,,,,,,,,,,,
,4/30/2021,3/31/2021,3,4.13,,4.13,,,,,,,,,,,,,,,,,,
,2/4/2021,12/31/2020,2.66,4.17,,4.17,,,,,,,,,,,,,,,,,,
,10/30/2020,9/30/2020,0.78,2.38,,2.38,,,,,,,,,,,,,,,,,,
,7/31/2020,6/30/2020,0.1,1.93,,1.93,,,,,,,,,,,,,,,,,,
,5/1/2020,3/31/2020,-1.07,1.48,,1.48,,,,,,,,,,,,,,,,,,
,1/31/2020,12/31/2019,2.7,2.89,,2.89,,,,,,,,,,,,,,,,,,
,10/30/2019,9/30/2019,3.01,1.64,,1.64,,,,,,,,,,,,,,,,,,
,7/26/2019,6/28/2019,0.72,1.32,,1.32,,,,,,,,,,,,,,,,,,
,4/26/2019,3/29/2019,1.32,1.51,,1.51,,,,,,,,,,,,,,,,,,
,2/1/2019,12/31/2018,1.21,1.99,,1.99,,,,,,,,,,,,,,,,,,
,10/26/2018,9/28/2018,1.43,1.86,,1.86,,,,,,,,,,,,,,,,,,
,7/27/2018,6/29/2018,0.43,0.82,,0.82,,,,,,,,,,,,,,,,,,
,4/27/2018,3/29/2018,0.47,1.38,,1.38,,,,,,,,,,,,,,,,,,
,2/1/2018,12/29/2017,-3.63,1.8,,1.8,,,,,,,,,,,,,,,,,,
,10/26/2017,9/29/2017,-3.91,2.13,,2.13,,,,,,,,,,,,,,,,,,
,7/27/2017,6/30/2017,0.89,1.4,,1.4,,,,,,,,,,,,,,,,,,
,4/27/2017,3/31/2017,1.31,1.77,,1.77,,,,,,,,,,,,,,,,,,
,2/2/2017,12/30/2016,-3,1.75,,1.75,,,,,,,,,,,,,,,,,,
,10/27/2016,9/30/2016,0.7,1.37,,1.37,,,,,,,,,,,,,,,,,,
,7/28/2016,6/30/2016,0.12,0.88,,0.88,,,,,,,,,,,,,,,,,,
,4/28/2016,3/31/2016,0.16,0.7,,0.7,,,,,,,,,,,,,,,,,,
,2/4/2016,12/31/2015,0.88,1.4,,1.4,,,,,,,,,,,,,,,,,,
,10/29/2015,9/30/2015,0.32,0.48,,0.48,,,,,,,,,,,,,,,,,,
,7/23/2015,6/30/2015,1.08,1.19,,1.19,,,,,,,,,,,,,,,,,,
,4/23/2015,3/31/2015,1.03,1.14,,1.14,,,,,,,,,,,,,,,,,,
,,12/30/2014,0.77,0.9,,0.9,,,,,,,,,,,,,,,,,,
,,9/30/2014,0.9,1.03,,1.03,,,,,,,,,,,,,,,,,,
,,6/30/2014,1.11,1.25,,1.25,,,,,,,,,,,,,,,,,,
,,3/31/2014,1.1,1.24,,1.24,,,,,,,,,,,,,,,,,,
