CNBC_Matches_Reported_EPS,Q_Report_Date,Q_Date,Q_EPS_Diluted,Q_EPS_Adjusted,Q_EPS_Projections_Date_0,Q_EPS_Projections_1,Q_EPS_Projections_Date_1,Q_EPS_Projections_2,Q_EPS_Projections_Date_2,Q_EPS_Projections_3,Q_EPS_Projections_Date_3,Unnamed: 9,Unnamed: 10,Unnamed: 11,Unnamed: 12,Unnamed: 13,Unnamed: 14,Unnamed: 15,Unnamed: 16,Unnamed: 17,Unnamed: 18,Unnamed: 19,Unnamed: 20,Unnamed: 21
Non-GAAP,,12/31/2024,,1.47,2/17/2024,1.3,1/1/2024,1.33,11/11/2023,1.35,9/27/2023,1.36,8/8/2023,1.46,6/27/2023,1.46,5/19/2023,1.46,3/8/2023,,,,,
,,9/30/2024,,1.25,,1.16,,1.18,,1.15,,1.17,,1.26,,1.26,,1.26,,,,,,
,,6/30/2024,,1.19,,1.09,,1.12,,1.07,,1.1,,1.19,,1.19,,1.19,,,,,,
,,3/30/2024,,0.96,,0.93,,0.95,,0.92,,0.94,,1.05,,1.05,,1.05,,,,,,
,2/15/2024,12/31/2023,1.16,1.16,,0.89,,0.91,,1,,1,,1.12,,1.12,,1.12,,,,,,
,11/6/2023,9/30/2023,0.92,0.92,,0.77,,0.79,,0.92,,0.92,,0.92,,,,,,,,,,
,8/7/2023,6/30/2023,0.76,0.76,,0.85,,0.85,,0.85,,,,,,,,,,,,,,
,5/8/2023,3/30/2023,1.03,1.03,,1.03,,,,,,,,,,,,,,,,,,
,2/16/2023,12/31/2022,3.71,3.71,,3.71,,,,,,,,,,,,,,,,,,
,11/7/2022,9/30/2022,0.92,0.92,,0.92,,,,,,,,,,,,,,,,,,
,8/8/2022,6/30/2022,0.68,0.68,,0.68,,,,,,,,,,,,,,,,,,
,5/9/2022,3/31/2022,0.39,0.39,,0.39,,,,,,,,,,,,,,,,,,
,2/17/2022,12/31/2021,0.34,0.34,,0.34,,,,,,,,,,,,,,,,,,
,11/8/2021,9/30/2021,0.05,0.05,,0.05,,,,,,,,,,,,,,,,,,
,,6/30/2021,-0.01,-0.01,,-0.01,,,,,,,,,,,,,,,,,,
,5/10/2021,3/31/2021,-0.68,-0.68,,-0.68,,,,,,,,,,,,,,,,,,
,2/17/2020,12/31/2020,-0.46,-0.46,,-0.46,,,,,,,,,,,,,,,,,,
,11/9/2020,9/30/2020,-0.38,-0.38,,-0.38,,,,,,,,,,,,,,,,,,
,8/11/2020,6/30/2020,-0.56,-0.56,,-0.56,,,,,,,,,,,,,,,,,,
,5/12/2020,3/31/2020,-0.59,-0.59,,-0.59,,,,,,,,,,,,,,,,,,
,,12/31/2019,-0.52,,,,,,,,,,,,,,,,,,,,,
,,9/30/2019,-0.52,,,,,,,,,,,,,,,,,,,,,
,,6/28/2019,-0.54,,,,,,,,,,,,,,,,,,,,,
,,3/29/2019,-0.54,,,,,,,,,,,,,,,,,,,,,
,,12/31/2018,-5.59,,,,,,,,,,,,,,,,,,,,,
,,9/28/2018,-5.6,,,,,,,,,,,,,,,,,,,,,
,,6/29/2018,-5.6,,,,,,,,,,,,,,,,,,,,,
,,3/29/2018,-5.6,,,,,,,,,,,,,,,,,,,,,
,,12/29/2017,-4.94,,,,,,,,,,,,,,,,,,,,,
,,9/29/2017,-4.93,,,,,,,,,,,,,,,,,,,,,
,,6/30/2017,-4.93,,,,,,,,,,,,,,,,,,,,,
,,3/31/2017,-4.94,,,,,,,,,,,,,,,,,,,,,
