CNBC_Matches_Reported_EPS,Q_Report_Date,Q_Date,Q_EPS_Diluted,Q_EPS_Adjusted,Q_EPS_Projections_Date_0,Q_EPS_Projections_1,Q_EPS_Projections_Date_1,Q_EPS_Projections_2,Q_EPS_Projections_Date_2,Q_EPS_Projections_2,Q_EPS_Projections_Date_2,,,,
N,,12/31/2026,,5.65,11/28/2025,5.64,10/26/2025,5.42,10/8/2025,5.36,9/1/2025,5.51,7/27/2025,5.12,6/5/2025
,,9/30/2026,,5.44,,5.5,,5.2,,5.19,,5.12,,4.61,
,,6/30/2026,,5.35,,5.29,,5.29,,5.22,,4.98,,4.49,
,,3/30/2026,,4.74,,4.63,,4.75,,4.7,,4.69,,4.57,
,,12/31/2025,,4.94,1/14/2025,5.06,1/14/2025,4.99,1/14/2025,4.98,1/14/2025,4.96,1/14/2025,4.88,1/14/2025
,10/23/2025,9/30/2025,5.65,5.01,,4.89,,4.94,,4.69,,4.54,,,
,7/25/2025,6/30/2025,2.26,5.46,,4.6,,4.4,,4.38,,,,,
,4/25/2025,3/30/2025,4.45,4.68,,4.26,,4.22,,4.32,,,,,
,2/11/2025,12/31/2024,4.64,4.97,4/28/2024,4.21,4/28/2024,4.24,4/28/2024,4.41,4/28/2024,,,,
,10/25/2024,9/30/2024,4.61,4.02,,4.58,,4.66,,4.69,,,,,
,7/31/2024,6/30/2024,3.2,3.99,,4.65,,4.85,,4.92,,,,,
,4/26/2024,3/30/2024,4.49,4.27,,4.36,,4.57,,5.1,,,,,
,2/13/2024,12/31/2023,5.04,5.02,,4.87,,4.85,,4.87,,,,,
,10/27/2023,9/30/2023,5.54,5.54,,5.43,,5.49,,5.42,,,,,
,7/21/2023,6/30/2023,6.02,6.29,,5.8,,5.78,,5.66,,,,,
,4/20/2023,3/30/2023,6.07,6.07,,5.83,,5.49,,5.49,,,,,
,2/17/2023,12/30/2022,5.72,6.37,,5.78,,5.79,,5.8,,,,,
,10/27/2022,9/30/2022,6.31,6.31,,6.37,,6.4,,6.33,,,,,
,7/21/2022,6/30/2022,6.48,6.48,,6.15,,6.08,,5.98,,,,,
,4/21/2022,3/31/2022,5.78,5.78,,5.09,,4.62,,4.63,,,,,
,2/17/2022,12/31/2021,5.87,5.76,,4.89,,4.89,,3.9,,,,,
,10/21/2021,9/30/2021,5.115983027,5.12,,4.2,,3.96,,3.94,,,,,
,7/19/2021,6/30/2021,4.828105395,4.83,,2.81,,2.58,,1.64,,,,,
,4/20/2021,3/31/2021,2.853396901,2.79,,1.88,,1.71,,1.43,,,,,
,2/16/2021,12/31/2020,1.727480046,2.43,,2.01,,2.05,,1.63,,,,,
