CNBC_Matches_Reported_EPS,Q_Report_Date,Q_Date,Q_EPS_Diluted,Q_EPS_Adjusted,Q_EPS_Projections_Date_0,Q_EPS_Projections_1,Q_EPS_Projections_Date_1,Q_EPS_Projections_2,Q_EPS_Projections_Date_2,Q_EPS_Projections_3,Q_EPS_Projections_Date_3,Unnamed: 9,Unnamed: 10,Unnamed: 11,Unnamed: 12,Unnamed: 13,Unnamed: 14,Unnamed: 15,Unnamed: 16,Unnamed: 17,Unnamed: 18,Unnamed: 19,Unnamed: 20,Unnamed: 21
Y,,12/31/2025,,0.04,1/22/2025,0.04,1/21/2025,,,,,,,,,,,,,,,,,
,,9/30/2025,,0.05,,0.05,,,,,,,,,,,,,,,,,,
,,6/30/2025,,0.05,,0.05,,,,,,,,,,,,,,,,,,
,,3/30/2025,,0.03,,0.03,,,,,,,,,,,,,,,,,,
,,12/31/2024,,0.03,,0.03,,,,,,,,,,,,,,,,,,
,11/4/2024,9/30/2024,0.05,0.05,,0.05,,,,,,,,,,,,,,,,,,
,8/5/2024,6/30/2024,0.06,0.06,,0.06,,,,,,,,,,,,,,,,,,
,5/7/2024,3/30/2024,0.04,0.04,,0.04,,,,,,,,,,,,,,,,,,
,2/21/2024,12/31/2023,0.05,0.05,,0.05,,,,,,,,,,,,,,,,,,
,11/7/2023,9/30/2023,0.05,0.05,,0.05,,,,,,,,,,,,,,,,,,
,8/1/2023,6/30/2023,0.03,0.03,,0.03,,,,,,,,,,,,,,,,,,
,5/3/2023,3/30/2023,-0.14,-0.14,,-0.14,,,,,,,,,,,,,,,,,,
,2/27/2023,12/31/2022,-0.03,-0.03,,-0.03,,,,,,,,,,,,,,,,,,
,11/2/2022,9/30/2022,-0.13,-0.13,,-0.13,,,,,,,,,,,,,,,,,,
,8/3/2022,6/30/2022,-0.16,-0.16,,-0.16,,,,,,,,,,,,,,,,,,
,5/4/2022,3/31/2022,-0.16,-0.16,,-0.16,,,,,,,,,,,,,,,,,,
,2/9/2022,12/31/2021,-0.15,-0.15,,-0.15,,,,,,,,,,,,,,,,,,
,11/3/2021,9/30/2021,-0.07,-0.07,,-0.07,,,,,,,,,,,,,,,,,,
,8/5/2021,6/30/2021,-0.13,-0.13,,-0.13,,,,,,,,,,,,,,,,,,
,5/5/2021,3/31/2021,0.02,0.02,,0.02,,,,,,,,,,,,,,,,,,
,,12/31/2020,-0.04,-0.04,,-0.04,,,,,,,,,,,,,,,,,,
,,9/30/2020,-0.06,-0.06,,-0.06,,,,,,,,,,,,,,,,,,
,,6/30/2020,-0.09,-0.09,,-0.09,,,,,,,,,,,,,,,,,,
,,3/31/2020,-0.14,-0.14,,-0.14,,,,,,,,,,,,,,,,,,
