CNBC_Matches_Reported_EPS,Q_Report_Date,Q_Date,Q_EPS_Diluted,Q_EPS_Adjusted,Q_EPS_Projections_Date_0,Q_EPS_Projections_1,Q_EPS_Projections_Date_1,Q_EPS_Projections_2,Q_EPS_Projections_Date_2,Q_EPS_Projections_2,Q_EPS_Projections_Date_2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Adjusted Diluted,,12/31/2023,,1.04,2/18/2023,1.08,1/22/2023,1.09,12/15/2022,1.44,11/5/2022,1.52,10/13/2022,1.61,9/11/2022,1.58,8/7/2022,1.75,7/9/2022,1.79,6/6/2022,1.79,5/3/2022,,3/22/2022,1.55,2/19/2022,1.49,1/17/2022,1.53,12/10/2021,1.53,11/5/2021,1.52,10/19/2021,1.51,9/16/2021,1.51,8/13/2021,1.48,7/8/2021,1.48,5/31/2021,1.47,5/1/2021,1.47,3/19/2021
,,9/30/2023,,0.94,,0.99,,1,,1.3,,1.38,,1.43,,1.43,,1.53,,1.56,,1.56,,,,1.36,,1.34,,1.35,,1.35,,1.34,,1.33,,1.33,,1.35,,1.35,,1.37,,1.37,
,,6/30/2023,,0.85,,0.98,,0.98,,1.2,,1.25,,1.31,,1.31,,1.33,,1.36,,1.36,,,,1.17,,1.19,,1.18,,1.18,,1.14,,1.14,,1.14,,1.13,,1.13,,1.12,,1.12,
,,3/30/2023,,0.75,,0.86,,0.85,,1.02,,1.05,,1.07,,1.08,,1.13,,1.14,,1.14,,,,1.09,,1.06,,1.06,,1.06,,1.01,,1,,1,,0.97,,0.99,,0.92,,0.92,
,2/16/2023,12/31/2022,0.54,1.23,,1.21,,1.21,,1.35,,1.4,,1.44,,1.43,,1.57,,1.57,,1.57,,1.61,,1.55,2/19/2022,1.49,1/17/2022,1.53,12/10/2021,1.53,11/5/2021,1.52,10/19/2021,1.51,9/16/2021,1.51,8/13/2021,1.48,7/8/2021,1.48,5/31/2021,1.47,5/1/2021,1.47,3/19/2021
,11/4/2022,9/30/2022,0.84,1.23,,1.32,,1.32,,1.32,,1.35,,1.36,,1.35,,1.38,,1.36,,1.34,,1.35,,1.35,,1.34,,1.33,,1.33,,1.35,,1.35,,1.37,,1.37,,,,,,,
,8/2/2022,6/30/2022,0.75,1.25,,1.2,,1.2,,1.2,,1.17,,1.17,,1.19,,1.18,,1.18,,1.14,,1.14,,1.14,,1.13,,1.13,,1.12,,1.12,,,,,,,,,,,,,
,4/29/2022,3/31/2022,0.44,1.01,,0.96,,1.09,,1.06,,1.06,,1.06,,1.01,,1,,1,,0.97,,0.99,,0.92,,0.92,,,,,,,,,,,,,,,,,,,
,2/17/2022,12/31/2021,0.72,1.48,,1.44,,1.44,,1.44,,1.42,,1.42,,1.42,,1.37,,1.36,,1.36,,1.34,3/19/2021,1.22,2/18/2021,1.22,1/2/2021,1.2,11/30/2020,1.15,10/29/2020,1.15,9/13/2020,1.12,8/6/2020,1.12,8/5/2020,,,,,,,,
,11/3/2021,9/30/2021,0.75,1.22,,1.17,,1.18,,1.18,,1.21,,1.22,,1.22,,1.2,,1.12,,1.11,,1.08,,1.04,,1.04,,0.96,,0.96,,,,,,,,,,,,,,,
,8/9/2021,6/30/2021,0.4,0.97,,0.96,,0.96,,0.96,,0.96,,0.98,,0.98,,0.98,,0.87,,0.85,,0.82,,0.82,,,,,,,,,,,,,,,,,,,,,
,4/9/2021,3/31/2021,0.37,0.79,,0.74,,0.9,,0.9,,0.91,,0.83,,0.81,,0.79,,0.79,,0.78,,,,,,,,,,,,,,,,,,,,,,,,,
,2/18/2021,12/31/2020,0.87,1.11,,1.1,,1.11,,1.09,,1.09,,1.05,,1.05,,1.03,,1,,1.08,,1.1,,1.08,,,,,,,,,,,,,,,,,,,,,
,10/29/2020,9/30/2020,0.6,1.04,,0.9,,0.76,,0.76,,0.75,,0.74,,0.95,,0.93,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,8/6/2020,6/30/2020,0.037170093,0.58,,0.48,,0.47,,0.58,,0.85,,0.81,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,4/30/2020,3/31/2020,0.317809205,0.68,,0.62,,0.63,,0.72,,0.74,,0.72,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,2/20/2020,12/31/2019,0.864032341,1.03,,1.01,,0.99,,0.92,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,10/31/2019,9/30/2019,0.561030651,0.87,,0.82,,0.83,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,8/6/2019,6/28/2019,0.107729588,0.74,,0.7,,0.74,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,5/9/2019,3/29/2019,-0.290272336,0.59,,0.61,,0.68,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,3/18/2019,12/31/2018,0.435703451,0.95,,0.81,,0.82,,0.66,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,11/6/2018,9/28/2018,-0.100900866,0.75,,0.68,,0.64,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,8/2/2018,6/29/2018,0.130378347,0.62,,0.61,,0.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,5/9/2018,3/29/2018,-0.235062088,0.55,,0.58,,0.58,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,2/28/2018,12/29/2017,-0.144178069,,,0.56,,0.73,,0.78,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,11/9/2017,9/29/2017,-1.698159537,,,0.62,,0.69,,0.74,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,6/30/2017,0.061276149,,,0.64,,0.65,,0.72,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,3/31/2017,0.384358616,,,0.59,,0.6,,0.68,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,12/30/2016,0.682498362,,,0.67,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,9/30/2016,0.491856678,,,0.63,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,6/30/2016,0.542155569,,,0.58,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,3/31/2016,0.311571372,,,0.52,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,12/31/2015,0.52846061,,,0.49,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,9/30/2015,0.643489211,,,0.44,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,6/30/2015,0.385700582,,,0.34,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,3/31/2015,0.400266231,,,0.28,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,12/31/2014,-0.92,,,0.21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,9/30/2014,0.24,,,0.35,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,6/30/2014,0.29,,,nan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,3/31/2014,-0.03,,,nan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,1/6/2014,-0.25,,,nan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
