Date,Q_EPS_Diluted,,,,,,,,,
12/31/2020,0.35,0.48,0.48,0.47,0.56,0.451347518,,,,
9/30/2020,0.36,0.46,0.46,0.45,0.55,0.482836879,,,,
6/30/2020,0.36,0.48,0.48,0.46,0.55,0.388368794,,,,
3/31/2020,0.29,0.42,0.42,0.54,0.51,0.314893617,,,,
12/31/2019,0.4,0.43,0.43,0.45,0.42,0.43,0.45,0.43,0.54,0.56
9/30/2019,0.47,0.48,0.48,0.5,0.46,0.47,0.46,0.52,0.54,
6/28/2019,0.58553018,0.36,0.38,0.36,0.37,0.39,0.37,0.48,0.49,
3/29/2019,0.530361774,0.33,0.3,0.45,0.46,,,,,
12/31/2018,0.911376625,0.42,0.45,0.46,0.49,0.47,0.41,,,
9/28/2018,0.579514329,0.35,0.41,0.44,0.42,0.37,,,,
6/29/2018,0.603430024,0.38,0.39,0.41,0.4,0.35,,,,
3/29/2018,0.660326317,0.37,0.39,0.34,,,,,,
12/29/2017,0.533034753,0.34,0.4,0.33,0.32,0.34,0.38,0.3,,
9/29/2017,1.581155725,0.37,0.38,0.3,0.29,0.31,0.34,0.27,,
6/30/2017,0.48349254,0.45,0.39,0.36,0.34,0.33,0.28,,,
3/31/2017,0.369547826,0.24,0.27,0.29,0.24,,,,,
12/30/2016,0.799693221,0.26,0.24,,,,,,,
9/30/2016,0.524429825,0.31,,,,,,,,
6/30/2016,0.5215883,0.15,,,,,,,,
3/31/2016,0.394895155,0.1,,,,,,,,
12/31/2015,0.218206387,0.13,,,,,,,,
9/30/2015,0.492755693,0.19,,,,,,,,
6/30/2015,0.267343208,0.13,,,,,,,,
3/31/2015,0.65260424,0.12,,,,,,,,
12/31/2014,0.804513129,0.09,,,,,,,,
9/30/2014,0.228798189,0.09,,,,,,,,
6/30/2014,0.126749113,0.1,,,,,,,,
3/31/2014,0.01,0.06,,,,,,,,
12/31/2013,0.1,0.04,,,,,,,,
9/30/2013,-0.02,0.02,,,,,,,,
6/28/2013,0,0,,,,,,,,
3/28/2013,0.57,0.03,,,,,,,,
12/31/2012,-0.5,nan,,,,,,,,
9/28/2012,-0.1,nan,,,,,,,,
6/29/2012,-0.02,nan,,,,,,,,
3/30/2012,0.44,nan,,,,,,,,
12/30/2011,-0.19,nan,,,,,,,,
9/30/2011,0.12,nan,,,,,,,,
6/30/2011,-0.49,nan,,,,,,,,
3/31/2011,0.05,nan,,,,,,,,
12/31/2010,0.03,nan,,,,,,,,
9/30/2010,0.04,nan,,,,,,,,
6/30/2010,0.02,nan,,,,,,,,
3/31/2010,-0.03,nan,,,,,,,,
12/31/2009,-0.05,nan,,,,,,,,
9/30/2009,0.43,nan,,,,,,,,
6/30/2009,0.12,nan,,,,,,,,
3/31/2009,-1.24,nan,,,,,,,,
12/31/2008,-2.06,nan,,,,,,,,
9/30/2008,0.24,nan,,,,,,,,
6/30/2008,0.73,nan,,,,,,,,
3/31/2008,0.39,nan,,,,,,,,
12/31/2007,0.91,nan,,,,,,,,
9/28/2007,0.69,nan,,,,,,,,
6/29/2007,1.1,nan,,,,,,,,
3/30/2007,0.23,nan,,,,,,,,
12/29/2006,0.9,nan,,,,,,,,
9/29/2006,0.33,nan,,,,,,,,
6/30/2006,0.8,nan,,,,,,,,
3/31/2006,0.26,nan,,,,,,,,
12/30/2005,1.55,nan,,,,,,,,
9/30/2005,0.31,nan,,,,,,,,
6/30/2005,0.45,nan,,,,,,,,
3/31/2005,0.52,nan,,,,,,,,
12/31/2004,0.66,nan,,,,,,,,
9/30/2004,0.35,nan,,,,,,,,
6/30/2004,0.2,nan,,,,,,,,
3/31/2004,0.17,nan,,,,,,,,
12/31/2003,0.27,nan,,,,,,,,
9/30/2003,0.26,nan,,,,,,,,
6/30/2003,0.19,nan,,,,,,,,
3/31/2003,0.69,nan,,,,,,,,
12/31/2002,0.43,nan,,,,,,,,
9/30/2002,0.3,nan,,,,,,,,
6/28/2002,0.31,nan,,,,,,,,
3/28/2002,0.33,nan,,,,,,,,
12/31/2001,0.3,nan,,,,,,,,
9/28/2001,0.34,nan,,,,,,,,
6/29/2001,0.33,nan,,,,,,,,
3/30/2001,0.5,nan,,,,,,,,
12/29/2000,0.29,nan,,,,,,,,
9/29/2000,0.39,nan,,,,,,,,
6/30/2000,0.33,nan,,,,,,,,
3/31/2000,0.34,nan,,,,,,,,
12/31/1999,0.58,nan,,,,,,,,
9/30/1999,0.58,nan,,,,,,,,
6/30/1999,0.48,nan,,,,,,,,
3/31/1999,0.3,nan,,,,,,,,
12/31/1998,-0.02,nan,,,,,,,,
9/30/1998,0.32,nan,,,,,,,,
6/30/1998,0.65,nan,,,,,,,,
