Date,Q_EPS_Diluted,,,,,,,,,,,,,,
12/31/2020,4.47,4.47,4.77,4.667753425,,,,,,,,,,,
9/30/2020,4.26,4.26,4.37,4.363589041,,,,,,,,,,,
6/30/2020,4.17,4.17,4.14,4.27,,,,,,,,,,,
3/31/2020,3.92,3.92,3.73,3.661671233,,,,,,,,,,,
12/31/2019,3.91,3.91,3.94,3.95,4.04,4.02,3.99,3.76,3.8,4.01,3.89,4.06,,,
9/30/2019,3.69,3.69,3.7,3.74,3.75,3.76,3.73,3.58,3.6,3.81,3.61,3.69,,,
7/1/2019,4.560537726,3.57,3.59,3.63,3.64,3.65,3.48,3.49,3.83,3.44,3.55,,,,
3/29/2019,1.466934109,3.16,3.13,2.91,2.82,3.15,3.12,3.15,,,,,,,
12/31/2018,2.639663649,3.02,2.99,3.31,3.48,3.53,3.62,3.63,3.57,3.6,,,,,
9/28/2018,2.413890101,3.32,3.39,3.4,3.44,3.46,3.37,3.44,3.4,3.41,,,,,
6/29/2018,1.502669358,3.23,3.3,3.18,3.28,3.24,3.28,,,,,,,,
3/29/2018,0.751757168,2.78,2.87,2.77,2.83,2.8,2.83,,,,,,,,
12/29/2017,3.794914119,2.98,3.15,3.1,3.08,3.12,3.09,3.12,3.13,3.11,3.14,3.08,3.45,,
9/29/2017,1.034019142,2.89,2.88,2.89,2.91,2.93,2.98,3.42,,,,,,,
6/30/2017,1.718171908,2.75,2.79,2.8,2.79,2.82,2.84,2.85,2.9,3.35,,,,,
3/31/2017,1.414086763,2.34,2.32,2.34,2.4,2.41,2.46,2.53,2.94,2.65,,,,,
12/30/2016,1.91190012,2.65,2.66,2.67,3.2,3.11,3.05,3.06,3,2.98,3,2.99,3.16,,
9/30/2016,1.413681786,2.61,2.62,3.01,2.94,2.92,2.93,2.9,2.88,2.94,2.88,2.99,2.8,,
6/30/2016,1.799718597,2.8,2.79,2.76,2.77,2.49,2.82,2.91,2.82,2.89,2.31,,,,
3/31/2016,1.186429555,2.31,2.37,2.36,2.6,2.56,2.59,2.58,2.59,2.6,,,,,
12/31/2015,1.315169718,2.6,2.56,2.6,2.7,2.73,2.64,2.65,2.73,2.72,2.76,2.68,2.65,2.63,2.61
9/30/2015,1.392785888,2.56,2.55,2.54,2.55,2.54,2.64,2.62,2.6,2.62,2.56,2.57,2.54,2.5,2.48
6/30/2015,1.396639721,2.41,2.4,2.46,2.47,2.46,2.39,2.35,,,,,,,
3/31/2015,1.122863859,2.15,2.14,2.15,2.16,2.23,2.26,2.29,2.25,2.2,2.21,,,,
12/31/2014,1.298478966,2.3,2.31,2.3,2.31,2.32,2.35,2.25,2.22,2.13,2.11,2.12,2.13,2.11,1.9
9/30/2014,0.411072112,2.22,2.17,2.14,2.1,2.13,2.02,2.03,1.73,,,,,,
6/30/2014,0.699910225,1.92,1.91,1.93,2.02,1.97,2,1.99,1.92,1.95,1.96,1.95,1.51,,
3/31/2014,-1.583057103,1.79,1.91,1.89,1.91,1.78,1.81,1.82,1.65,,,,,,
12/31/2013,0.896391285,1.78,1.83,1.82,1.52,,,,,,,,,,
9/30/2013,1.225783904,1.67,1.68,1.37,,,,,,,,,,,
6/28/2013,0.685177365,1.52,1.18,,,,,,,,,,,,
3/28/2013,0.70597129,1.35,1.27,,,,,,,,,,,,
12/31/2012,3.275157592,1.42,1.2,,,,,,,,,,,,
9/28/2012,0.545456039,1.32,,,,,,,,,,,,,
6/29/2012,0.44827757,0.94,,,,,,,,,,,,,
3/30/2012,0.476568418,nan,,,,,,,,,,,,,
12/30/2011,0.789719922,nan,,,,,,,,,,,,,
9/30/2011,0.687580703,nan,,,,,,,,,,,,,
6/30/2011,0.712473981,nan,,,,,,,,,,,,,
3/31/2011,0.477646235,nan,,,,,,,,,,,,,
12/31/2010,0.563506508,nan,,,,,,,,,,,,,
9/30/2010,0.317296404,nan,,,,,,,,,,,,,
6/30/2010,-0.180334811,nan,,,,,,,,,,,,,
3/31/2010,0.041917196,nan,,,,,,,,,,,,,
12/31/2009,0.17,nan,,,,,,,,,,,,,
9/30/2009,-0.054118789,nan,,,,,,,,,,,,,
6/30/2009,0.074802743,nan,,,,,,,,,,,,,
3/31/2009,-0.448356808,nan,,,,,,,,,,,,,
12/31/2008,-2.04,nan,,,,,,,,,,,,,
9/30/2008,-1.066012951,nan,,,,,,,,,,,,,
6/30/2008,-2.172802278,nan,,,,,,,,,,,,,
3/31/2008,-1.967316683,nan,,,,,,,,,,,,,
12/31/2007,-2.53313075,nan,,,,,,,,,,,,,
9/28/2007,-0.817836171,nan,,,,,,,,,,,,,
